resample,fb_multiplier,greedy_net_r,f1_net_r,greedy_net_0,f1_net_0,nominal_gain_ils,honest_gain_ils,nominal_gain_pct,honest_gain_pct
185,1.0,18953828.62430928,19409663.315001328,18668593.1109404,19134005.128477126,455834.6906920485,465412.01753672585,2.404974212478721,2.493021379655971
186,1.0,18859296.263367258,19293789.270562153,18684516.69986453,19127919.59652967,434493.0071948953,443402.896665141,2.3038664917675895,2.373103376381985
187,1.0,18779286.48973207,19283371.370587323,18466246.23905443,19034203.689007416,504084.8808552511,567957.4499529861,2.6842600283608697,3.075651881819965
188,1.0,17798741.462740377,18389947.809826434,18267824.73954585,18998253.53400213,591206.3470860571,730428.7944562808,3.321618825261773,3.9984442858982656
189,1.0,18707986.104958102,19149557.135574948,18671240.173090003,19145223.71870184,441571.03061684594,473983.545611836,2.360334394838032,2.5385755912184482
190,1.0,18114287.146023385,18529538.072888862,18547093.851958375,19074161.046999007,415250.9268654771,527067.195040632,2.2923945254817095,2.84177779682168
191,1.0,19384001.465715908,19832681.070863903,18800658.298229273,19198055.69695881,448679.60514799505,397397.3987295367,2.314690317897291,2.113741936190422
192,1.0,17570704.789104648,18072538.59881438,18308799.87709222,18977056.07354657,501833.8097097315,668256.1964543499,2.856082415208021,3.6499180773201036
193,1.0,18808185.946920965,19327641.004322827,18505124.521908913,19062860.86483115,519455.057401862,557736.3429222368,2.7618562410422176,3.013956173393547
194,1.0,18916070.104806386,19373640.157480266,18646197.325697023,19091908.881970525,457570.05267388,445711.55627350137,2.4189488098673095,2.390361683340386
195,1.0,18650737.809784215,19124595.413139816,18633154.20771338,19120410.10087796,473857.60335560143,487255.8931645788,2.5406909270206715,2.614994153608595
196,1.0,18928330.433699165,19388964.50451737,18566187.04074701,19098835.636581097,460634.07081820443,532648.5958340876,2.4335694710723765,2.8689175362991306
197,1.0,17419039.481769577,17941201.650778543,18222777.677990276,18924303.6879099,522162.16900896654,701526.0099196248,2.99765190586686,3.849720510868865
198,1.0,17435596.01245322,17993167.312277883,18224776.943293937,18974477.27745032,557571.2998246625,749700.3341563828,3.1978906796557003,4.113632427376543
199,1.0,19580957.388574608,20117454.56646382,18491046.945312954,19054572.001181953,536497.177889213,563525.0558689982,2.7398924743192405,3.047556244574018
200,1.0,17074682.577291146,17528643.02917293,17991219.900466155,18666450.502756044,453960.45188178495,675230.602289889,2.6586757898828512,3.753111829133908
201,1.0,19521740.525154293,19934837.59241141,18693904.331843432,19110151.53343369,413097.0672571175,416247.2015902586,2.1160872757469074,2.226646687611522
202,1.0,18183224.025877275,18648525.6066031,18460358.0059754,19034616.353203833,465301.5807258263,574258.3472284339,2.558960831498512,3.1107649539762625
203,1.0,17495400.67681155,17996289.21102496,18315874.268301595,18988055.186090164,500888.5342134088,672180.9177885689,2.862972637587476,3.6699362964719637
204,1.0,18040814.97455726,18594485.000422828,18432178.67659512,19073583.74966558,553670.0258655697,641405.0730704591,3.0689856674790126,3.4798114988159523
205,1.0,17915637.418918256,18467285.077849228,18538577.40537649,19170446.483350858,551647.6589309722,631869.0779743679,3.0791405632514786,3.4084011095215727
206,1.726,18017667.313282624,18590282.382648192,18074934.9426863,18792085.829110663,572615.0693655685,717150.8864243627,3.1780754933988407,3.967654039687401
207,1.0,17832638.69148175,18332257.39561885,18336936.767561875,18991324.10071179,499618.70413709804,654387.3331499137,2.801709341959329,3.568684025281299
208,1.0,17603100.491290234,18111377.509183407,18352496.253024906,19008708.24526688,508277.0178931728,656211.9922419749,2.8874289398317137,3.5756007422359035
209,1.0,17298100.602492247,17808854.790634934,18259279.414490476,18960805.424410097,510754.1881426871,701526.009919621,2.9526605254515603,3.842024616606137
210,1.0,18503431.2094082,18924973.934785776,18703787.68225552,19177771.227867357,421542.72537757456,473983.545611836,2.2781867892871577,2.534158073562336
211,1.0,18863187.95188689,19308571.916707013,18716410.866813853,19168385.29155411,445383.9648201242,451974.4247402549,2.3611277476327768,2.4148562881874573
212,1.0,18691953.324018773,19175846.987947747,18603978.084693994,19093542.637466934,483893.6639289744,489564.5527729392,2.5887806134588462,2.631504673592996
213,1.809,17392027.033458125,17981199.714998137,18012616.420690533,18743627.758014046,589172.6815400124,731011.3373235129,3.3876021489995627,4.058329563293331
214,1.0,16852332.14764303,17327700.301330015,17858466.845524162,18652120.697430715,475368.1536869854,793653.8519065529,2.8207855715297567,4.444132067840219
215,1.0,19188469.588801976,19643952.60148128,18677007.20421282,19120410.10087796,455483.0126793049,443402.896665141,2.3737328845918806,2.374057534041783
216,1.669,17114289.966352697,17675884.26655409,17933337.985900756,18719402.30515292,561594.3002013937,786064.3192521632,3.2814349955826856,4.383257148614325
217,1.0,18965046.387582026,19423194.06744281,18661946.862425044,19107658.41869855,458147.6798607819,445711.5562735051,2.415747741913085,2.3883443649222067
218,1.816,18073512.59146544,18612728.085852094,18097664.010950297,18777498.511098284,539215.4943866543,679834.5001479872,2.9834570986565128,3.756476525018045
219,1.0,18595382.237116426,19065709.764000013,18665048.94798525,19152304.84114983,470327.52688358724,487255.8931645788,2.5292705516147573,2.6105256649604147
220,1.0,19982948.21209524,20448501.519753534,18769409.753092017,19173973.845820505,465553.3076582961,404564.09272848815,2.3297528608741875,2.1554438741039337
221,1.0,19228779.33606648,19752127.854562297,18520178.604225375,19088073.081068136,523348.51849581674,567894.476842761,2.7216939221627943,3.06635529267086
222,1.0,17720886.060584657,18266574.91921927,18350392.302726272,19035345.030129436,545688.8586346135,684952.7274031639,3.079354253331336,3.7326326113551382
223,1.0,19003108.46869493,19511701.0307446,18300262.160611883,18959919.347843643,508592.562049672,659657.1872317605,2.6763650951501434,3.6046324442911932
224,1.0,18179206.924481917,18739421.18010146,18550430.5417693,19160290.498872086,560214.2556195445,609859.9571027867,3.081620985704853,3.2875784512364192
225,1.0,18640868.722321134,19137469.478866152,18420194.934738614,18988152.3846916,496600.7565450184,567957.4499529861,2.6640429903911818,3.0833411479369097
226,1.0,18754726.69844855,19192863.72423098,18656241.09919994,19130224.644811776,438137.0257824287,473983.545611836,2.336141884801087,2.540616531977401
227,1.0,20039085.226494312,20519495.775457405,18782942.221765853,19187506.31449434,480410.54896309227,404564.09272848815,2.3973676619126616,2.153890950373448
228,1.0,18491124.54888604,18911102.194753505,18579750.125537958,19056042.33075816,419977.6458674669,476292.20522020385,2.2712390734113987,2.5635016725307724
229,1.0,18886012.414574083,19332765.402317256,18725839.088262103,19177813.51300236,446752.9877431728,451974.4247402549,2.3655231074528973,2.413640438807175
230,1.0,19196841.337328006,19656083.684306815,18729186.515175026,19172589.411840167,459242.3469788097,443402.896665141,2.392280786765784,2.367443435441688
231,1.0,19522285.605442658,19969194.116290662,18722227.136301193,19158174.79915467,446908.5108480044,435947.66285347566,2.289222275917374,2.3285032260302043
232,1.0,18713735.844809063,19258113.27920119,18449224.85583575,19055155.215436872,544377.4343921281,605930.3596011214,2.9089725264190425,3.2843133754178133
233,1.0,18013420.66106489,18480450.37469399,18092175.800625846,18731297.070896994,467029.7136291005,639121.2702711485,2.5926764406194205,3.532583793758184
234,1.0,18573807.33319745,18974416.77131191,18260948.927779734,18768998.850109927,400609.43811446056,508049.9223301932,2.1568514786865527,2.7821660546748195
235,1.0,18055933.183098055,18612050.90522145,18512379.798438452,19144248.87641282,556117.7221233957,631869.0779743679,3.079972197969645,3.4132244738608217
236,1.0,16758131.059392197,17219076.012826476,18262065.547010917,18985778.302281518,460944.9534342792,723712.7552706003,2.7505749406103357,3.9629293488602966
237,1.0,18705158.407790102,19144746.3973799,18654998.083341233,19128981.628953073,439587.9895897992,473983.54561183974,2.3500896384107866,2.540785817797019
238,1.0,18601361.173429985,19125382.746541355,18490144.16023819,19046529.403672867,524021.5731113702,556385.243434675,2.8171141252817447,3.009090889789513
239,1.0,19208777.35792968,19688885.285508733,18704919.304090004,19178902.849701844,480107.92757905275,473983.54561183974,2.4994195030370157,2.534004760492064
240,1.0,17055236.937451683,17533069.86570834,18250272.184942525,18973984.94021313,477832.928256657,723712.755270604,2.8016786281484087,3.9654902016623446
241,1.0,18975178.407649193,19439810.726405434,18490556.290168017,19020477.857362654,464632.31875624135,529921.5671946369,2.44863214866502,2.865903863997927
242,1.0,17864547.11305553,18373030.01293394,18425337.39901476,19047737.281528044,508482.89987840876,622399.8825132847,2.8463240442675763,3.3779565010655688
243,1.0,18813910.037155315,19327303.168172263,18421580.06728617,18996377.574380882,513393.1310169473,574797.5070947111,2.728795502918079,3.1202399848179203
244,1.0,17976911.723956116,18525674.430806786,18512768.77037462,19144637.848348986,548762.7068506703,631869.0779743679,3.0525972162359043,3.413152758573463
245,2.0,16589715.406914907,16902575.097368516,17412991.445218984,17811098.440018576,312859.69045360945,398106.9947995916,1.885865325472694,2.2862642300837877
246,1.0,19021284.903117314,19483792.383282233,18652739.993127797,19118152.010664523,462507.48016491905,465412.01753672585,2.431525959054011,2.4951402191216783
247,1.0,17906453.574017607,18434616.70843065,18339137.8212353,18992956.264755435,528163.1344130449,653818.4435201362,2.949568613516042,3.565153661493645
248,1.0,17800407.579403166,18290109.261279542,18474840.982910037,19077969.32572322,489701.6818763763,603128.3428131826,2.75107005101956,3.264592877259947
249,1.0,18920926.317097735,19372124.061050955,18711999.582638025,19163974.00737828,451197.74395322055,451974.4247402549,2.384649336885264,2.415425581559014
250,1.0,18721480.446057655,19148611.24297995,18483329.328135505,19017674.658095427,427130.7969222963,534345.3299599215,2.281501178034459,2.8909582276745773
251,1.0,19091646.108882416,19545807.84216509,18703169.004723873,19177152.55033571,454161.7332826741,473983.545611836,2.3788505752333986,2.534241900354542
252,1.0,17914610.649508744,18401007.20891989,18424325.403279558,19032829.82912205,486396.55941114575,608504.4258424938,2.7150830622405056,3.302722962840089
253,1.0,17869714.573259678,18380290.543552842,18500649.61791191,19103777.96072509,510575.97029316425,603128.3428131826,2.8572139090413478,3.2600387298251814
254,1.0,17956413.089886606,18508021.237712808,18538863.654290408,19170732.732264776,551608.1478262022,631869.0779743679,3.0719283693516632,3.408348482179682
255,1.0,18077321.405837547,18511418.207213692,18071362.077939976,18710483.34821113,434096.80137614533,639121.2702711523,2.4013336468973017,3.53665245328319
256,1.0,19308601.341454566,19788674.016582668,18668233.685418908,19135954.362563994,480072.6751281023,467720.6771450862,2.486315122667177,2.5054361597712704
257,1.895,17767786.551572897,18344150.351998705,18090805.097710192,18807955.984134555,576363.8004258089,717150.8864243627,3.243869453028667,3.964173416003109
258,1.0,17592256.40202233,18133592.042882938,18243133.035931855,18940235.28308619,541335.6408606097,697102.2471543327,3.0771245512223215,3.8211761421753225
259,1.0,18169971.060176298,18619256.75151372,18428192.73699512,19000573.949713398,449285.69133742154,572381.2127182782,2.4726824817136626,3.106008390986744
260,1.0,18102086.4650402,18574191.2703504,18503555.44553675,19061284.881558813,472104.8053102009,557729.4360220619,2.6080132045659883,3.0141744253620835
261,1.0,18492693.876591016,18903754.829754125,18663750.594851647,19137734.140463486,411060.9531631097,473983.54561183974,2.2228289502128806,2.5395942964571496
262,1.0,17826773.63193683,18428872.579283983,18225154.880054936,18971552.600057814,602098.947347153,746397.7200028785,3.377498137231558,4.095425936926954
263,1.0,18394411.246695504,18849972.44787724,17831740.166462198,18496620.150443044,455561.20118173584,664879.9839808457,2.47662833603101,3.72863207838429
264,1.595,17862016.73771137,18332462.356376007,18603935.59684978,19093500.149622723,470445.6186646372,489564.55277294293,2.6337766086144345,2.6315106834482984
265,1.0,19291504.283925075,19776302.49112588,18475985.58659234,19005907.153786972,484798.2072008066,529921.5671946332,2.5130140193617336,2.868163999755374
266,1.0,18878618.72751175,19328202.202875264,18635702.356704783,19119221.897412702,449583.4753635153,483519.54070791975,2.3814426354632543,2.594587160992933
267,1.0,19116804.49004349,19645941.855376042,18528625.014344003,19091007.719612423,529137.3653325513,562382.7052684203,2.767917439382399,3.0352101401644735
268,1.0,17938929.84913547,18433050.137090717,18448710.64789972,19057215.07374221,494120.28795524687,608504.42584249,2.754457997833466,3.298357470372949
269,1.0,18275096.816628423,18773648.13705574,18366977.264608093,18978787.71106052,498551.3204273172,611810.4464524277,2.7280365484777502,3.3310350289992705
270,1.0,18782142.784488752,19210756.035557892,18677007.20421282,19120410.10087796,428613.2510691397,443402.896665141,2.2820253044988577,2.374057534041783
271,1.0,18560365.439721067,18985531.54931699,18604385.24445551,19080677.44967571,425166.1095959246,476292.2052202001,2.2907205732384233,2.560107194953647
272,1.0,17560156.808242623,18137019.549398784,18279267.805169366,19009534.55025018,576862.7411561608,730266.7450808138,3.2850660017192177,3.995054686349607
273,1.0,18429327.074359324,18895877.450833738,18626998.2046544,19136263.218690563,466550.376474414,509265.0140361637,2.531564905175102,2.73401547818323
274,1.0,19662234.572156116,20097091.722910274,18740135.931842875,19154074.47382477,434857.15075415745,413938.5419818945,2.2116364707089953,2.2088342554577647
275,1.775,18220936.52796168,18802857.13961468,18031231.36704226,18750313.7297683,581920.6116530001,719082.3627260402,3.193692106659777,3.987982562524205
276,1.0,17346229.993091695,17801206.61615857,18459148.178775754,19081548.061289035,454976.6230668761,622399.882513281,2.62291358553458,3.37176925221779
277,1.0,18865451.494962305,19382414.690271184,18498305.987835925,19060688.693104345,516963.195308879,562382.7052684203,2.7402641036549014,3.0401848992995935
278,1.564,16922681.180880077,17623425.962912664,18037412.195596293,18952507.4251834,700744.7820325866,915095.2295871079,4.140861454178527,5.073317722430948
279,1.0,19013894.906685445,19456224.232652217,18469456.31289316,19003801.64285308,442329.3259667717,534345.3299599215,2.3263478005826412,2.8931297213492186
280,1.0,18271380.449789856,18809875.172566637,18572795.56667205,19151946.303388648,538494.7227767818,579150.7367165983,2.947203273756883,3.1182744387487644
281,1.0,18625744.960378215,19110636.983100947,18420030.912092783,18987988.362045772,484892.0227227323,567957.4499529898,2.603342973686278,3.083368603796016
282,1.0,18754941.395545676,19189851.394571975,18732445.37384201,19175848.27050715,434909.9990262985,443402.896665141,2.318908867023121,2.3670315744484105
283,1.0,19134715.755292367,19608998.789466947,18713455.078592457,19156055.054079305,474283.0341745801,442599.9754868485,2.4786521014476044,2.3651430140934666
284,1.0,17669543.241932902,18218672.028338064,18315510.503223024,19010644.26515236,549128.786405161,695133.7619293369,3.1077701267454545,3.7953283464690353
285,1.0,18418409.189798243,18865484.65385196,18612388.102700498,19121653.116736665,447075.4640537165,509265.0140361674,2.427329415079706,2.736161588862836
286,1.0,16943421.80814817,17400316.003226694,17981386.25807825,18672585.785914734,456894.19507852197,691199.527836483,2.696587503114627,3.843972416342245
287,1.0,17386714.766398717,17878342.531493958,18317601.98292323,18982457.349977896,491627.76509524137,664855.3670546673,2.827605857118869,3.62959828297659
288,1.0,18419891.257177427,18875482.67053173,18628241.2205131,19146077.76262438,455591.4133543037,517836.5421112776,2.4733664655961505,2.77984666389785
289,1.0,17866473.618146244,18367008.148112036,18316840.013950393,18971227.347100303,500534.52996579185,654387.33314991,2.801529505282002,3.572599491241493
290,1.0,18082932.586056642,18605146.040567644,18455486.759025294,19058615.101838477,522213.4545110017,603128.3428131826,2.8878803370293444,3.2680164478362217
291,1.0,18588548.319998294,19018478.759929378,18693491.567838583,19167475.113450423,429930.43993108347,473983.54561183974,2.3128779748149957,2.5355538524825922
292,1.0,18666284.466233,19138437.512727313,18608886.99662836,19118152.010664523,472153.0464943126,509265.0140361637,2.529443110911706,2.736676374725875
293,1.0,18850963.649308756,19289010.03938074,18511093.155392915,19041014.72258755,438046.3900719844,529921.5671946332,2.323734734314482,2.862724328304992
294,1.0,18501951.87223094,19023629.047413364,18395609.648913562,19008380.065656405,521677.1751824245,612770.4167428426,2.819579138379422,3.3310688171676475
295,1.0,17286929.99532422,17800938.60412827,18186017.83235136,18902391.619205795,514008.60880405083,716373.7868544348,2.9733944022627514,3.9391459606955155
296,1.0,19576307.764345203,20011644.84011932,18746494.347386215,19160432.889368106,435337.0757741183,413938.5419818908,2.2237956258892093,2.2080850654597475
297,1.0,18058223.188269082,18561684.00922005,18396533.27353492,19012767.482752632,503460.8209509663,616234.2092177123,2.7879864796334046,3.34973008259236
298,1.0,18154605.17125089,18713270.46979377,18553077.603918906,19162937.56102169,558665.2985428795,609859.957102783,3.0772649323575805,3.2871093956614734
299,1.0,18657216.12680385,19094476.26501765,18500672.762222502,19035018.09218242,437260.1382138021,534345.3299599178,2.3436515675327,2.8882481022583444
