Unnamed: 0,Campaign,Channel,Last_dt,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
287,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,49,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
288,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
289,2024-10 - ד״ר לוינגר,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
290,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
291,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
292,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,1,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
293,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,2,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
294,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,3,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
295,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,4,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
296,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,5,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
297,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,6,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
298,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,7,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
299,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,8,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
300,2024-09 - רשת דינמיקה - דינמיקה סלולר,קשת 12,02/11/2024,,36,פרסומת,ספוט,99,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
301,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
302,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
303,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
304,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
305,12+ קמפיין אפליקציה,קשת 12,02/11/2024,,7,פרומו,פרומו,0,0,,,,,,,,12+,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
306,פ-חיים ומעיין,קשת 12,02/11/2024,,19,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
307,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,37,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
308,פ-רותם אבוהב סטנדאפ ילדים זה מצחיק,קשת 12,02/11/2024,,32,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
309,2024-10 -  אנגלו סכסון — 60 שנות מצוינות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
310,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
311,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
312,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,15,פרסומת,ספוט,1,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
313,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,38,פרסומת,ספוט,2,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
314,2024-10 - משרד הביטחון - אגף שיקום מיצוי זכויות,קשת 12,02/11/2024,,37,פרסומת,ספוט,3,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
315,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,,18,פרסומת,ספוט,4,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
316,2024-10 - בנק יהב,קשת 12,02/11/2024,,15,פרסומת,ספוט,5,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
317,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,,16,פרסומת,ספוט,6,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
318,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,,70,פרסומת,ספוט,7,8,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
319,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,,31,פרסומת,ספוט,99,8,,,,,,,,רוש,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
320,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
321,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
322,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
323,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
324,פ-אולפן שישי קשת,קשת 12,02/11/2024,,35,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
325,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,37,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
326,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,1,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
327,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,2,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
328,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,3,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
329,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,4,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
330,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,5,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
331,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,6,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
332,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,7,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
333,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,8,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
334,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,99,9,,,,,,,,איזי,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
335,פ-הכוכב הבא 11,קשת 12,02/11/2024,,60,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
336,פ-אופירה ולוינסון,קשת 12,02/11/2024,,21,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
337,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,34,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
338,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
339,2024-10 - ד״ר לוינגר,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
340,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
341,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
342,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,15,פרסומת,ספוט,1,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
343,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,,26,פרסומת,ספוט,2,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
344,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,32,פרסומת,ספוט,3,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
345,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,,24,פרסומת,ספוט,4,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
346,2024-10 - משרד הביטחון - אגף שיקום מיצוי זכויות,קשת 12,02/11/2024,,37,פרסומת,ספוט,5,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
347,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,6,7,,,,,,,,איזי,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
348,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,,67,פרסומת,ספוט,99,7,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
349,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
350,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
351,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
352,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
353,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
354,2024-10 - ניאופרם - אגודת הפסוריאזיס הישראלית,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
355,פ-אולפן שישי קשת,קשת 12,02/11/2024,,35,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
356,פ-אופירה ולוינסון,קשת 12,02/11/2024,,21,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
357,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,1,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
358,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,2,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
359,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,3,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
360,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,4,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
361,2024-10 - בנק יהב,קשת 12,02/11/2024,,15,פרסומת,ספוט,5,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
362,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,6,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
363,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,7,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
364,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,8,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
365,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,99,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
366,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,41,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
367,2024-10 - גינדי השקעות - דקה לשמונה,קשת 12,02/11/2024,,60,פרסומת,ספוט,1,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
368,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,49,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
369,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
370,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,הזדמנויות,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
371,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,2,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
372,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,31,פרסומת,ספוט,3,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
373,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,4,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
374,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,5,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
375,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,,82,פרסומת,ספוט,6,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
376,2024-05 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,,20,פרסומת,ספוט,7,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
377,2024-10 - קרביץ — קרביץ- מבצע סטודנטים,קשת 12,02/11/2024,,8,פרסומת,ספוט,8,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
378,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,,15,פרסומת,ספוט,9,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
379,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,,15,פרסומת,ספוט,10,11,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
380,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,99,11,,,,,,,,איזי,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
381,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
382,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
383,2024-06 - זכותי,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
384,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,Reckitt,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
385,פ-אולפן שישי קשת,קשת 12,02/11/2024,,35,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
386,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,28,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
387,"2024-10 - מלונות וייצמן סיטי בע""מ",קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
388,2024-10 - ד״ר לוינגר,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
389,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,,24,פרסומת,ספוט,1,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
390,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,2,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
391,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,3,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
392,2024-10 -  מנו ספנות,קשת 12,02/11/2024,,20,פרסומת,ספוט,4,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
393,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,5,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
394,2024-10 - בנק יהב,קשת 12,02/11/2024,,30,פרסומת,ספוט,6,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
395,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,,31,פרסומת,ספוט,7,9,,,,,,,,רוש,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
396,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,8,9,,,,,,,,מאקו,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
397,2024-09 - רשת דינמיקה - דינמיקה סלולר,קשת 12,02/11/2024,,36,פרסומת,ספוט,99,9,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
398,פ-הכוכב הבא 11,קשת 12,02/11/2024,,60,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
399,פ-רותם אבוהב סטנדאפ ילדים זה מצחיק,קשת 12,02/11/2024,,32,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
400,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
401,"2024-10 - מלונות וייצמן סיטי בע""מ",קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
402,2024-10 - ניאופרם - אגודת הפסוריאזיס הישראלית,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
403,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
404,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,,36,פרסומת,ספוט,1,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
405,2024-10 - מקדונלדס — מק' ציקן חזר,קשת 12,02/11/2024,,42,פרסומת,ספוט,2,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
406,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,32,פרסומת,ספוט,3,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
407,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,4,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
