channel,daypart,len_bin,len_min,straddle_qh,n_qh_windows,B_content,inbreak_tvr,billed_qh,dilution,dip_frac,n_content_minutes
כאן 11,late_evening,<1m,0.7666666666666667,0,1,3.769230769230769,2.0999999999999996,2.673333333333333,0.709251700680272,0.44285714285714295,26
כאן 11,late_evening,2-3m,2.2333333333333334,0,1,4.762962962962963,4.233333333333333,4.52,0.9489891135303266,0.11119751166407454,27
כאן 11,late_evening,2-3m,2.2,0,1,4.486666666666666,4.333333333333333,4.64,1.0341753343239228,0.034175334323922724,30
כאן 11,late_evening,2-3m,2.216666666666667,1,2,2.376666666666667,2.0,2.331111111111111,0.9808321645628797,0.15848527349228625,30
כאן 11,late_evening,1-2m,1.2833333333333334,0,1,2.396666666666667,1.65,2.3133333333333335,0.9652294853963838,0.31154381084840066,30
כאן 11,late_evening,1-2m,1.85,0,1,2.296551724137931,2.4666666666666663,2.4466666666666663,1.0653653653653652,-0.07407407407407396,29
כאן 11,late_evening,<1m,0.2,0,1,1.8629629629629625,2.1,1.8533333333333342,0.9948310139165017,-0.1272365805168989,27
כאן 11,late_evening,1-2m,1.2,1,2,1.7266666666666668,1.8333333333333333,1.7577777777777779,1.018018018018018,-0.06177606177606165,30
כאן 11,overnight,1-2m,1.95,0,1,1.7233333333333336,1.7,1.7133333333333332,0.9941972920696323,0.013539651837524369,30
כאן 11,overnight,1-2m,1.8166666666666669,0,1,1.4233333333333331,1.3,1.6066666666666662,1.1288056206088992,0.08665105386416849,30
כאן 11,overnight,1-2m,1.7333333333333334,0,1,0.7666666666666668,0.6,0.6133333333333332,0.7999999999999996,0.21739130434782628,30
כאן 11,overnight,2-3m,2.316666666666667,0,1,0.8689655172413794,1.1,1.0666666666666667,1.2275132275132274,-0.2658730158730158,29
כאן 11,overnight,<1m,0.8666666666666667,0,1,0.9629629629629629,0.8,0.8666666666666668,0.9000000000000002,0.16923076923076918,27
כאן 11,overnight,1-2m,1.7,0,1,0.8296296296296296,0.9333333333333332,0.8600000000000004,1.0366071428571435,-0.125,27
כאן 11,overnight,1-2m,1.8666666666666667,0,1,0.648148148148148,0.5333333333333333,0.8600000000000004,1.3268571428571438,0.17714285714285705,27
כאן 11,overnight,1-2m,1.0666666666666669,0,1,0.3,0.4,0.25333333333333335,0.8444444444444446,-0.3333333333333335,30
כאן 11,overnight,2-3m,2.3333333333333335,0,1,0.12962962962962965,0.10000000000000002,0.11333333333333336,0.8742857142857143,0.22857142857142854,27
כאן 11,overnight,1-2m,1.7333333333333334,0,1,0.1153846153846154,0.10000000000000002,0.11333333333333336,0.9822222222222222,0.1333333333333333,26
כאן 11,morning,2-3m,2.4833333333333334,0,1,0.23666666666666666,0.10000000000000002,0.14,0.591549295774648,0.5774647887323943,30
כאן 11,morning,1-2m,1.85,0,1,0.38333333333333336,0.5,0.32666666666666644,0.8521739130434776,-0.30434782608695654,30
כאן 11,afternoon,2-3m,2.966666666666667,0,1,0.6166666666666667,0.55,0.6066666666666667,0.9837837837837837,0.10810810810810811,30
כאן 11,afternoon,2-3m,2.3666666666666667,1,2,0.5566666666666666,0.4666666666666666,0.5599999999999999,1.0059880239520957,0.16167664670658688,30
כאן 11,afternoon,1-2m,1.7666666666666666,0,1,0.4703703703703703,0.3,0.40666666666666657,0.8645669291338581,0.36220472440944873,27
כאן 11,afternoon,1-2m,1.8,0,1,0.6666666666666665,0.5,0.68,1.0200000000000002,0.24999999999999978,27
כאן 11,afternoon,1-2m,1.2,0,1,0.8466666666666663,0.9,0.8333333333333335,0.9842519685039376,-0.0629921259842523,30
כאן 11,afternoon,1-2m,1.8666666666666667,0,1,0.9166666666666666,0.7999999999999999,0.8800000000000002,0.9600000000000003,0.12727272727272732,30
כאן 11,afternoon,1-2m,1.9666666666666663,0,1,0.5633333333333331,0.5,0.5533333333333333,0.9822485207100595,0.11242603550295827,30
כאן 11,afternoon,2-3m,2.066666666666667,0,1,0.4066666666666668,0.43333333333333335,0.42666666666666675,1.0491803278688523,-0.06557377049180291,30
כאן 11,afternoon,2-3m,2.1333333333333333,0,1,1.5933333333333337,1.5333333333333332,1.5000000000000002,0.9414225941422594,0.03765690376569064,30
כאן 11,early_evening,2-3m,2.066666666666667,0,1,1.6699999999999997,1.1666666666666667,1.2866666666666662,0.7704590818363272,0.3013972055888222,30
כאן 11,early_evening,2-3m,2.1333333333333333,1,2,1.6321428571428573,1.6666666666666667,1.7577777777777779,1.0769754437150498,-0.021152443471918136,28
כאן 11,early_evening,2-3m,2.0166666666666666,0,1,2.3714285714285714,2.266666666666667,2.1266666666666665,0.8967871485943775,0.04417670682730912,28
כאן 11,early_evening,2-3m,2.1333333333333333,0,1,2.52,2.1666666666666665,2.253333333333333,0.8941798941798941,0.14021164021164023,30
כאן 11,late_evening,<1m,0.8333333333333334,0,1,11.329629629629629,8.55,8.033333333333333,0.709055246812684,0.24534161490683215,27
כאן 11,late_evening,<1m,0.6333333333333333,0,1,12.326923076923075,9.4,8.033333333333333,0.6516900676027042,0.2374414976599062,26
כאן 11,late_evening,1-2m,1.1,0,1,12.88888888888889,11.6,16.153333333333332,1.2532758620689655,0.10000000000000009,27
כאן 11,late_evening,3-4m,3.533333333333333,1,2,6.9366666666666665,6.26,6.778666666666666,0.9772224891878903,0.09754925516578572,30
כאן 11,late_evening,2-3m,2.7333333333333334,0,1,5.466666666666667,5.475,6.159999999999999,1.1268292682926828,-0.0015243902439023849,30
כאן 11,late_evening,2-3m,2.3666666666666667,0,1,2.646428571428572,2.2333333333333334,2.533333333333333,0.9572649572649571,0.15609536662168255,28
כאן 11,late_evening,<1m,0.2,0,1,1.8370370370370368,2.0,1.5999999999999999,0.8709677419354839,-0.08870967741935498,27
כאן 11,late_evening,<1m,0.3,0,1,1.1933333333333336,1.3,1.153333333333333,0.9664804469273739,-0.0893854748603351,30
כאן 11,overnight,1-2m,1.3166666666666669,0,1,1.3400000000000003,1.15,1.4533333333333331,1.0845771144278602,0.1417910447761197,30
כאן 11,overnight,1-2m,1.6333333333333333,0,1,1.3066666666666669,1.6,1.4800000000000002,1.1326530612244898,-0.22448979591836715,30
כאן 11,overnight,1-2m,1.95,0,1,0.9206896551724139,0.9666666666666667,0.9200000000000003,0.9992509363295883,-0.04993757802746557,29
כאן 11,overnight,1-2m,1.6666666666666667,0,1,1.8034482758620691,0.5,0.52,0.2883365200764818,0.722753346080306,29
כאן 11,overnight,1-2m,1.2833333333333334,0,1,3.4466666666666663,3.0,3.0666666666666673,0.8897485493230177,0.12959381044487417,30
כאן 11,overnight,1-2m,1.7333333333333334,1,2,1.506666666666667,0.8666666666666667,1.4355555555555555,0.9528023598820056,0.424778761061947,30
כאן 11,overnight,1-2m,1.7833333333333334,0,1,1.2333333333333334,0.8666666666666667,1.2999999999999998,1.054054054054054,0.29729729729729726,30
כאן 11,overnight,1-2m,1.2833333333333334,0,1,0.21000000000000002,0.20000000000000004,0.20000000000000007,0.9523809523809527,0.04761904761904756,30
כאן 11,overnight,1-2m,1.8666666666666667,0,1,0.007407407407407408,0.0,0.0,0.0,1.0,27
כאן 11,overnight,1-2m,1.7,0,1,0.09259259259259259,0.06666666666666667,0.04000000000000001,0.4320000000000001,0.2799999999999999,27
כאן 11,morning,1-2m,1.9,0,1,0.19333333333333325,0.10000000000000002,0.11333333333333336,0.5862068965517245,0.4827586206896548,30
כאן 11,morning,2-3m,2.1333333333333333,0,1,0.23666666666666675,0.06666666666666667,0.20000000000000004,0.8450704225352111,0.7183098591549297,30
כאן 11,afternoon,1-2m,1.8333333333333333,0,1,1.2241379310344824,1.1,1.22,0.9966197183098594,0.101408450704225,29
כאן 11,afternoon,1-2m,1.5166666666666666,1,2,1.1896551724137934,1.3,1.191111111111111,1.0012238325281801,-0.09275362318840563,29
כאן 11,afternoon,2-3m,2.216666666666667,0,1,0.9535714285714288,0.9,0.8666666666666668,0.908863920099875,0.056179775280899125,28
כאן 11,afternoon,1-2m,1.5166666666666666,0,1,0.7107142857142857,0.6,0.6599999999999998,0.9286432160804017,0.15577889447236193,28
כאן 11,afternoon,1-2m,1.8166666666666669,1,2,0.7066666666666667,0.5666666666666667,0.6533333333333333,0.9245283018867925,0.19811320754716988,30
כאן 11,afternoon,1-2m,1.7666666666666666,0,1,1.0900000000000003,1.0333333333333334,1.0866666666666667,0.9969418960244646,0.051987767584098066,30
כאן 11,afternoon,1-2m,2.0,0,1,0.9033333333333335,0.6333333333333333,0.806666666666667,0.892988929889299,0.29889298892988947,30
כאן 11,afternoon,1-2m,1.8666666666666667,0,1,0.6166666666666665,0.5333333333333333,0.7266666666666666,1.1783783783783786,0.13513513513513487,30
כאן 11,afternoon,2-3m,2.0833333333333335,0,1,0.3899999999999999,0.13333333333333333,0.37999999999999995,0.9743589743589745,0.658119658119658,30
כאן 11,early_evening,2-3m,2.033333333333333,0,1,1.8366666666666667,2.0,1.9666666666666666,1.0707803992740472,-0.08892921960072586,30
כאן 11,early_evening,1-2m,1.9666666666666663,0,1,2.667857142857143,2.3,2.0800000000000005,0.7796519410977243,0.13788487282463202,28
כאן 11,early_evening,2-3m,2.55,0,1,2.231034482758621,2.1,2.3066666666666666,1.033900051519835,0.0587326120556414,29
כאן 11,early_evening,1-2m,1.9666666666666663,0,1,2.262068965517241,2.1999999999999997,2.266666666666667,1.0020325203252036,0.027439024390243816,29
כאן 11,late_evening,<1m,0.7,0,1,5.099999999999999,4.6,4.673333333333333,0.9163398692810459,0.09803921568627438,28
כאן 11,late_evening,<1m,0.4833333333333333,0,1,5.171428571428571,3.75,4.673333333333333,0.903683241252302,0.27486187845303856,28
כאן 11,late_evening,1-2m,1.05,0,1,4.732142857142857,4.699999999999999,4.793333333333334,1.012930817610063,0.0067924528301887,28
כאן 11,late_evening,<1m,0.85,0,1,3.867857142857143,2.85,4.793333333333334,1.2392736226531242,0.26315789473684204,28
כאן 11,late_evening,1-2m,2.0,0,1,2.3800000000000003,2.233333333333333,2.1799999999999997,0.9159663865546216,0.061624649859944314,30
כאן 11,late_evening,1-2m,1.85,0,1,2.1033333333333335,2.2333333333333334,2.253333333333333,1.0713153724247224,-0.06180665610142633,30
כאן 11,overnight,2-3m,2.15,0,1,1.3399999999999999,1.3999999999999997,1.3733333333333333,1.0248756218905473,-0.04477611940298498,30
כאן 11,overnight,1-2m,1.8,0,1,0.8333333333333333,0.6999999999999998,0.6999999999999998,0.8399999999999999,0.16000000000000014,30
כאן 11,overnight,1-2m,1.45,0,1,0.58,0.6,0.6266666666666665,1.0804597701149423,-0.034482758620689724,30
כאן 11,overnight,1-2m,1.7166666666666666,0,1,0.5933333333333334,0.5,0.5733333333333334,0.9662921348314606,0.1573033707865169,30
כאן 11,overnight,2-3m,2.533333333333333,0,1,0.9,0.5333333333333333,0.7933333333333334,0.8814814814814815,0.40740740740740744,30
כאן 11,overnight,1-2m,1.6666666666666667,0,1,0.8233333333333331,0.6666666666666666,0.7333333333333331,0.8906882591093116,0.1902834008097165,30
כאן 11,overnight,2-3m,2.533333333333333,0,1,0.5366666666666668,0.3333333333333333,0.5266666666666667,0.9813664596273289,0.37888198757764,30
כאן 11,overnight,1-2m,1.95,0,1,0.35000000000000003,0.3,0.31333333333333324,0.8952380952380949,0.14285714285714302,30
כאן 11,overnight,1-2m,1.1666666666666667,0,1,0.4066666666666666,0.5,0.44666666666666666,1.098360655737705,-0.2295081967213115,30
כאן 11,overnight,1-2m,1.3666666666666667,0,1,0.36,0.6,0.45999999999999996,1.2777777777777777,-0.6666666666666667,30
כאן 11,morning,2-3m,2.25,0,1,0.26666666666666666,0.3666666666666667,0.38000000000000006,1.4250000000000003,-0.3750000000000002,30
כאן 11,morning,1-2m,1.7333333333333334,0,1,0.25666666666666665,0.10000000000000002,0.18000000000000002,0.7012987012987014,0.6103896103896103,30
כאן 11,afternoon,1-2m,1.75,0,1,0.7033333333333334,0.6999999999999998,0.7466666666666665,1.0616113744075826,0.004739336492891266,30
כאן 11,afternoon,1-2m,1.7333333333333334,1,2,0.6833333333333335,0.5666666666666667,0.6955555555555556,1.0178861788617886,0.17073170731707332,30
כאן 11,afternoon,2-3m,2.3333333333333335,0,1,0.68,0.5,0.6466666666666667,0.9509803921568628,0.26470588235294124,30
כאן 11,afternoon,1-2m,1.7333333333333334,0,1,0.8466666666666666,1.0,1.0066666666666666,1.188976377952756,-0.18110236220472453,30
כאן 11,afternoon,2-3m,2.3333333333333335,0,1,0.48666666666666664,0.43333333333333335,0.37999999999999995,0.7808219178082191,0.1095890410958903,30
כאן 11,afternoon,2-3m,2.966666666666667,0,1,1.3464285714285718,1.3,1.3200000000000003,0.9803713527851459,0.034482758620689835,28
כאן 11,afternoon,2-3m,2.0833333333333335,0,1,1.243333333333333,1.1,1.1733333333333331,0.9436997319034853,0.1152815013404822,30
כאן 11,afternoon,1-2m,1.6166666666666667,0,1,1.1933333333333331,1.3666666666666665,1.36,1.139664804469274,-0.14525139664804465,30
כאן 11,afternoon,2-3m,2.25,0,1,0.7633333333333335,0.9666666666666668,0.8733333333333334,1.1441048034934496,-0.26637554585152823,30
כאן 11,early_evening,2-3m,2.25,0,1,0.9366666666666668,1.3,0.9333333333333332,0.9964412811387898,-0.3879003558718861,30
כאן 11,early_evening,2-3m,2.35,0,1,1.35,1.4000000000000001,1.3999999999999997,1.0370370370370368,-0.03703703703703698,30
כאן 11,early_evening,2-3m,2.3,0,1,1.7249999999999999,1.3666666666666665,1.74,1.0086956521739132,0.20772946859903385,28
כאן 11,early_evening,2-3m,2.316666666666667,0,1,2.256666666666667,2.2666666666666666,2.213333333333333,0.9807976366322007,-0.004431314623338123,30
כאן 11,late_evening,<1m,0.55,0,1,3.3413793103448275,3.0,2.426666666666667,0.72624699002408,0.10216718266253866,29
כאן 11,late_evening,<1m,0.4,0,1,3.3310344827586205,2.2,2.426666666666667,0.7285024154589375,0.3395445134575569,29
כאן 11,late_evening,2-3m,2.1333333333333333,0,1,3.543333333333334,2.6333333333333333,2.733333333333333,0.77140169332079,0.2568203198494827,30
כאן 11,late_evening,2-3m,2.75,0,1,3.3699999999999997,2.75,3.413333333333334,1.0128585558852625,0.18397626112759635,30
כאן 11,late_evening,2-3m,2.216666666666667,0,1,0.8517241379310344,0.6,0.82,0.962753036437247,0.29554655870445345,29
כאן 11,late_evening,2-3m,2.6666666666666665,0,1,0.796551724137931,0.7,0.7733333333333333,0.970851370851371,0.12121212121212122,29
כאן 11,overnight,2-3m,2.6333333333333333,0,1,0.7933333333333332,0.9249999999999999,0.9133333333333334,1.151260504201681,-0.16596638655462193,30
כאן 11,overnight,2-3m,2.65,1,2,0.8222222222222224,0.9,0.782222222222222,0.951351351351351,-0.0945945945945943,27
כאן 11,overnight,2-3m,2.466666666666667,1,2,0.5962962962962963,0.7,0.6249999999999998,1.0481366459627326,-0.17391304347826075,27
כאן 11,overnight,3-4m,3.3333333333333335,0,1,0.8233333333333336,0.8,0.5599999999999999,0.6801619433198378,0.028340080971660186,30
כאן 11,overnight,1-2m,1.5666666666666669,0,1,1.293333333333333,1.0,1.2866666666666668,0.9948453608247426,0.22680412371133996,30
כאן 11,overnight,2-3m,2.55,0,1,1.1366666666666667,1.15,1.02,0.8973607038123167,-0.011730205278592365,30
כאן 11,overnight,1-2m,1.6833333333333331,0,1,0.48000000000000015,0.6,0.5999999999999999,1.2499999999999993,-0.24999999999999956,30
כאן 11,overnight,1-2m,1.8333333333333333,0,1,0.23103448275862062,0.10000000000000002,0.23333333333333336,1.0099502487562193,0.5671641791044775,29
כאן 11,overnight,1-2m,1.3666666666666667,0,1,0.07586206896551725,0.1,0.10000000000000003,1.3181818181818183,-0.3181818181818181,29
כאן 11,morning,<1m,0.8666666666666667,1,2,0.006666666666666667,0.0,0.006666666666666667,1.0,1.0,30
כאן 11,afternoon,2-3m,2.15,0,1,1.0555555555555556,1.1,1.0933333333333333,1.0357894736842104,-0.04210526315789487,27
כאן 11,afternoon,2-3m,2.55,0,1,1.2222222222222223,1.0,1.0799999999999998,0.8836363636363634,0.18181818181818188,27
כאן 11,afternoon,2-3m,2.15,0,1,1.0566666666666664,1.1333333333333333,1.1133333333333333,1.053627760252366,-0.07255520504731883,30
כאן 11,afternoon,1-2m,1.7833333333333334,0,1,1.743333333333333,1.2,1.3133333333333332,0.7533460803059274,0.31166347992351806,30
כאן 11,afternoon,2-3m,2.15,0,1,1.9633333333333332,1.3333333333333333,1.8800000000000001,0.9575551782682514,0.3208828522920204,30
כאן 11,afternoon,1-2m,1.75,0,1,1.5233333333333334,1.3333333333333333,1.5599999999999998,1.024070021881838,0.12472647702407014,30
כאן 11,afternoon,1-2m,1.8833333333333333,0,1,1.6566666666666663,1.3666666666666665,1.7399999999999995,1.0503018108651911,0.17505030181086512,30
כאן 11,afternoon,2-3m,2.5,0,1,1.366666666666667,1.375,1.4466666666666668,1.0585365853658535,-0.0060975609756095395,30
כאן 11,afternoon,2-3m,2.316666666666667,0,1,1.57,1.5666666666666667,1.5533333333333335,0.9893842887473461,0.002123142250530785,30
כאן 11,early_evening,2-3m,2.5166666666666666,0,1,1.91,1.4999999999999998,1.68,0.8795811518324608,0.2146596858638744,30
כאן 11,early_evening,2-3m,2.55,1,2,1.7199999999999998,1.75,1.7033333333333327,0.9903100775193796,-0.017441860465116532,30
כאן 11,early_evening,2-3m,2.3,1,2,2.125,1.75,2.0766666666666667,0.9772549019607844,0.17647058823529416,28
כאן 11,early_evening,2-3m,2.4833333333333334,0,1,2.032142857142857,1.9999999999999998,1.8733333333333333,0.921851200937317,0.015817223198594133,28
כאן 11,late_evening,<1m,0.4833333333333333,0,1,4.825,5.1,4.666666666666666,0.9671848013816924,-0.05699481865284972,28
כאן 11,late_evening,<1m,0.6833333333333333,0,1,4.851724137931036,4.45,4.926666666666667,1.0154465766406062,0.08280028429282194,29
כאן 11,late_evening,2-3m,2.7666666666666666,0,1,4.643333333333333,3.9,4.346666666666667,0.9361091170136397,0.160086145010768,30
כאן 11,late_evening,2-3m,2.9166666666666665,0,1,4.176666666666667,4.3,4.446666666666667,1.0646448523543497,-0.029529130087789346,30
כאן 11,late_evening,1-2m,1.9666666666666663,0,1,2.303333333333333,1.5333333333333332,1.933333333333333,0.8393632416787264,0.33429811866859616,30
כאן 11,late_evening,2-3m,2.65,0,1,2.4733333333333336,2.35,2.3666666666666667,0.9568733153638813,0.049865229110512166,30
כאן 11,overnight,2-3m,2.716666666666667,0,1,1.3133333333333328,0.9,0.8933333333333336,0.6802030456852797,0.31472081218274084,30
כאן 11,overnight,2-3m,2.216666666666667,0,1,1.0100000000000002,0.9333333333333332,0.9600000000000001,0.9504950495049503,0.07590759075907616,30
כאן 11,overnight,1-2m,1.25,0,1,0.8000000000000003,0.8,0.8000000000000003,1.0,2.220446049250313e-16,30
כאן 11,overnight,2-3m,2.1666666666666665,0,1,0.936666666666667,0.8000000000000002,1.0066666666666666,1.074733096085409,0.14590747330960863,30
כאן 11,overnight,1-2m,1.35,0,1,0.5366666666666667,0.5666666666666667,0.46000000000000013,0.8571428571428573,-0.055900621118012195,30
כאן 11,overnight,2-3m,2.15,0,1,0.5900000000000001,0.5,0.5400000000000001,0.9152542372881357,0.15254237288135608,30
כאן 11,overnight,1-2m,1.35,0,1,0.5633333333333334,0.4,0.45999999999999996,0.8165680473372781,0.2899408284023669,30
כאן 11,overnight,1-2m,1.35,0,1,0.5066666666666666,0.44999999999999996,0.5399999999999999,1.0657894736842106,0.11184210526315785,30
כאן 11,overnight,1-2m,1.2666666666666666,0,1,0.40000000000000013,0.5,0.4200000000000001,1.0499999999999998,-0.24999999999999956,30
כאן 11,overnight,1-2m,1.25,0,1,0.21000000000000002,0.3,0.26000000000000006,1.2380952380952384,-0.4285714285714284,30
כאן 11,morning,1-2m,1.9833333333333336,0,1,0.22142857142857147,0.3,0.24000000000000007,1.0838709677419356,-0.35483870967741904,28
כאן 11,morning,2-3m,2.283333333333333,0,1,0.28888888888888886,0.2333333333333333,0.23333333333333328,0.8076923076923076,0.1923076923076923,27
כאן 11,morning,2-3m,2.066666666666667,0,1,0.3448275862068967,0.3,0.36666666666666664,1.0633333333333328,0.13000000000000034,29
כאן 11,morning,2-3m,2.3,0,1,0.43,0.43333333333333335,0.38000000000000006,0.8837209302325583,-0.007751937984496138,30
כאן 11,morning,2-3m,2.066666666666667,0,1,0.4300000000000001,0.4000000000000001,0.36000000000000004,0.8372093023255813,0.06976744186046513,30
כאן 11,morning,1-2m,1.95,0,1,0.3733333333333334,0.3,0.41333333333333333,1.107142857142857,0.19642857142857162,30
כאן 11,morning,1-2m,1.9833333333333336,0,1,0.9400000000000001,0.6999999999999998,0.7799999999999999,0.8297872340425531,0.25531914893617047,30
כאן 11,afternoon,1-2m,1.9333333333333331,0,1,1.9833333333333334,1.9666666666666668,1.9733333333333334,0.9949579831932773,0.008403361344537785,30
כאן 11,afternoon,1-2m,1.9833333333333336,0,1,2.076666666666666,2.1333333333333333,2.1733333333333333,1.0465489566613164,-0.027287319422151013,30
כאן 11,afternoon,1-2m,1.3666666666666667,1,2,1.7066666666666668,1.7,1.7066666666666666,0.9999999999999999,0.003906250000000111,30
כאן 11,afternoon,2-3m,2.6666666666666665,0,1,1.8933333333333335,1.625,1.8133333333333335,0.9577464788732394,0.14172535211267612,30
כאן 11,afternoon,1-2m,1.7166666666666666,0,1,2.0400000000000005,1.7666666666666666,1.9466666666666663,0.9542483660130715,0.13398692810457535,30
כאן 11,afternoon,1-2m,1.8833333333333333,0,1,1.68,0.6333333333333333,0.9333333333333332,0.5555555555555555,0.623015873015873,30
כאן 11,afternoon,2-3m,2.4,0,1,1.0833333333333333,1.0,1.0933333333333333,1.0092307692307692,0.07692307692307687,30
כאן 11,early_evening,2-3m,2.25,0,1,0.9444444444444445,1.1500000000000001,0.98,1.0376470588235294,-0.21764705882352953,27
כאן 11,early_evening,2-3m,2.216666666666667,0,1,1.3192307692307692,1.1666666666666667,1.28,0.970262390670554,0.11564625850340127,26
כאן 11,early_evening,2-3m,2.45,0,1,4.390000000000001,4.325,4.653333333333334,1.0599848139711465,0.014806378132118492,30
כאן 11,late_evening,<1m,0.8666666666666667,1,2,6.417241379310346,5.35,6.306666666666667,0.9827691205445098,0.16630843632455694,29
כאן 11,late_evening,<1m,0.8,0,1,6.513793103448276,5.7,7.739999999999999,1.188247750132345,0.12493382742191639,29
כאן 11,late_evening,2-3m,2.433333333333333,0,1,6.356666666666667,6.275,5.480000000000001,0.8620870477189304,0.012847404299947573,30
כאן 11,late_evening,1-2m,1.9666666666666663,0,1,2.5034482758620693,2.1333333333333333,2.4266666666666667,0.969329660238751,0.14784205693296615,29
כאן 11,late_evening,2-3m,2.3,0,1,2.2620689655172415,2.1333333333333333,2.3866666666666663,1.055081300813008,0.056910569105691144,29
כאן 11,late_evening,2-3m,2.033333333333333,0,1,1.8366666666666664,1.8333333333333333,1.8866666666666667,1.0272232304900184,0.001814882032667775,30
כאן 11,overnight,2-3m,2.15,0,1,1.323333333333333,1.2,1.2999999999999998,0.9823677581863981,0.09319899244332475,30
כאן 11,overnight,1-2m,1.95,0,1,1.1033333333333333,0.9333333333333332,1.0266666666666666,0.9305135951661632,0.15407854984894265,30
כאן 11,overnight,2-3m,2.15,0,1,0.943333333333333,1.0,0.9933333333333335,1.0530035335689052,-0.0600706713780923,30
כאן 11,overnight,1-2m,1.95,0,1,1.0533333333333335,1.1666666666666667,1.186666666666667,1.1265822784810129,-0.10759493670886067,30
כאן 11,overnight,2-3m,2.05,0,1,1.43,0.9333333333333332,1.3333333333333333,0.9324009324009324,0.3473193473193473,30
כאן 11,overnight,2-3m,2.05,0,1,0.6344827586206897,0.6,0.6399999999999999,1.0086956521739128,0.05434782608695665,29
כאן 11,overnight,1-2m,1.4833333333333334,0,1,0.4482758620689655,0.4,0.44666666666666666,0.9964102564102564,0.10769230769230764,29
כאן 11,overnight,1-2m,1.8,0,1,0.5766666666666667,0.8000000000000002,0.7266666666666666,1.260115606936416,-0.38728323699421985,30
כאן 11,overnight,2-3m,2.15,0,1,0.24000000000000002,0.10000000000000002,0.32666666666666655,1.3611111111111105,0.5833333333333333,30
כאן 11,afternoon,2-3m,2.05,0,1,0.5733333333333334,0.6333333333333333,0.5599999999999999,0.9767441860465115,-0.10465116279069764,30
כאן 11,afternoon,1-2m,1.85,0,1,0.53,0.5666666666666667,0.5466666666666667,1.0314465408805031,-0.0691823899371069,30
כאן 11,afternoon,2-3m,2.05,0,1,0.21333333333333332,0.20000000000000004,0.2066666666666667,0.9687500000000002,0.06249999999999978,30
כאן 11,afternoon,1-2m,1.85,0,1,0.2133333333333333,0.20000000000000004,0.20000000000000007,0.9375000000000004,0.06249999999999967,30
כאן 11,afternoon,2-3m,2.05,1,2,0.3566666666666668,0.5666666666666667,0.3799999999999999,1.0654205607476628,-0.5887850467289713,30
כאן 11,afternoon,2-3m,2.816666666666667,0,1,0.6933333333333332,0.525,0.5933333333333333,0.8557692307692308,0.24278846153846145,30
כאן 11,afternoon,1-2m,1.6166666666666667,0,1,1.366666666666667,1.3333333333333333,1.04,0.7609756097560975,0.024390243902439268,27
כאן 11,afternoon,2-3m,2.05,0,1,0.9148148148148146,0.9666666666666667,1.04,1.136842105263158,-0.05668016194332015,27
כאן 11,early_evening,2-3m,2.216666666666667,0,1,0.9566666666666667,0.8000000000000002,0.94,0.9825783972125435,0.16376306620209047,30
כאן 11,early_evening,2-3m,2.066666666666667,0,1,1.5714285714285714,1.8333333333333333,1.7733333333333332,1.1284848484848484,-0.16666666666666674,28
כאן 11,early_evening,2-3m,2.216666666666667,0,1,1.4758620689655173,1.5,1.3066666666666669,0.8853582554517135,-0.01635514018691575,29
כאן 11,early_evening,2-3m,2.4,1,2,1.8172413793103446,1.8999999999999997,1.8111111111111111,0.9966266076323004,-0.04554079696394675,29
כאן 11,late_evening,2-3m,2.7,0,1,3.9107142857142856,3.3499999999999996,4.153333333333333,1.0620395738203958,0.14337899543379007,28
כאן 11,late_evening,1-2m,1.15,0,1,3.0038461538461543,2.5999999999999996,3.253333333333332,1.0830559112249247,0.13444302176696565,26
כאן 11,late_evening,2-3m,2.15,0,1,1.5103448275862066,1.2666666666666668,1.82,1.2050228310502287,0.16133942161339399,29
כאן 11,late_evening,<1m,0.3,0,1,1.451851851851852,1.1,1.1066666666666667,0.7622448979591836,0.24234693877551017,27
כאן 11,late_evening,2-3m,2.1166666666666667,0,1,1.396666666666667,1.4333333333333336,1.7266666666666663,1.2362768496420042,-0.026252983293556076,30
כאן 11,overnight,2-3m,2.033333333333333,0,1,0.2933333333333332,0.20000000000000004,0.25333333333333347,0.8636363636363644,0.3181818181818178,30
כאן 11,overnight,1-2m,1.05,0,1,0.25666666666666677,0.2,0.23333333333333336,0.9090909090909088,0.22077922077922107,30
כאן 11,overnight,1-2m,1.85,0,1,0.2633333333333333,0.30000000000000004,0.24666666666666667,0.9367088607594938,-0.13924050632911422,30
כאן 11,overnight,2-3m,2.066666666666667,1,2,0.41999999999999993,0.3,0.41777777777777764,0.9947089947089945,0.2857142857142856,30
כאן 11,overnight,1-2m,1.7833333333333334,0,1,0.4733333333333335,0.3666666666666667,0.4533333333333333,0.957746478873239,0.2253521126760566,30
כאן 11,overnight,1-2m,1.95,0,1,0.3,0.26666666666666666,0.34,1.1333333333333335,0.11111111111111105,30
כאן 11,overnight,1-2m,1.45,1,2,0.013333333333333334,0.0,0.013333333333333334,1.0,1.0,30
כאן 11,afternoon,1-2m,1.5833333333333333,0,1,0.7833333333333331,0.6666666666666666,0.7066666666666667,0.9021276595744684,0.14893617021276573,30
כאן 11,afternoon,1-2m,1.7666666666666666,1,2,0.8366666666666666,0.8,0.8400000000000001,1.0039840637450201,0.043824701195218974,30
