channel,daypart,len_bin,len_min,straddle_qh,n_qh_windows,B_content,inbreak_tvr,billed_qh,dilution,dip_frac,n_content_minutes
כאן 11,late_evening,3-4m,3.2,0,1,6.959999999999998,4.45,7.006666666666666,1.006704980842912,0.36063218390804574,30
כאן 11,late_evening,2-3m,2.8333333333333335,0,1,5.423333333333333,5.625,6.073333333333333,1.1198524892440074,-0.037185003073140876,30
כאן 11,late_evening,2-3m,2.4,1,2,2.793333333333332,2.7,2.283333333333333,0.817422434367542,0.033412887828161764,30
כאן 11,late_evening,2-3m,2.183333333333333,0,1,1.8384615384615386,1.8,2.0466666666666664,1.113249651324965,0.02092050209205021,26
כאן 11,late_evening,<1m,0.9333333333333332,0,1,2.124,2.5,2.0466666666666664,0.9635907093534211,-0.17702448210922772,25
כאן 11,late_evening,<1m,0.3,1,2,2.2,2.3,2.19,0.9954545454545454,-0.04545454545454519,25
כאן 11,overnight,<1m,0.7666666666666667,0,1,1.4766666666666668,0.7,1.4,0.948081264108352,0.525959367945824,30
כאן 11,overnight,1-2m,1.9833333333333336,0,1,2.0300000000000002,2.4333333333333336,2.0533333333333332,1.011494252873563,-0.19868637110016407,30
כאן 11,overnight,2-3m,2.183333333333333,0,1,1.317857142857143,1.1,1.486666666666667,1.128093947606143,0.16531165311653118,28
כאן 11,overnight,1-2m,1.4333333333333331,0,1,0.7555555555555555,0.5,0.7666666666666665,1.014705882352941,0.3382352941176471,27
כאן 11,overnight,1-2m,1.8166666666666669,0,1,0.7566666666666664,0.7,0.7,0.9251101321585906,0.07488986784140939,30
כאן 11,overnight,2-3m,2.1333333333333333,0,1,0.6333333333333333,0.6999999999999998,0.6866666666666666,1.0842105263157895,-0.10526315789473673,30
כאן 11,morning,2-3m,2.15,1,2,1.3299999999999998,1.5666666666666664,1.2933333333333334,0.9724310776942358,-0.17794486215538852,30
כאן 11,morning,2-3m,2.0166666666666666,0,1,1.6599999999999997,1.4333333333333333,1.5533333333333335,0.9357429718875504,0.13654618473895563,30
כאן 11,morning,1-2m,1.4833333333333334,0,1,1.8166666666666667,1.7,1.7533333333333334,0.9651376146788991,0.06422018348623859,30
כאן 11,morning,<1m,0.9833333333333332,0,1,2.5099999999999993,2.6,2.4,0.9561752988047811,-0.035856573705179695,30
כאן 11,morning,<1m,1.0,0,1,1.35,1.3,1.3333333333333335,0.9876543209876544,0.03703703703703709,30
כאן 11,afternoon,2-3m,2.4,0,1,0.9413793103448277,0.8333333333333334,0.9133333333333332,0.97020757020757,0.11477411477411481,29
כאן 11,afternoon,2-3m,2.3333333333333335,0,1,0.6413793103448275,0.8000000000000002,0.7866666666666667,1.2265232974910396,-0.2473118279569897,29
כאן 11,afternoon,2-3m,2.433333333333333,0,1,0.4366666666666665,0.39999999999999997,0.44000000000000017,1.0076335877862603,0.08396946564885466,30
כאן 11,afternoon,2-3m,2.3666666666666667,0,1,0.32333333333333336,0.20000000000000004,0.20000000000000007,0.618556701030928,0.38144329896907214,30
כאן 11,afternoon,2-3m,2.4,0,1,0.43333333333333335,0.525,0.5199999999999999,1.1999999999999997,-0.21153846153846145,30
כאן 11,afternoon,2-3m,2.283333333333333,0,1,0.6033333333333335,0.6333333333333333,0.5599999999999999,0.9281767955801101,-0.04972375690607711,30
כאן 11,afternoon,2-3m,2.066666666666667,0,1,0.8766666666666666,0.9,0.8599999999999999,0.9809885931558935,-0.026615969581749166,30
כאן 11,afternoon,1-2m,1.4166666666666667,0,1,0.6107142857142857,0.5,0.68,1.113450292397661,0.18128654970760227,28
