break_id,channel,channel_name,len_min,dur_touched_min,len_bin,ordinal,prog_key,cluster,hour,daypart,gap_prev_min,gap_next_min,norm_s,norm_c,norm_g,norm_raw,start_minute_in_qh
545,כאן 11,Other_first_standard,2.15,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 3)","('כאן 11', '2024-11-17', 3)",1,overnight,27,21,1.2748689219277454,1.2535158684039944,1.2535158684039944,1.0,7
546,כאן 11,Other_last_standard,1.95,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 3)","('כאן 11', '2024-11-17', 3)",1,overnight,21,58,1.740351986374721,1.7788259925343102,1.7374442411989346,1.1,0
547,כאן 11,Other_last_standard,2.05,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 8)","('כאן 11', '2024-11-17', 8)",2,overnight,58,53,1.9410994523023586,1.902087171434174,1.9410994523023586,1.4666666666666666,0
548,כאן 11,Other_last_standard,2.05,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 10)","('כאן 11', '2024-11-17', 10)",3,overnight,15,38,1.9242929517701353,1.9376787595965679,1.947810067004,0.6,10
549,כאן 11,Other_last_short,1.4833333333333334,3,lt1.5,1.0,"('כאן 11', '2024-11-17', 15)","('כאן 11', '2024-11-17', 15)",4,overnight,38,57,1.8055555555555554,1.6158897463245292,1.8133802816901408,0.43333333333333335,5
550,כאן 11,Other_first_standard,1.8,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 20)","('כאן 11', '2024-11-17', 20)",5,overnight,57,21,3.8298473713962693,3.6146869907007955,3.707507052334639,0.7666666666666666,4
551,כאן 11,Other_last_standard,2.15,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 20)","('כאן 11', '2024-11-17', 20)",5,overnight,21,394,1.1557377049180328,0.9954212454212454,1.0492104693921693,0.2333333333333333,12
552,כאן 11,PrimeShow1_first_standard,2.05,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 28)","('כאן 11', '2024-11-17', 28)",12,afternoon,394,21,0.6852946668732692,0.6889120022651557,0.6889120022651557,0.6,3
553,כאן 11,PrimeShow1_last_standard,1.85,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 28)","('כאן 11', '2024-11-17', 28)",12,afternoon,21,27,0.6700694033799136,0.6959057521112947,0.6580642628993544,0.5666666666666667,11
554,כאן 11,Other_first_standard,2.05,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 33)","('כאן 11', '2024-11-17', 33)",13,afternoon,27,40,0.25714390521257474,0.24626679940268792,0.24626679940268792,0.20000000000000004,10
555,כאן 11,Other_last_standard,1.85,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 33)","('כאן 11', '2024-11-17', 33)",13,afternoon,40,35,0.24226460497861893,0.23109974268342182,0.24391053295281082,0.20000000000000004,7
556,כאן 11,PrimeShow1_last_standard,2.05,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 37)","('כאן 11', '2024-11-17', 37)",14,afternoon,35,50,0.4699680845497829,0.4186781110572599,0.4676448317843038,0.43333333333333335,14
557,כאן 11,PrimeShow2_middle_standard,2.816666666666667,4,2.5-3.5,1.0,"('כאן 11', '2024-11-17', 44)","('כאן 11', '2024-11-17', 44)",15,afternoon,50,66,0.6790896753314541,0.6651887433839742,0.6767450225334829,0.7000000000000001,6
558,כאן 11,Other_middle_standard,1.6166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 47)","('כאן 11', '2024-11-17', 47)",16,afternoon,66,7,1.3846153846153848,1.413128682743401,1.3653067946546207,1.5,0
559,כאן 11,Other_last_standard,2.05,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 47)","('כאן 11', '2024-11-17', 47)",16,afternoon,7,34,0.8538811473186737,0.815529852177099,0.8538811473186737,0.9333333333333332,9
560,כאן 11,News_first_standard,2.216666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 51)","('כאן 11', '2024-11-17', 51)",17,early_evening,34,24,0.6163672853584944,0.6122427849927851,0.6108724749017037,0.8666666666666667,0
561,כאן 11,News_last_standard,2.066666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 51)","('כאן 11', '2024-11-17', 51)",17,early_evening,24,11,1.061279219545157,1.0207598940132343,1.0471784498768066,2.033333333333333,11
562,כאן 11,News_first_standard,2.216666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 54)","('כאן 11', '2024-11-17', 54)",18,early_evening,16,15,0.7278020378457061,0.6859957730617733,0.7061836919384487,1.6666666666666667,11
563,כאן 11,News_middle_standard,2.4,3,1.5-2.5,2.0,"('כאן 11', '2024-11-17', 54)","('כאן 11', '2024-11-17', 54)",18,early_evening,15,171,0.676056338028169,0.6475236407770142,0.6704014939309056,1.6000000000000003,13
564,כאן 11,Other_last_standard,2.7,4,2.5-3.5,1.0,"('כאן 11', '2024-11-17', 62)","('כאן 11', '2024-11-17', 62)",22,late_evening,47,9,0.9041835357624831,0.8953863675766222,0.8953863675766222,4.466666666666667,11
565,כאן 11,Other_first_short,1.15,2,lt1.5,1.0,"('כאן 11', '2024-11-17', 64)","('כאן 11', '2024-11-17', 64)",22,late_evening,9,32,0.800186412770195,0.7662383332930904,0.7888971048850312,3.6999999999999997,8
566,כאן 11,News_middle_standard,2.15,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 66)","('כאן 11', '2024-11-17', 66)",22,late_evening,32,12,0.5760962131240107,0.5742797601867736,0.5672760034048928,1.7666666666666668,11
567,כאן 11,PrimeShow2_first_short,0.3,1,lt1.5,1.0,"('כאן 11', '2024-11-17', 68)","('כאן 11', '2024-11-17', 68)",23,late_evening,12,29,0.4414642501130894,0.4298329173182565,0.44149164848595396,1.2333333333333332,10
568,כאן 11,Other_last_standard,2.1166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-17', 69)","('כאן 11', '2024-11-17', 69)",23,late_evening,29,42,1.046738722382042,1.0470362425200406,1.046738722382042,1.8333333333333333,9
569,כאן 11,Other_first_standard,2.033333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 0)","('כאן 11', '2024-11-18', 0)",0,overnight,42,24,0.17495189990182683,0.17616966863014372,0.17495189990182683,0.20000000000000004,8
570,כאן 11,Other_middle_short,1.05,2,lt1.5,1.0,"('כאן 11', '2024-11-18', 1)","('כאן 11', '2024-11-18', 1)",0,overnight,24,36,0.2579166547739124,0.25705978864601214,0.25522366290856585,0.2333333333333333,4
571,כאן 11,Other_middle_standard,1.85,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 3)","('כאן 11', '2024-11-18', 3)",1,overnight,36,16,0.35328928908501905,0.35676874632904787,0.35202535520240796,0.2333333333333333,11
572,כאן 11,Other_last_standard,2.066666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 3)","('כאן 11', '2024-11-18', 3)",1,overnight,16,32,0.5857883838016288,0.5934353317914961,0.587112887112887,0.3,14
573,כאן 11,Other_middle_standard,1.7833333333333334,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 7)","('כאן 11', '2024-11-18', 7)",2,overnight,32,16,0.31506141728823933,0.3675520063097703,0.3386841753296108,0.4000000000000001,3
574,כאן 11,Other_last_standard,1.95,3,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 7)","('כאן 11', '2024-11-18', 7)",2,overnight,16,61,0.45303030303030306,0.42653794635564707,0.4500300030003,0.3,6
575,כאן 11,Other_last_short,1.45,2,lt1.5,1.0,"('כאן 11', '2024-11-18', 15)","('כאן 11', '2024-11-18', 15)",4,overnight,24,70,0.3947368421052632,0.3915307971014493,0.37999037999038004,0.1,14
577,כאן 11,PrimeShow1_middle_standard,1.5833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 29)","('כאן 11', '2024-11-18', 29)",12,afternoon,406,16,0.9242649242649245,0.8418852704204699,0.9290726165726166,0.8000000000000002,11
578,כאן 11,PrimeShow1_last_standard,1.7666666666666666,2,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 29)","('כאן 11', '2024-11-18', 29)",12,afternoon,16,39,1.0630249505928855,0.9901838977151568,1.059113300492611,0.9,14
579,כאן 11,Other_first_standard,1.5833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 33)","('כאן 11', '2024-11-18', 33)",13,afternoon,39,17,0.5715674283963184,0.566697138182061,0.5678190917207181,0.43333333333333335,9
581,כאן 11,PrimeShow1_last_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 37)","('כאן 11', '2024-11-18', 37)",14,afternoon,43,52,0.4343921081795827,0.41055269935632754,0.4279771465283833,0.39999999999999997,13
582,כאן 11,PrimeShow2_middle_standard,1.5666666666666667,2,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 46)","('כאן 11', '2024-11-18', 46)",15,afternoon,52,53,0.8364530103958105,0.8123073098399308,0.8441163120340104,0.8666666666666667,7
583,כאן 11,Other_middle_standard,1.95,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 49)","('כאן 11', '2024-11-18', 49)",16,afternoon,53,25,0.44644709675524563,0.44260459427233895,0.45327150818109785,0.5,1
584,כאן 11,Other_last_standard,1.8333333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 49)","('כאן 11', '2024-11-18', 49)",16,afternoon,25,40,0.9684195946257907,0.9063824135965004,0.957886455750406,1.1666666666666667,13
585,כאן 11,News_middle_standard,2.1333333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 53)","('כאן 11', '2024-11-18', 53)",17,early_evening,40,14,0.9834010170443381,0.995746687484839,0.9834010170443381,1.5333333333333332,10
586,כאן 11,News_last_standard,1.9333333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 53)","('כאן 11', '2024-11-18', 53)",17,early_evening,14,15,1.0095550816141226,0.9704001817830185,0.996244663798708,1.9333333333333333,11
587,כאן 11,News_first_standard,2.033333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 56)","('כאן 11', '2024-11-18', 56)",18,early_evening,9,20,0.9501393104974115,0.9328462270082053,0.9328462270082053,2.1666666666666665,8
588,כאן 11,News_middle_standard,1.85,3,1.5-2.5,2.0,"('כאן 11', '2024-11-18', 56)","('כאן 11', '2024-11-18', 56)",18,early_evening,20,189,0.5903657237542904,0.5678512664683876,0.5784258381128723,1.4000000000000001,0
589,כאן 11,PrimeShow2_last_standard,2.716666666666667,4,2.5-3.5,1.0,"('כאן 11', '2024-11-18', 63)","('כאן 11', '2024-11-18', 63)",22,late_evening,47,6,1.2822204767394512,1.2730110758691386,1.2822204767394512,5.266666666666667,1
590,כאן 11,Other_first_short,1.3333333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-18', 65)","('כאן 11', '2024-11-18', 65)",22,late_evening,6,37,1.2060954771305221,1.187901665183684,1.202918714348063,4.4,10
591,כאן 11,News_last_standard,1.7166666666666666,2,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 67)","('כאן 11', '2024-11-18', 67)",23,late_evening,37,5,1.0963386277872182,1.1177757739180416,1.0963386277872182,2.6666666666666665,4
592,כאן 11,PrimeShow2_first_short,0.3,2,lt1.5,1.0,"('כאן 11', '2024-11-18', 69)","('כאן 11', '2024-11-18', 69)",23,late_evening,5,24,0.8999010931177619,0.9131065011704621,0.9053805019004867,1.8666666666666665,10
593,כאן 11,Other_last_standard,1.6333333333333333,2,1.5-2.5,1.0,"('כאן 11', '2024-11-18', 70)","('כאן 11', '2024-11-18', 70)",23,late_evening,24,31,0.8261890614831792,0.8571203924696641,0.8369174316322074,1.2666666666666666,5
594,כאן 11,Other_middle_standard,1.8666666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 0)","('כאן 11', '2024-11-19', 0)",0,overnight,31,29,1.386850306625113,1.4136759581881533,1.3920628443174863,1.5999999999999999,7
595,כאן 11,Other_last_standard,1.6,2,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 2)","('כאן 11', '2024-11-19', 2)",0,overnight,29,33,1.0598430556469345,1.0457419590643275,1.0705506138167167,0.9333333333333332,8
596,כאן 11,Other_middle_standard,1.7166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 4)","('כאן 11', '2024-11-19', 4)",1,overnight,33,17,1.2183578310660421,1.2424604087895228,1.2184625045789943,0.8000000000000002,12
597,כאן 11,Other_last_standard,1.7,3,1.5-2.5,2.0,"('כאן 11', '2024-11-19', 4)","('כאן 11', '2024-11-19', 4)",1,overnight,17,52,1.3969094922737308,1.3320252888598212,1.3847882801525184,0.6999999999999998,1
598,כאן 11,Other_last_standard,1.8666666666666667,2,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 8)","('כאן 11', '2024-11-19', 8)",2,overnight,52,51,1.9051931512664495,1.8855273838514062,1.9051931512664495,1.2,10
599,כאן 11,Other_first_standard,2.066666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 13)","('כאן 11', '2024-11-19', 13)",3,overnight,51,17,0.36451507208387945,0.3580338460830977,0.3580338460830977,0.13333333333333333,2
600,כאן 11,Other_last_short,1.2,3,lt1.5,2.0,"('כאן 11', '2024-11-19', 13)","('כאן 11', '2024-11-19', 13)",3,overnight,17,37,0.39307359307359313,0.3868544600938966,0.39307359307359313,0.10000000000000002,6
601,כאן 11,Other_last_short,1.2,2,lt1.5,1.0,"('כאן 11', '2024-11-19', 16)","('כאן 11', '2024-11-19', 16)",4,overnight,37,56,0.44776119402985076,0.4470765295778163,0.42862974951156213,0.10000000000000002,0
602,כאן 11,Other_middle_short,1.1833333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-19', 19)","('כאן 11', '2024-11-19', 19)",5,overnight,56,12,0.9783183500793232,0.9541520467836259,0.9751005390604947,0.20000000000000004,12
603,כאן 11,Other_last_short,1.2,2,lt1.5,2.0,"('כאן 11', '2024-11-19', 19)","('כאן 11', '2024-11-19', 19)",5,overnight,12,403,0.9945355191256832,0.7932437932437933,0.9109431803116256,0.20000000000000004,11
604,כאן 11,PrimeShow1_middle_short,1.4666666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-19', 28)","('כאן 11', '2024-11-19', 28)",12,afternoon,403,18,0.6153846153846154,0.5681587037377789,0.610848033545402,0.5333333333333333,10
605,כאן 11,PrimeShow1_last_standard,2.05,3,1.5-2.5,2.0,"('כאן 11', '2024-11-19', 28)","('כאן 11', '2024-11-19', 28)",12,afternoon,18,41,0.5896430335968379,0.5309908232269384,0.5856595511767925,0.5,14
606,כאן 11,Other_middle_short,1.1166666666666667,3,lt1.5,1.0,"('כאן 11', '2024-11-19', 32)","('כאן 11', '2024-11-19', 32)",13,afternoon,41,15,1.0810957052054386,1.0671669937037254,1.0961342215276162,0.8000000000000002,12
607,כאן 11,Other_last_short,1.4666666666666666,3,lt1.5,2.0,"('כאן 11', '2024-11-19', 32)","('כאן 11', '2024-11-19', 32)",13,afternoon,15,41,0.4542096132939725,0.4434229620145113,0.45481874723038107,0.3333333333333333,14
608,כאן 11,PrimeShow1_last_standard,2.65,4,2.5-3.5,1.0,"('כאן 11', '2024-11-19', 36)","('כאן 11', '2024-11-19', 36)",14,afternoon,41,27,0.327676671154932,0.3217501387347392,0.3249880861188282,0.3,12
609,כאן 11,Other_first_standard,2.8333333333333335,4,2.5-3.5,1.0,"('כאן 11', '2024-11-19', 39)","('כאן 11', '2024-11-19', 39)",14,afternoon,27,68,1.048608725523875,1.0666447811447812,1.0412254263060714,1.0,12
610,כאן 11,Other_first_standard,2.066666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 45)","('כאן 11', '2024-11-19', 45)",16,afternoon,68,31,1.021216478720452,0.9854223487668557,0.984900412270662,1.2333333333333334,8
611,כאן 11,Other_last_standard,2.1666666666666665,3,1.5-2.5,2.0,"('כאן 11', '2024-11-19', 45)","('כאן 11', '2024-11-19', 45)",16,afternoon,31,23,0.5504741681424125,0.5234109937502204,0.552321965106482,0.6333333333333334,11
612,כאן 11,News_first_standard,2.4166666666666665,4,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 48)","('כאן 11', '2024-11-19', 48)",17,early_evening,23,25,0.6925834022608216,0.7066985961816622,0.6948954441274516,0.9333333333333332,6
613,כאן 11,News_middle_standard,2.0833333333333335,3,1.5-2.5,2.0,"('כאן 11', '2024-11-19', 48)","('כאן 11', '2024-11-19', 48)",17,early_evening,25,22,0.7225038576965037,0.7407424535152985,0.7199214515302733,1.2666666666666668,4
614,כאן 11,News_first_standard,2.316666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 52)","('כאן 11', '2024-11-19', 52)",18,early_evening,13,17,1.0766180901120477,0.9960152806467834,1.0580336429217911,2.466666666666667,12
615,כאן 11,News_middle_standard,2.0833333333333335,3,1.5-2.5,2.0,"('כאן 11', '2024-11-19', 52)","('כאן 11', '2024-11-19', 52)",18,early_evening,17,172,1.2487868386791334,1.2060755083591785,1.2265312766298362,2.966666666666667,1
616,כאן 11,News_last_short,1.3666666666666667,3,lt1.5,1.0,"('כאן 11', '2024-11-19', 56)","('כאן 11', '2024-11-19', 56)",21,late_evening,172,20,1.1320754716981132,1.12754476810501,1.1321463652997756,5.2,10
617,כאן 11,Other_last_standard,1.9166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 59)","('כאן 11', '2024-11-19', 59)",21,late_evening,20,22,1.528540758328697,1.438802713115143,1.5371480666833097,8.566666666666666,2
618,כאן 11,Other_middle_standard,2.2666666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 61)","('כאן 11', '2024-11-19', 61)",22,late_evening,22,20,0.7827260458839408,0.7754781647418829,0.7754781647418829,3.8666666666666667,11
619,כאן 11,Other_first_short,0.9833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-19', 64)","('כאן 11', '2024-11-19', 64)",22,late_evening,20,28,0.7797757292638315,0.7856952675774681,0.7797757292638315,3.033333333333333,3
620,כאן 11,News_last_standard,1.7,2,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 65)","('כאן 11', '2024-11-19', 65)",23,late_evening,28,23,0.7420930980200874,0.744257775663745,0.7480393271198,2.1,2
621,כאן 11,PrimeShow2_last_short,0.9666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-19', 67)","('כאן 11', '2024-11-19', 67)",23,late_evening,23,7,0.5030661721481792,0.4964177391794424,0.49264199228700895,1.0333333333333334,11
622,כאן 11,Other_last_standard,1.8833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-19', 70)","('כאן 11', '2024-11-19', 70)",23,late_evening,23,6,0.5758071304990469,0.5697119277612799,0.5769938334289961,0.8333333333333334,12
623,כאן 11,Other_first_standard,2.5166666666666666,4,2.5-3.5,1.0,"('כאן 11', '2024-11-20', 0)","('כאן 11', '2024-11-20', 0)",0,overnight,6,36,0.5153750518027352,0.5166090257130849,0.5162060824885434,0.6666666666666666,5
624,כאן 11,Other_middle_standard,2.466666666666667,4,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 3)","('כאן 11', '2024-11-20', 3)",1,overnight,24,34,0.47231512448903756,0.4624561779346368,0.4611970204254792,0.3666666666666667,8
625,כאן 11,Other_middle_standard,1.7166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 5)","('כאן 11', '2024-11-20', 5)",1,overnight,34,28,0.461878959892205,0.457634931016226,0.46147186147186153,0.2333333333333333,0
626,כאן 11,Other_last_standard,1.6,2,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 7)","('כאן 11', '2024-11-20', 7)",2,overnight,28,22,6.192908809093257,5.622571615309237,6.110552763819096,8.133333333333333,0
627,כאן 11,Other_last_short,1.0,2,lt1.5,1.0,"('כאן 11', '2024-11-20', 9)","('כאן 11', '2024-11-20', 9)",2,overnight,22,27,0.924858736377061,0.8955233616345253,0.9171664286847533,0.6,8
629,כאן 11,Other_middle_standard,1.7,2,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 16)","('כאן 11', '2024-11-20', 16)",4,overnight,63,72,1.1842105263157896,1.1587837837837835,1.1543522267206476,0.3,11
632,כאן 11,PrimeShow1_middle_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 30)","('כאן 11', '2024-11-20', 30)",12,afternoon,405,17,1.0769230769230769,0.9938608316594464,1.0745237492770385,0.9333333333333332,10
633,כאן 11,PrimeShow1_last_standard,2.1666666666666665,3,1.5-2.5,2.0,"('כאן 11', '2024-11-20', 30)","('כאן 11', '2024-11-20', 30)",12,afternoon,17,39,0.8267971837944663,0.7701430315562329,0.8237547892720306,0.6999999999999998,14
634,כאן 11,Other_middle_standard,2.0,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 36)","('כאן 11', '2024-11-20', 36)",13,afternoon,39,19,0.7544470762107061,0.7539738195418421,0.7478587169004133,0.5666666666666667,10
635,כאן 11,Other_last_standard,2.183333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-20', 36)","('כאן 11', '2024-11-20', 36)",13,afternoon,19,40,0.39191832192746406,0.3744548870109408,0.3913680853257253,0.3,1
636,כאן 11,PrimeShow1_last_standard,2.35,4,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 40)","('כאן 11', '2024-11-20', 40)",14,afternoon,40,5,0.6882807037570812,0.6571896133570901,0.6801959524574365,0.6333333333333333,13
637,כאן 11,Other_first_standard,2.216666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 44)","('כאן 11', '2024-11-20', 44)",14,afternoon,20,69,0.9440791087991363,0.9635303030303031,0.9381109481915934,0.9,12
638,כאן 11,Other_first_standard,2.183333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 49)","('כאן 11', '2024-11-20', 49)",16,afternoon,69,19,0.38621895944230006,0.37373218297159566,0.3729377812804561,0.4666666666666666,8
639,כאן 11,Other_middle_standard,2.3333333333333335,4,1.5-2.5,2.0,"('כאן 11', '2024-11-20', 49)","('כאן 11', '2024-11-20', 49)",16,afternoon,19,30,0.6769230769230768,0.7013341964253605,0.6623376623376623,0.7333333333333334,14
640,כאן 11,News_first_standard,2.2666666666666666,4,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 52)","('כאן 11', '2024-11-20', 52)",17,early_evening,30,31,0.9578948329781108,0.9431823765933025,0.9431823765933025,1.2666666666666666,2
641,כאן 11,News_middle_standard,2.433333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-20', 52)","('כאן 11', '2024-11-20', 52)",17,early_evening,31,21,1.2572565428359788,1.2575361036996746,1.2701316992659744,2.266666666666667,6
642,כאן 11,News_first_standard,2.1666666666666665,4,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 56)","('כאן 11', '2024-11-20', 56)",18,early_evening,9,12,0.49541537840393546,0.4798788691272175,0.4805069634152542,1.1333333333333333,9
643,כאן 11,News_middle_standard,2.45,4,1.5-2.5,2.0,"('כאן 11', '2024-11-20', 56)","('כאן 11', '2024-11-20', 56)",18,early_evening,12,183,0.6840145690004048,0.6755644801057624,0.6840145690004048,1.5999999999999999,9
644,כאן 11,News_last_short,0.75,1,lt1.5,1.0,"('כאן 11', '2024-11-20', 60)","('כאן 11', '2024-11-20', 60)",21,late_evening,183,14,0.6890094580025062,0.6949358525163222,0.6974586170202054,3.2000000000000006,0
645,כאן 11,PrimeShow2_first_long,3.1333333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-20', 62)","('כאן 11', '2024-11-20', 62)",21,late_evening,14,35,0.621301775147929,0.5977121176807382,0.6074361724372571,3.5,14
646,כאן 11,PrimeShow2_last_long,3.3,4,2.5-3.5,2.0,"('כאן 11', '2024-11-20', 62)","('כאן 11', '2024-11-20', 62)",22,late_evening,35,31,0.7110479889305429,0.6889297867028653,0.7035624991401311,3.2999999999999994,7
647,כאן 11,Other_last_standard,2.0,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 65)","('כאן 11', '2024-11-20', 65)",22,late_evening,31,21,0.793727417747375,0.7907233799968806,0.7803625155582314,2.4333333333333336,11
648,כאן 11,Other_first_short,1.1833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-20', 68)","('כאן 11', '2024-11-20', 68)",23,late_evening,21,19,0.7960243746621455,0.8123461227699016,0.7960243746621455,1.9333333333333333,4
649,כאן 11,News_middle_standard,1.9,3,1.5-2.5,1.0,"('כאן 11', '2024-11-20', 69)","('כאן 11', '2024-11-20', 69)",23,late_evening,19,10,0.9510619103904506,0.9517857814910992,0.9512081493082828,1.6666666666666667,9
650,כאן 11,Other_first_standard,2.1666666666666665,3,1.5-2.5,1.0,"('כאן 11', '2024-11-21', 0)","('כאן 11', '2024-11-21', 0)",0,overnight,23,28,0.7122021700801265,0.7403173268887254,0.7206729023354949,0.8666666666666667,14
651,כאן 11,Other_last_standard,2.6,3,2.5-3.5,1.0,"('כאן 11', '2024-11-21', 1)","('כאן 11', '2024-11-21', 1)",0,overnight,28,32,0.7387246253073618,0.6974849054036979,0.7362361198326498,0.6999999999999998,14
652,כאן 11,Other_middle_standard,2.216666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-21', 3)","('כאן 11', '2024-11-21', 3)",1,overnight,32,18,0.7010664068472461,0.6955453326934852,0.7010664068472461,0.5,3
653,כאן 11,Other_last_standard,2.566666666666667,3,2.5-3.5,2.0,"('כאן 11', '2024-11-21', 3)","('כאן 11', '2024-11-21', 3)",1,overnight,18,24,0.9230240178047047,0.9176524398702827,0.92011157807005,0.5333333333333333,8
654,כאן 11,Other_middle_standard,2.3666666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-21', 7)","('כאן 11', '2024-11-21', 7)",2,overnight,24,20,0.26912217251990733,0.2537003707683004,0.26574155472857763,0.3,4
655,כאן 11,Other_first_standard,1.6166666666666667,2,1.5-2.5,1.0,"('כאן 11', '2024-11-21', 9)","('כאן 11', '2024-11-21', 9)",2,overnight,20,35,0.6459801740259193,0.6066565738439588,0.6275039367077603,0.7000000000000001,11
656,כאן 11,Other_last_standard,1.7666666666666666,2,1.5-2.5,2.0,"('כאן 11', '2024-11-21', 9)","('כאן 11', '2024-11-21', 9)",3,overnight,35,6,1.4788510101010102,1.389213706373398,1.4584705753184013,0.9666666666666667,2
657,כאן 11,Other_last_short,1.3166666666666667,3,lt1.5,1.0,"('כאן 11', '2024-11-21', 13)","('כאן 11', '2024-11-21', 13)",3,overnight,25,51,3.365269901152607,3.294467787114846,3.4050451106525874,1.2,4
658,כאן 11,Other_middle_short,1.0,2,lt1.5,1.0,"('כאן 11', '2024-11-21', 21)","('כאן 11', '2024-11-21', 21)",5,overnight,56,14,3.870967741935484,3.552447552447553,3.773596621957278,0.8000000000000002,9
659,כאן 11,Other_last_short,1.3,2,lt1.5,2.0,"('כאן 11', '2024-11-21', 21)","('כאן 11', '2024-11-21', 21)",5,overnight,14,432,4.022598870056497,3.564983164983165,4.0271646859083186,0.8000000000000002,9
660,כאן 11,Other_middle_standard,2.0833333333333335,3,1.5-2.5,1.0,"('כאן 11', '2024-11-21', 34)","('כאן 11', '2024-11-21', 34)",12,afternoon,432,18,0.7569721115537847,0.8286128422525031,0.7472800588369557,0.6333333333333333,7
661,כאן 11,Other_last_standard,1.8,3,1.5-2.5,2.0,"('כאן 11', '2024-11-21', 34)","('כאן 11', '2024-11-21', 34)",13,afternoon,18,81,0.4689989859481385,0.4416189654479276,0.44770090237992893,0.3666666666666667,12
