break_id,channel,channel_name,len_min,dur_touched_min,len_bin,ordinal,prog_key,cluster,hour,daypart,gap_prev_min,gap_next_min,norm_s,norm_c,norm_g,norm_raw,start_minute_in_qh
4,כאן 11,Other_last_standard,1.8,2,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 7)","('כאן 11', '2024-11-01', 7)",2,overnight,48,31,1.230327163151098,1.2202181456067465,1.243756967670011,0.8333333333333334,3
5,כאן 11,Other_middle_short,1.3833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-01', 9)","('כאן 11', '2024-11-01', 9)",3,overnight,31,33,1.9531493152816681,1.9076723287101969,1.9531493152816681,1.2333333333333334,5
6,כאן 11,Other_last_standard,2.316666666666667,4,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 11)","('כאן 11', '2024-11-01', 11)",3,overnight,33,6,1.5468302120499626,1.5624745624745622,1.53197578543083,0.5,9
7,כאן 11,Other_first_short,1.3833333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-01', 13)","('כאן 11', '2024-11-01', 13)",3,overnight,6,27,1.5327881994548662,1.5360623781676412,1.5327881994548662,0.4000000000000001,3
11,כאן 11,PrimeShow2_middle_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 30)","('כאן 11', '2024-11-01', 30)",12,afternoon,363,12,1.4615384615384617,1.3678476935842598,1.4563044194538068,1.2666666666666666,9
12,כאן 11,PrimeShow2_last_standard,2.4833333333333334,4,1.5-2.5,2.0,"('כאן 11', '2024-11-01', 30)","('כאן 11', '2024-11-01', 30)",12,afternoon,12,46,1.3653635700389104,1.3693748315010634,1.3693748315010634,1.1666666666666667,8
13,כאן 11,Other_last_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 35)","('כאן 11', '2024-11-01', 35)",13,afternoon,46,46,1.2162326683561187,1.2005628679166909,1.233150999218568,0.9,12
14,כאן 11,PrimeShow2_middle_short,0.65,1,lt1.5,1.0,"('כאן 11', '2024-11-01', 43)","('כאן 11', '2024-11-01', 43)",14,afternoon,46,30,2.2476105137395463,2.300460315886806,2.272105300779136,1.8333333333333333,0
15,כאן 11,Other_last_short,1.3333333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-01', 45)","('כאן 11', '2024-11-01', 45)",14,afternoon,30,20,1.1214112763749569,1.1467586099423406,1.1252877539092785,1.0999999999999999,0
16,כאן 11,Other_first_standard,1.85,3,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 47)","('כאן 11', '2024-11-01', 47)",15,afternoon,20,33,1.3756480637202777,1.4287204646703884,1.3506078148315568,1.3666666666666665,7
17,כאן 11,Other_last_standard,1.6833333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-01', 47)","('כאן 11', '2024-11-01', 47)",15,afternoon,33,6,1.4533691037214433,1.4115292065523206,1.4289685714329756,2.033333333333333,12
18,כאן 11,Other_middle_standard,2.5,3,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 51)","('כאן 11', '2024-11-01', 51)",16,afternoon,21,40,1.938202247191011,1.7449520118124768,1.9038369591202484,2.3,11
19,כאן 11,Other_last_short,1.15,2,lt1.5,1.0,"('כאן 11', '2024-11-01', 53)","('כאן 11', '2024-11-01', 53)",16,afternoon,40,25,1.8309051253246482,1.872976815398075,1.8271730028872633,2.333333333333333,8
20,כאן 11,Other_first_standard,2.6333333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-01', 55)","('כאן 11', '2024-11-01', 55)",17,early_evening,25,21,1.0249512515873007,0.9814304992504965,1.027123986388881,1.4666666666666668,4
21,כאן 11,Other_last_standard,2.283333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-01', 55)","('כאן 11', '2024-11-01', 55)",17,early_evening,21,55,1.08137276669712,1.0421645740188639,1.0621516487800469,2.1,13
22,כאן 11,Other_middle_standard,2.25,4,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 58)","('כאן 11', '2024-11-01', 58)",18,early_evening,55,9,0.8301636626010224,0.776374707980333,0.8301636626010224,2.066666666666667,10
23,כאן 11,Other_middle_standard,2.1666666666666665,3,1.5-2.5,2.0,"('כאן 11', '2024-11-01', 58)","('כאן 11', '2024-11-01', 58)",18,early_evening,9,21,0.7432667172465056,0.7435885204366262,0.7518690945774485,2.033333333333333,7
24,כאן 11,Other_last_standard,1.7833333333333334,3,1.5-2.5,3.0,"('כאן 11', '2024-11-01', 58)","('כאן 11', '2024-11-01', 58)",19,early_evening,21,162,0.6891730552222977,0.6891730552222977,0.6891730552222977,2.433333333333333,0
25,כאן 11,News_last_short,0.4166666666666667,1,lt1.5,1.0,"('כאן 11', '2024-11-01', 62)","('כאן 11', '2024-11-01', 62)",21,late_evening,162,3,0.8206902403685782,0.8125373816186129,0.8272653182692028,4.166666666666667,14
26,כאן 11,News_last_short,0.8,1,lt1.5,2.0,"('כאן 11', '2024-11-01', 62)","('כאן 11', '2024-11-01', 62)",22,late_evening,3,30,0.8988015978695074,0.9261745335702851,0.9256306352892508,4.5,2
27,כאן 11,PrimeShow2_middle_standard,2.933333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-01', 64)","('כאן 11', '2024-11-01', 64)",22,late_evening,30,18,1.3812657264234478,1.3738498505217767,1.3812657264234478,5.5,2
28,כאן 11,PrimeShow2_last_standard,2.6666666666666665,4,2.5-3.5,2.0,"('כאן 11', '2024-11-01', 64)","('כאן 11', '2024-11-01', 64)",22,late_evening,18,22,1.427510687877937,1.4908120159740317,1.4645066389252435,4.5,8
29,כאן 11,Other_middle_standard,2.3333333333333335,3,1.5-2.5,1.0,"('כאן 11', '2024-11-01', 67)","('כאן 11', '2024-11-01', 67)",23,late_evening,22,25,2.027668328789773,2.0228808453182108,2.027668328789773,5.133333333333333,3
30,כאן 11,PrimeShow1_middle_standard,2.533333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-01', 70)","('כאן 11', '2024-11-01', 70)",23,late_evening,25,41,2.5536480686695278,2.5709320293482585,2.578414637721627,3.966666666666667,0
31,כאן 11,Other_middle_standard,2.466666666666667,4,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 0)","('כאן 11', '2024-11-02', 0)",0,overnight,41,40,2.0081799591002043,2.004089745059818,2.008329614755318,2.2,14
32,כאן 11,Other_middle_short,1.0166666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 2)","('כאן 11', '2024-11-02', 2)",1,overnight,40,18,2.2567549958968214,2.2345633483958314,2.26380123721392,1.7,12
33,כאן 11,Other_last_standard,2.1166666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-02', 2)","('כאן 11', '2024-11-02', 2)",1,overnight,18,26,2.5174896138600773,2.6106095831322835,2.5308546272250907,1.5666666666666667,1
34,כאן 11,Other_first_short,1.1666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 7)","('כאן 11', '2024-11-02', 7)",2,overnight,3,73,0.7056737588652482,0.6754066578399849,0.704618906544573,0.7,2
35,כאן 11,Other_first_short,0.9,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 13)","('כאן 11', '2024-11-02', 13)",3,overnight,73,18,0.7214661585919071,0.6764051514804786,0.6993518248914435,0.4000000000000001,1
36,כאן 11,Other_last_short,0.9666666666666667,2,lt1.5,2.0,"('כאן 11', '2024-11-02', 13)","('כאן 11', '2024-11-02', 13)",3,overnight,18,28,1.2449802350846884,1.2312091503267972,1.2540626559318149,0.43333333333333335,5
37,כאן 11,Other_middle_short,0.9666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 16)","('כאן 11', '2024-11-02', 16)",4,overnight,28,18,1.6438356164383563,1.5612787838139954,1.632523997741389,0.4000000000000001,4
38,כאן 11,Other_middle_short,1.0166666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 19)","('כאן 11', '2024-11-02', 19)",5,overnight,46,14,2.647783251231527,2.6331719128329296,2.6331719128329296,0.5,10
39,כאן 11,Other_last_short,1.1666666666666667,2,lt1.5,2.0,"('כאן 11', '2024-11-02', 19)","('כאן 11', '2024-11-02', 19)",5,overnight,14,26,1.4516129032258067,1.3176223776223777,1.4220917402269861,0.3,10
40,כאן 11,Other_last_short,1.0166666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 22)","('כאן 11', '2024-11-02', 22)",5,overnight,26,112,2.800284292821606,3.029304029304029,2.919594067135051,0.6,7
41,כאן 11,PrimeShow1_middle_standard,1.7166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 28)","('כאן 11', '2024-11-02', 28)",7,morning,112,11,0.9662759089364593,0.9579953970638572,0.9677832302112224,0.6999999999999998,0
42,כאן 11,Other_first_short,1.1666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 30)","('כאן 11', '2024-11-02', 30)",7,morning,11,16,0.9417040358744394,0.9063366839691301,0.9249435111504076,0.6999999999999998,13
43,כאן 11,Other_first_short,1.0333333333333334,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 38)","('כאן 11', '2024-11-02', 38)",8,morning,42,37,1.0451647660949988,1.0466793683454225,1.0466793683454225,0.9,13
44,כאן 11,PrimeShow2_middle_standard,2.2,4,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 41)","('כאן 11', '2024-11-02', 41)",9,morning,37,13,1.6974240676662822,1.6537611246527977,1.6537611246527977,1.6333333333333335,6
45,כאן 11,Other_first_short,0.8833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 43)","('כאן 11', '2024-11-02', 43)",9,morning,13,3,1.5323633315370337,1.5363308475000863,1.5363308475000863,1.4666666666666668,7
46,כאן 11,Other_first_standard,1.5666666666666667,2,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 45)","('כאן 11', '2024-11-02', 45)",9,morning,3,152,1.3770491803278688,1.3272073145580787,1.34273019764057,1.4,11
47,כאן 11,PrimeShow1_middle_standard,2.2,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 48)","('כאן 11', '2024-11-02', 48)",12,afternoon,152,18,2.209324453012807,2.180941197445622,2.247285539215686,1.8999999999999997,14
48,כאן 11,PrimeShow1_last_standard,2.3,3,1.5-2.5,2.0,"('כאן 11', '2024-11-02', 48)","('כאן 11', '2024-11-02', 48)",12,afternoon,18,42,3.099348637197243,2.9749047893734417,3.067385561755906,2.6,4
49,כאן 11,Other_last_standard,1.7166666666666666,2,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 53)","('כאן 11', '2024-11-02', 53)",13,afternoon,42,31,2.667758488918004,2.5400126968774885,2.64123926655896,1.8999999999999997,3
50,כאן 11,Other_middle_standard,2.1666666666666665,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 57)","('כאן 11', '2024-11-02', 57)",14,afternoon,31,39,1.8027488439815036,1.8401294570099154,1.7864148326373221,1.5,5
51,כאן 11,Other_middle_standard,1.8833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 59)","('כאן 11', '2024-11-02', 59)",14,afternoon,39,15,2.1042315231177215,2.126935850938687,2.099869711520725,2.066666666666667,1
52,כאן 11,Other_last_standard,2.316666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-02', 59)","('כאן 11', '2024-11-02', 59)",15,afternoon,15,43,2.013888888888889,2.013631725516998,2.02812888691197,1.9333333333333336,3
53,כאן 11,Other_last_standard,1.9,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 64)","('כאן 11', '2024-11-02', 64)",15,afternoon,43,13,1.4490606160006336,1.4368597816960538,1.4499135155541019,2.033333333333333,3
54,כאן 11,News_first_short,1.3833333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-02', 66)","('כאן 11', '2024-11-02', 66)",16,afternoon,13,47,1.2850568396014668,1.3322729622467395,1.3083620866055614,1.6666666666666667,3
55,כאן 11,News_middle_standard,2.45,4,1.5-2.5,2.0,"('כאן 11', '2024-11-02', 66)","('כאן 11', '2024-11-02', 66)",16,afternoon,47,33,1.76765469761306,1.7685813269478576,1.7906764523874976,2.2333333333333334,7
56,כאן 11,News_last_standard,2.066666666666667,3,1.5-2.5,3.0,"('כאן 11', '2024-11-02', 66)","('כאן 11', '2024-11-02', 66)",17,early_evening,33,48,1.1823299265410412,1.159656213395105,1.1823299265410412,1.9666666666666668,13
57,כאן 11,News_first_standard,2.433333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-02', 70)","('כאן 11', '2024-11-02', 70)",18,early_evening,48,187,2.921511627906977,3.134381121928328,2.9514988732024343,6.7,3
58,כאן 11,News_last_short,0.8833333333333333,1,lt1.5,1.0,"('כאן 11', '2024-11-02', 73)","('כאן 11', '2024-11-02', 73)",21,late_evening,187,1,1.551840287375106,1.570753057171679,1.5598215079531845,7.133333333333333,12
60,כאן 11,PrimeShow2_middle_standard,2.9833333333333334,4,2.5-3.5,1.0,"('כאן 11', '2024-11-02', 75)","('כאן 11', '2024-11-02', 75)",21,late_evening,30,15,1.7897280195356522,1.7564068300998221,1.7996361304978035,9.333333333333334,13
61,כאן 11,PrimeShow2_last_standard,2.8833333333333333,4,2.5-3.5,2.0,"('כאן 11', '2024-11-02', 75)","('כאן 11', '2024-11-02', 75)",22,late_evening,15,31,1.8430844694659207,1.8059132392957837,1.835195939999138,9.033333333333333,1
62,כאן 11,Other_middle_long,3.0166666666666666,4,2.5-3.5,1.0,"('כאן 11', '2024-11-02', 78)","('כאן 11', '2024-11-02', 78)",22,late_evening,31,19,1.1205909634073987,1.1084684520239019,1.1205909634073987,3.6999999999999997,5
63,כאן 11,Other_middle_standard,2.3333333333333335,3,1.5-2.5,2.0,"('כאן 11', '2024-11-02', 78)","('כאן 11', '2024-11-02', 78)",23,late_evening,19,25,1.1028155998502713,1.0455662693216992,1.0705882352941174,3.033333333333333,12
64,כאן 11,Other_first_short,0.6,2,lt1.5,1.0,"('כאן 11', '2024-11-02', 81)","('כאן 11', '2024-11-02', 81)",23,late_evening,25,30,1.3692651442740906,1.3706961223388907,1.3697038610275867,2.4,9
65,כאן 11,Other_first_standard,2.466666666666667,4,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 0)","('כאן 11', '2024-11-03', 0)",0,overnight,30,33,0.8584946236559139,0.8158022989971304,0.8521446109558886,1.0666666666666667,10
66,כאן 11,PrimeShow2_middle_standard,1.7333333333333334,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 3)","('כאן 11', '2024-11-03', 3)",1,overnight,28,12,0.7195178864922994,0.6833333333333332,0.7162876361306854,0.5333333333333333,0
67,כאן 11,PrimeShow2_last_short,1.1666666666666667,2,lt1.5,2.0,"('כאן 11', '2024-11-03', 3)","('כאן 11', '2024-11-03', 3)",1,overnight,12,30,0.9361195943779844,0.9617244194030645,0.9361195943779844,0.6,14
68,כאן 11,Other_first_short,1.4666666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 7)","('כאן 11', '2024-11-03', 7)",2,overnight,30,32,0.5705839162190361,0.5474245892654649,0.569424585539282,0.43333333333333335,0
69,כאן 11,Other_middle_standard,2.75,4,2.5-3.5,1.0,"('כאן 11', '2024-11-03', 9)","('כאן 11', '2024-11-03', 9)",2,overnight,32,40,0.2956282584780217,0.29278120953423203,0.2991824600520253,0.20000000000000004,3
70,כאן 11,Other_middle_standard,1.65,2,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 11)","('כאן 11', '2024-11-03', 11)",3,overnight,40,15,1.0821992378878607,1.014607727220718,1.049027737337165,0.6,1
71,כאן 11,Other_last_standard,2.25,3,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 11)","('כאן 11', '2024-11-03', 11)",3,overnight,15,31,1.3589449541284404,1.3381504219263756,1.3381504219263756,0.5,2
72,כאן 11,Other_middle_standard,2.933333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-03', 14)","('כאן 11', '2024-11-03', 14)",4,overnight,31,19,1.4994446501295817,1.5298515104966717,1.5594202898550724,0.3666666666666667,5
73,כאן 11,Other_middle_short,1.3,2,lt1.5,2.0,"('כאן 11', '2024-11-03', 14)","('כאן 11', '2024-11-03', 14)",4,overnight,19,54,1.8885032273779077,1.7812713602187287,1.813356921716055,0.43333333333333335,12
74,כאן 11,Other_middle_short,1.1833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 19)","('כאן 11', '2024-11-03', 19)",5,overnight,54,21,2.9032258064516134,2.8175084175084173,2.6247771836007128,0.6,7
75,כאן 11,Other_last_short,1.0166666666666666,2,lt1.5,2.0,"('כאן 11', '2024-11-03', 19)","('כאן 11', '2024-11-03', 19)",5,overnight,21,21,0.4918032786885247,0.5061728395061729,0.514519056261343,0.10000000000000002,14
76,כאן 11,Other_first_standard,2.066666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 22)","('כאן 11', '2024-11-03', 22)",6,morning,21,39,1.6129032258064517,1.744064707222602,1.7014570324115372,0.3333333333333333,6
77,כאן 11,Other_last_standard,2.1166666666666667,4,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 22)","('כאן 11', '2024-11-03', 22)",6,morning,39,16,0.5364905056051247,0.5539811066126855,0.5539811066126855,0.16666666666666666,2
78,כאן 11,Other_last_short,0.9333333333333333,2,lt1.5,3.0,"('כאן 11', '2024-11-03', 22)","('כאן 11', '2024-11-03', 22)",7,morning,16,58,0.6941239126575537,0.6799630982125696,0.6758514874083842,0.3,6
79,כאן 11,News_middle_short,0.43333333333333335,1,lt1.5,1.0,"('כאן 11', '2024-11-03', 27)","('כאן 11', '2024-11-03', 27)",8,morning,58,60,1.4861215287706209,1.5219514704401431,1.5093096012860479,1.1666666666666667,5
80,כאן 11,News_last_short,0.9333333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 30)","('כאן 11', '2024-11-03', 30)",9,morning,60,58,1.1450381679389314,1.0893853260240833,1.0857052832974454,1.0,5
81,כאן 11,News_last_short,1.4,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 33)","('כאן 11', '2024-11-03', 33)",10,morning,58,58,0.7421583271097832,0.7408961188071636,0.7408961188071636,0.7666666666666666,4
82,כאן 11,News_middle_short,1.0,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 36)","('כאן 11', '2024-11-03', 36)",11,morning,58,75,1.0423452768729642,1.114944780890555,1.114944780890555,1.0666666666666667,3
84,כאן 11,PrimeShow1_first_standard,1.65,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 39)","('כאן 11', '2024-11-03', 39)",12,afternoon,74,21,0.8025581632504406,0.8161771597522217,0.8005878976840863,0.6999999999999998,4
85,כאן 11,PrimeShow1_last_standard,2.7,4,2.5-3.5,2.0,"('כאן 11', '2024-11-03', 39)","('כאן 11', '2024-11-03', 39)",12,afternoon,21,38,0.9473716971149359,1.0191511616675655,0.9412443641529245,0.8000000000000002,12
86,כאן 11,Other_middle_standard,2.2,4,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 42)","('כאן 11', '2024-11-03', 42)",13,afternoon,38,13,0.6559794683214587,0.6382964526327196,0.6413593999601964,0.5,8
87,כאן 11,Other_last_standard,2.466666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 42)","('כאן 11', '2024-11-03', 42)",13,afternoon,13,30,0.7522809814864027,0.7703578472809243,0.7671727954453721,0.5333333333333333,9
88,כאן 11,News_last_standard,2.566666666666667,3,2.5-3.5,1.0,"('כאן 11', '2024-11-03', 45)","('כאן 11', '2024-11-03', 45)",14,afternoon,30,35,0.49382716049382713,0.49167152369345984,0.5001110756537364,0.4000000000000001,11
89,כאן 11,Other_last_standard,2.0833333333333335,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 49)","('כאן 11', '2024-11-03', 49)",14,afternoon,35,38,0.5412276683463124,0.5440612026265095,0.52775074263338,0.5333333333333333,3
91,כאן 11,News_last_standard,2.4166666666666665,4,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 51)","('כאן 11', '2024-11-03', 51)",15,afternoon,23,11,0.6682577565632458,0.6686574008932248,0.6878005726192349,0.9333333333333332,8
92,כאן 11,Other_first_standard,1.8,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 54)","('כאן 11', '2024-11-03', 54)",16,afternoon,11,26,0.7939275274718214,0.7900876514652797,0.7796390915792704,0.9666666666666668,7
93,כאן 11,Other_last_standard,2.35,4,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 54)","('כאן 11', '2024-11-03', 54)",16,afternoon,26,34,0.6441717791411042,0.6930621676550014,0.672469454604904,0.6999999999999998,5
94,כאן 11,News_first_standard,1.9166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 58)","('כאן 11', '2024-11-03', 58)",17,early_evening,34,22,1.180590247831107,1.1943753651448887,1.1836117178438723,1.6333333333333335,12
95,כאן 11,News_first_standard,2.2333333333333334,3,1.5-2.5,2.0,"('כאן 11', '2024-11-03', 58)","('כאן 11', '2024-11-03', 58)",17,early_evening,22,15,0.6838160161124208,0.6842143346571833,0.6910246287371721,1.2333333333333332,6
96,כאן 11,News_middle_standard,1.6666666666666667,3,1.5-2.5,3.0,"('כאן 11', '2024-11-03', 58)","('כאן 11', '2024-11-03', 58)",18,early_evening,20,9,0.6540697674418604,0.5779751216046187,0.6553631263934302,1.5,14
97,כאן 11,News_last_standard,2.3333333333333335,3,1.5-2.5,4.0,"('כאן 11', '2024-11-03', 58)","('כאן 11', '2024-11-03', 58)",18,early_evening,9,180,0.9075107871022167,0.9019812432838449,0.9046231685035956,2.1333333333333333,10
98,כאן 11,News_last_short,0.55,2,lt1.5,1.0,"('כאן 11', '2024-11-03', 65)","('כאן 11', '2024-11-03', 65)",21,late_evening,180,1,1.0007262148860387,1.0127205663330832,1.0058525641676757,4.6,12
100,כאן 11,Other_first_standard,2.8,4,2.5-3.5,1.0,"('כאן 11', '2024-11-03', 68)","('כאן 11', '2024-11-03', 68)",21,late_evening,13,33,0.7041420118343195,0.6814662697195838,0.6871823177679225,3.966666666666667,13
101,כאן 11,Other_last_long,3.433333333333333,5,2.5-3.5,2.0,"('כאן 11', '2024-11-03', 68)","('כאן 11', '2024-11-03', 68)",22,late_evening,33,28,1.0508654378080708,1.0583841348431369,1.065250543985776,4.966666666666668,4
102,כאן 11,Other_middle_long,3.5833333333333335,4,3.5-5,1.0,"('כאן 11', '2024-11-03', 71)","('כאן 11', '2024-11-03', 71)",22,late_evening,28,10,1.1763733825450993,1.1865382865440066,1.1784340898689643,3.7999999999999994,6
103,כאן 11,Other_first_standard,2.2666666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 73)","('כאן 11', '2024-11-03', 73)",23,late_evening,10,34,0.8844339622641509,0.8603003348231949,0.8796194421321556,2.5,4
104,כאן 11,News_last_standard,2.2333333333333334,3,1.5-2.5,1.0,"('כאן 11', '2024-11-03', 75)","('כאן 11', '2024-11-03', 75)",23,late_evening,34,8,1.196771804676047,1.1833732299026427,1.196771804676047,2.066666666666667,10
105,כאן 11,PrimeShow2_first_short,0.3,1,lt1.5,1.0,"('כאן 11', '2024-11-03', 77)","('כאן 11', '2024-11-03', 77)",23,late_evening,8,20,0.9349800526271115,0.9704094437939049,0.9462260131488947,1.4333333333333333,5
106,כאן 11,Other_first_standard,2.6333333333333333,3,2.5-3.5,1.0,"('כאן 11', '2024-11-04', 0)","('כאן 11', '2024-11-04', 0)",0,overnight,20,29,0.5901075268817205,0.5596862780205394,0.5850275167217002,0.7333333333333334,10
107,כאן 11,News_last_standard,2.433333333333333,4,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 1)","('כאן 11', '2024-11-04', 1)",0,overnight,29,34,0.3085770803877597,0.2978685708149898,0.30718400744283686,0.3,11
108,כאן 11,PrimeShow2_middle_standard,2.1166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 3)","('כאן 11', '2024-11-04', 3)",1,overnight,34,11,0.14021328136944922,0.13910906653869703,0.14021328136944922,0.10000000000000002,3
109,כאן 11,PrimeShow2_last_standard,1.8333333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 3)","('כאן 11', '2024-11-04', 3)",1,overnight,11,36,0.3214429584892664,0.3335968914038397,0.3232249602712682,0.20000000000000004,1
110,כאן 11,Other_middle_standard,1.9666666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 7)","('כאן 11', '2024-11-04', 7)",2,overnight,36,18,0.12677602686644276,0.12113248988351255,0.12644486700792737,0.16666666666666666,9
111,כאן 11,Other_last_short,1.1833333333333333,3,lt1.5,1.0,"('כאן 11', '2024-11-04', 9)","('כאן 11', '2024-11-04', 9)",3,overnight,33,6,0.15467171717171715,0.14972668187153537,0.15467171717171715,0.10000000000000002,3
112,כאן 11,Other_last_short,1.4666666666666666,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 13)","('כאן 11', '2024-11-04', 13)",3,overnight,22,43,0.28043915842938394,0.2745389822595705,0.283753759221049,0.10000000000000002,4
113,כאן 11,Other_last_standard,2.3333333333333335,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 17)","('כאן 11', '2024-11-04', 17)",4,overnight,43,62,1.21140350877193,1.0911562132526993,1.1916666666666667,0.3,3
114,כאן 11,Other_middle_standard,1.8833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 20)","('כאן 11', '2024-11-04', 20)",5,overnight,62,13,0.4838709677419355,0.46958473625140296,0.4374628639334522,0.10000000000000002,7
115,כאן 11,Other_last_standard,1.8,2,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 20)","('כאן 11', '2024-11-04', 20)",5,overnight,13,30,0.5056497175141242,0.4975658221559862,0.5033074489502445,0.10000000000000002,7
116,כאן 11,Other_first_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 24)","('כאן 11', '2024-11-04', 24)",6,morning,30,23,0.967741935483871,1.012461012773904,0.9948970293420812,0.20000000000000004,8
117,כאן 11,Other_middle_standard,1.9666666666666666,3,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 24)","('כאן 11', '2024-11-04', 24)",6,morning,23,30,2.036529680365297,1.965790287708096,1.9926238145416229,0.5,3
118,כאן 11,News_last_short,1.0666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 27)","('כאן 11', '2024-11-04', 27)",7,morning,30,59,0.9351156686809498,0.9335780942046861,0.9303816607514865,0.4000000000000001,5
119,כאן 11,News_last_short,1.25,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 30)","('כאן 11', '2024-11-04', 30)",8,morning,59,59,1.5299340222571856,1.566899519045627,1.5552301013649237,1.2,5
120,כאן 11,News_last_short,1.1166666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 33)","('כאן 11', '2024-11-04', 33)",9,morning,59,58,1.4885496183206108,1.4162009238313085,1.411416868286679,1.3,5
121,כאן 11,News_last_short,0.9833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 36)","('כאן 11', '2024-11-04', 36)",10,morning,58,60,1.2580906148867315,1.2557465137532946,1.2557465137532946,1.3,4
122,כאן 11,News_last_short,1.0666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-04', 39)","('כאן 11', '2024-11-04', 39)",11,morning,60,76,1.0423452768729644,1.0638288679327552,1.0688767438553433,1.0666666666666667,5
123,כאן 11,PrimeShow1_middle_standard,1.8833333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 42)","('כאן 11', '2024-11-04', 42)",12,afternoon,76,18,1.8076923076923075,1.8077225964762054,1.7943018089407161,1.5666666666666667,7
