channel,channel_name,program_type,break_position,break_length,daypart,date,hour,len_min,break_seconds,num_spots,shed,log_effect,observed_ratio,expected_ratio,ordinal,first_break,prog_key,cluster,start_min
עכשיו 14,PrimeShow2_first_standard,PrimeShow2,first,standard,early_evening,2024-11-20,17,1.6833333333333333,101.0,2,0.05463430293053847,-0.05463430293053847,0.9931506849315067,1.0489203778677463,1.0,1,"('עכשיו 14', '2024-11-20', 38)","('עכשיו 14', '2024-11-20', 38)",2024-11-20 17:57:00
עכשיו 14,Other_first_standard,Other,first,standard,early_evening,2024-11-20,18,1.9,114.0,4,0.2760404557673376,-0.2760404557673376,0.8222222222222222,1.0836076366030283,1.0,1,"('עכשיו 14', '2024-11-20', 39)","('עכשיו 14', '2024-11-20', 39)",2024-11-20 18:15:00
עכשיו 14,Other_first_long,Other,first,long,early_evening,2024-11-20,18,4.683333333333334,281.0,16,0.026858364253196404,-0.026858364253196404,0.9939393939393938,1.020996711358462,1.0,1,"('עכשיו 14', '2024-11-20', 41)","('עכשיו 14', '2024-11-20', 41)",2024-11-20 18:59:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-20,19,1.8,108.0,2,0.0711514430142717,-0.0711514430142717,1.0157894736842106,1.0906976744186045,1.0,1,"('עכשיו 14', '2024-11-20', 43)","('עכשיו 14', '2024-11-20', 43)",2024-11-20 19:48:00
עכשיו 14,News_last_short,News,last,short,late_evening,2024-11-20,20,1.3166666666666667,79.0,2,0.08636297766833793,-0.08636297766833793,0.9186046511627907,1.0014646053702194,1.0,1,"('עכשיו 14', '2024-11-20', 44)","('עכשיו 14', '2024-11-20', 44)",2024-11-20 20:37:00
עכשיו 14,News_first_short,News,first,short,late_evening,2024-11-20,22,0.6833333333333333,41.0,2,0.08294776715751588,-0.08294776715751588,0.8164556962025317,0.887066913514943,1.0,1,"('עכשיו 14', '2024-11-20', 49)","('עכשיו 14', '2024-11-20', 49)",2024-11-20 22:58:00
עכשיו 14,PrimeShow2_middle_short,PrimeShow2,middle,short,late_evening,2024-11-20,23,1.0,60.0,3,0.07574001068055783,-0.07574001068055783,0.8125,0.876429199648197,1.0,1,"('עכשיו 14', '2024-11-20', 51)","('עכשיו 14', '2024-11-20', 51)",2024-11-20 23:58:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-21,1,0.9166666666666666,55.0,2,-0.12164870850600044,0.12164870850600044,1.0740740740740742,0.9510489510489509,1.0,1,"('עכשיו 14', '2024-11-21', 2)","('עכשיו 14', '2024-11-21', 2)",2024-11-21 01:26:00
עכשיו 14,Other_middle_long,Other,middle,long,overnight,2024-11-21,3,3.1333333333333333,188.0,7,-0.05605951263046274,0.05605951263046274,1.0,0.9454828660436139,1.0,1,"('עכשיו 14', '2024-11-21', 6)","('עכשיו 14', '2024-11-21', 6)",2024-11-21 03:00:00
עכשיו 14,Other_first_short,Other,first,short,overnight,2024-11-21,3,0.9833333333333333,59.0,2,-0.04196419909903208,0.04196419909903208,1.0,0.9589041095890412,1.0,1,"('עכשיו 14', '2024-11-21', 8)","('עכשיו 14', '2024-11-21', 8)",2024-11-21 03:33:00
עכשיו 14,PrimeShow1_middle_standard,PrimeShow1,middle,standard,morning,2024-11-21,6,1.5833333333333333,95.0,4,-0.05471380367386307,0.05471380367386307,1.0980392156862744,1.0395752895752897,1.0,1,"('עכשיו 14', '2024-11-21', 16)","('עכשיו 14', '2024-11-21', 16)",2024-11-21 06:26:00
עכשיו 14,Other_last_short,Other,last,short,morning,2024-11-21,8,0.9333333333333333,56.0,4,0.08733359650652721,-0.08733359650652721,0.9032258064516128,0.9856547894493289,3.0,0,"('עכשיו 14', '2024-11-21', 18)","('עכשיו 14', '2024-11-21', 18)",2024-11-21 08:44:00
עכשיו 14,PrimeShow2_first_standard,PrimeShow2,first,standard,early_evening,2024-11-21,17,1.6666666666666667,100.0,2,0.13843384016184931,-0.13843384016184931,0.9160305343511449,1.0520369736391646,1.0,1,"('עכשיו 14', '2024-11-21', 37)","('עכשיו 14', '2024-11-21', 37)",2024-11-21 17:56:00
עכשיו 14,News_first_short,News,first,short,early_evening,2024-11-21,18,0.6333333333333333,38.0,2,0.009858285540510804,-0.009858285540510804,1.0638297872340425,1.0743691899070387,3.0,0,"('עכשיו 14', '2024-11-21', 38)","('עכשיו 14', '2024-11-21', 38)",2024-11-21 18:15:00
עכשיו 14,PrimeShow2_first_long,PrimeShow2,first,long,early_evening,2024-11-21,19,4.233333333333333,254.0,11,0.20620439422864317,-0.20620439422864317,0.8322147651006714,1.0227955911823647,1.0,1,"('עכשיו 14', '2024-11-21', 40)","('עכשיו 14', '2024-11-21', 40)",2024-11-21 19:00:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-21,19,1.6666666666666667,100.0,2,-0.033431568392905786,0.033431568392905786,1.1277777777777778,1.0906976744186045,1.0,1,"('עכשיו 14', '2024-11-21', 42)","('עכשיו 14', '2024-11-21', 42)",2024-11-21 19:48:00
עכשיו 14,News_middle_standard,News,middle,standard,late_evening,2024-11-21,20,2.9166666666666665,175.0,6,0.2260635438041651,-0.2260635438041651,0.7718631178707223,0.967650307716585,1.0,1,"('עכשיו 14', '2024-11-21', 43)","('עכשיו 14', '2024-11-21', 43)",2024-11-21 20:34:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-22,4,0.9166666666666666,55.0,2,0.13102826240640417,-0.13102826240640417,0.8666666666666667,0.9880000000000001,1.0,1,"('עכשיו 14', '2024-11-22', 5)","('עכשיו 14', '2024-11-22', 5)",2024-11-22 04:47:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-22,5,0.9166666666666666,55.0,2,-0.045511646082877485,0.045511646082877485,1.0,0.9555084745762707,1.0,1,"('עכשיו 14', '2024-11-22', 7)","('עכשיו 14', '2024-11-22', 7)",2024-11-22 05:22:00
עכשיו 14,Other_first_standard,Other,first,standard,morning,2024-11-22,6,1.75,105.0,4,-0.00735792738719044,0.00735792738719044,1.0263157894736843,1.0187919463087247,1.0,1,"('עכשיו 14', '2024-11-22', 10)","('עכשיו 14', '2024-11-22', 10)",2024-11-22 06:00:00
עכשיו 14,Other_middle_short,Other,middle,short,afternoon,2024-11-22,15,1.0666666666666667,64.0,2,1.4340884245765018,-1.4340884245765018,0.22727272727272727,0.9535951045385008,,0,,cd:עכשיו 14|2024-11-22,2024-11-22 15:51:00
עכשיו 14,Other_middle_long,Other,middle,long,early_evening,2024-11-23,19,3.3833333333333333,203.0,10,0.06336733224710835,-0.06336733224710835,0.9705882352941175,1.0340823024488766,1.0,1,"('עכשיו 14', '2024-11-23', 8)","('עכשיו 14', '2024-11-23', 8)",2024-11-23 19:02:00
עכשיו 14,News_first_short,News,first,short,late_evening,2024-11-23,22,1.3166666666666667,79.0,3,-0.027679819861998134,0.027679819861998134,0.9,0.875429780481354,1.0,1,"('עכשיו 14', '2024-11-23', 15)","('עכשיו 14', '2024-11-23', 15)",2024-11-23 22:58:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-24,1,1.4666666666666666,88.0,5,0.2574625868907905,-0.2574625868907905,0.7499999999999999,0.970232558139535,1.0,1,"('עכשיו 14', '2024-11-24', 2)","('עכשיו 14', '2024-11-24', 2)",2024-11-24 01:07:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-24,3,2.9166666666666665,175.0,7,-0.06335451583268498,0.06335451583268498,1.0,0.9386106623586429,1.0,1,"('עכשיו 14', '2024-11-24', 7)","('עכשיו 14', '2024-11-24', 7)",2024-11-24 03:18:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-24,4,1.2333333333333334,74.0,3,-0.04748053823299453,0.04748053823299453,1.0,0.9536290322580645,1.0,1,"('עכשיו 14', '2024-11-24', 11)","('עכשיו 14', '2024-11-24', 11)",2024-11-24 04:57:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-24,19,1.6666666666666667,100.0,2,-0.05628328388200228,0.05628328388200228,1.153846153846154,1.0906976744186045,1.0,1,"('עכשיו 14', '2024-11-24', 40)","('עכשיו 14', '2024-11-24', 40)",2024-11-24 19:48:00
עכשיו 14,News_middle_long,News,middle,long,late_evening,2024-11-24,20,3.933333333333333,236.0,8,0.02246349251234238,-0.02246349251234238,0.9368421052631579,0.9581249999999999,1.0,1,"('עכשיו 14', '2024-11-24', 41)","('עכשיו 14', '2024-11-24', 41)",2024-11-24 20:33:00
עכשיו 14,News_first_short,News,first,short,late_evening,2024-11-24,22,0.8,48.0,2,-0.02704846670739436,0.02704846670739436,0.9379310344827586,0.9129014697876974,1.0,1,"('עכשיו 14', '2024-11-24', 46)","('עכשיו 14', '2024-11-24', 46)",2024-11-24 22:59:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-25,1,0.8,48.0,2,0.16669684824030526,-0.16669684824030526,0.8235294117647057,0.972914409534128,1.0,1,"('עכשיו 14', '2024-11-25', 4)","('עכשיו 14', '2024-11-25', 4)",2024-11-25 01:33:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-25,3,1.9166666666666667,115.0,5,0.03885492640287613,-0.03885492640287613,0.8749999999999999,0.9096671949286848,1.0,1,"('עכשיו 14', '2024-11-25', 8)","('עכשיו 14', '2024-11-25', 8)",2024-11-25 03:05:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-25,3,1.9,114.0,5,-0.029908771392573148,0.029908771392573148,1.0,0.9705340699815838,1.0,1,"('עכשיו 14', '2024-11-25', 10)","('עכשיו 14', '2024-11-25', 10)",2024-11-25 03:52:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-25,4,1.9166666666666667,115.0,5,-0.013371736965889083,0.013371736965889083,1.0,0.9867172675521824,1.0,1,"('עכשיו 14', '2024-11-25', 12)","('עכשיו 14', '2024-11-25', 12)",2024-11-25 04:21:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-25,4,1.9,114.0,5,-0.03410561248651082,0.03410561248651082,1.0,0.9664694280078896,1.0,1,"('עכשיו 14', '2024-11-25', 14)","('עכשיו 14', '2024-11-25', 14)",2024-11-25 04:54:00
עכשיו 14,News_first_short,News,first,short,early_evening,2024-11-25,17,0.4,24.0,4,-0.03636764417087512,0.03636764417087512,1.0526315789473686,1.0150375939849623,1.0,1,"('עכשיו 14', '2024-11-25', 38)","('עכשיו 14', '2024-11-25', 38)",2024-11-25 17:17:00
עכשיו 14,Other_first_short,Other,first,short,early_evening,2024-11-25,18,1.0333333333333334,62.0,5,-0.06987782729691773,0.06987782729691773,0.9999999999999998,0.9325077399380806,1.0,1,"('עכשיו 14', '2024-11-25', 41)","('עכשיו 14', '2024-11-25', 41)",2024-11-25 18:11:00
עכשיו 14,Other_first_long,Other,first,long,early_evening,2024-11-25,19,3.0166666666666666,181.0,10,0.22718995677719997,-0.22718995677719997,0.8011363636363634,1.00548081714001,1.0,1,"('עכשיו 14', '2024-11-25', 43)","('עכשיו 14', '2024-11-25', 43)",2024-11-25 19:01:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-25,19,1.8,108.0,2,0.13632103299032766,-0.13632103299032766,0.9431279620853079,1.0808715692436623,1.0,1,"('עכשיו 14', '2024-11-25', 45)","('עכשיו 14', '2024-11-25', 45)",2024-11-25 19:49:00
עכשיו 14,News_middle_standard,News,middle,standard,late_evening,2024-11-25,20,1.85,111.0,9,-0.034811785636450376,0.034811785636450376,0.9906103286384977,0.9567187499999998,1.0,1,"('עכשיו 14', '2024-11-25', 46)","('עכשיו 14', '2024-11-25', 46)",2024-11-25 20:33:00
עכשיו 14,News_first_short,News,first,short,late_evening,2024-11-25,22,0.6666666666666666,40.0,3,-0.00944929237764952,0.00944929237764952,0.9215686274509803,0.9129014697876974,1.0,1,"('עכשיו 14', '2024-11-25', 53)","('עכשיו 14', '2024-11-25', 53)",2024-11-25 22:59:00
עכשיו 14,News_last_short,News,last,short,late_evening,2024-11-25,23,0.6333333333333333,38.0,3,-0.04843170268227975,0.04843170268227975,0.9499999999999998,0.9050862851952771,2.0,0,"('עכשיו 14', '2024-11-25', 53)","('עכשיו 14', '2024-11-25', 53)",2024-11-25 23:59:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-26,3,1.9,114.0,5,-0.06392917372977039,0.06392917372977039,0.962962962962963,0.9033280507131537,1.0,1,"('עכשיו 14', '2024-11-26', 7)","('עכשיו 14', '2024-11-26', 7)",2024-11-26 03:04:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-26,3,1.9166666666666667,115.0,5,0.03837001127296817,-0.03837001127296817,0.9230769230769232,0.9591836734693877,1.0,1,"('עכשיו 14', '2024-11-26', 10)","('עכשיו 14', '2024-11-26', 10)",2024-11-26 03:54:00
עכשיו 14,Other_last_standard,Other,last,standard,morning,2024-11-26,9,1.7833333333333334,107.0,9,-0.038096424521143195,0.038096424521143195,1.0140845070422535,0.9761781460383221,7.0,0,"('עכשיו 14', '2024-11-26', 19)","('עכשיו 14', '2024-11-26', 19)",2024-11-26 09:20:00
עכשיו 14,News_middle_short,News,middle,short,early_evening,2024-11-26,17,0.75,45.0,6,0.18688131765954535,-0.18688131765954535,0.8543046357615894,1.0298507462686566,1.0,1,"('עכשיו 14', '2024-11-26', 36)","('עכשיו 14', '2024-11-26', 36)",2024-11-26 17:23:00
עכשיו 14,Other_first_short,Other,first,short,early_evening,2024-11-26,18,0.18333333333333332,11.0,2,-0.005694569214280326,0.005694569214280326,1.0787878787878789,1.0726621049201694,4.0,0,"('עכשיו 14', '2024-11-26', 39)","('עכשיו 14', '2024-11-26', 39)",2024-11-26 18:17:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-26,19,1.6666666666666667,100.0,2,0.07812185279111725,-0.07812185279111725,1.0087336244541485,1.0906976744186045,1.0,1,"('עכשיו 14', '2024-11-26', 43)","('עכשיו 14', '2024-11-26', 43)",2024-11-26 19:48:00
עכשיו 14,Other_first_short,Other,first,short,overnight,2024-11-27,0,1.4666666666666666,88.0,3,-0.31943914181061495,0.31943914181061495,1.277777777777778,0.9283776451437873,1.0,1,"('עכשיו 14', '2024-11-27', 0)","('עכשיו 14', '2024-11-27', 0)",2024-11-27 00:11:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-27,1,0.85,51.0,3,0.28757812775026853,-0.28757812775026853,0.7297297297297297,0.9728718428437793,1.0,1,"('עכשיו 14', '2024-11-27', 2)","('עכשיו 14', '2024-11-27', 2)",2024-11-27 01:08:00
עכשיו 14,Other_last_short,Other,last,short,overnight,2024-11-27,3,1.1166666666666667,67.0,3,-0.0886126583566037,0.0886126583566037,1.0,0.9151999999999999,1.0,1,"('עכשיו 14', '2024-11-27', 7)","('עכשיו 14', '2024-11-27', 7)",2024-11-27 03:06:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-27,4,0.9166666666666666,55.0,2,0.07243810828831727,-0.07243810828831727,0.9230769230769232,0.9924242424242428,1.0,1,"('עכשיו 14', '2024-11-27', 10)","('עכשיו 14', '2024-11-27', 10)",2024-11-27 04:11:00
עכשיו 14,Other_first_short,Other,first,short,morning,2024-11-27,10,0.65,39.0,4,-0.034335268995893016,0.034335268995893016,1.0588235294117647,1.0230855855855854,1.0,1,"('עכשיו 14', '2024-11-27', 22)","('עכשיו 14', '2024-11-27', 22)",2024-11-27 10:00:00
עכשיו 14,News_first_short,News,first,short,early_evening,2024-11-27,17,0.36666666666666664,22.0,2,-0.02060972582095317,0.02060972582095317,1.054263565891473,1.0327578574590528,3.0,0,"('עכשיו 14', '2024-11-27', 36)","('עכשיו 14', '2024-11-27', 36)",2024-11-27 17:18:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-27,19,1.6666666666666667,100.0,2,0.048757997934326176,-0.048757997934326176,1.0387931034482758,1.0906976744186045,1.0,1,"('עכשיו 14', '2024-11-27', 43)","('עכשיו 14', '2024-11-27', 43)",2024-11-27 19:48:00
עכשיו 14,News_middle_standard,News,middle,standard,late_evening,2024-11-27,20,2.55,153.0,12,0.08069455982517675,-0.08069455982517675,0.946360153256705,1.0258920113672245,1.0,1,"('עכשיו 14', '2024-11-27', 44)","('עכשיו 14', '2024-11-27', 44)",2024-11-27 20:23:00
עכשיו 14,Other_middle_short,Other,middle,short,late_evening,2024-11-27,21,0.7833333333333333,47.0,4,0.027084154290990953,-0.027084154290990953,0.9353612167300378,0.9610408703322554,1.0,1,"('עכשיו 14', '2024-11-27', 48)","('עכשיו 14', '2024-11-27', 48)",2024-11-27 21:53:00
עכשיו 14,Other_middle_long,Other,middle,long,late_evening,2024-11-27,21,3.8833333333333333,233.0,11,0.05214153439216497,-0.05214153439216497,0.9024390243902441,0.9507419305491815,2.0,0,"('עכשיו 14', '2024-11-27', 48)","('עכשיו 14', '2024-11-27', 48)",2024-11-27 21:56:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-28,3,1.4166666666666667,85.0,3,-0.09119820184532187,0.09119820184532187,1.0,0.9128367670364501,1.0,1,"('עכשיו 14', '2024-11-28', 7)","('עכשיו 14', '2024-11-28', 7)",2024-11-28 03:04:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-28,3,1.1166666666666667,67.0,3,-0.03588675933352406,0.03588675933352406,1.0,0.9647495361781077,1.0,1,"('עכשיו 14', '2024-11-28', 9)","('עכשיו 14', '2024-11-28', 9)",2024-11-28 03:54:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-28,4,1.25,75.0,3,-0.41352966794489465,0.41352966794489465,1.4999999999999996,0.9919678714859437,1.0,1,"('עכשיו 14', '2024-11-28', 11)","('עכשיו 14', '2024-11-28', 11)",2024-11-28 04:46:00
עכשיו 14,Other_last_standard,Other,last,standard,morning,2024-11-28,8,1.5333333333333334,92.0,6,-0.0003813640165713089,0.0003813640165713089,0.9545454545454544,0.9541814946619217,4.0,0,"('עכשיו 14', '2024-11-28', 19)","('עכשיו 14', '2024-11-28', 19)",2024-11-28 08:40:00
עכשיו 14,PrimeShow1_first_standard,PrimeShow1,first,standard,early_evening,2024-11-28,19,2.65,159.0,3,-0.02881404993261935,0.02881404993261935,1.1978609625668448,1.1638382568615127,1.0,1,"('עכשיו 14', '2024-11-28', 43)","('עכשיו 14', '2024-11-28', 43)",2024-11-28 19:49:00
עכשיו 14,News_middle_standard,News,middle,standard,late_evening,2024-11-28,20,2.966666666666667,178.0,12,-0.029403004943326684,0.029403004943326684,1.0462633451957293,1.0159479251423922,1.0,1,"('עכשיו 14', '2024-11-28', 44)","('עכשיו 14', '2024-11-28', 44)",2024-11-28 20:37:00
עכשיו 14,News_first_short,News,first,short,late_evening,2024-11-28,22,1.3333333333333333,80.0,6,-0.18672909633780901,0.18672909633780901,1.069182389937107,0.887066913514943,1.0,1,"('עכשיו 14', '2024-11-28', 49)","('עכשיו 14', '2024-11-28', 49)",2024-11-28 22:58:00
עכשיו 14,Other_middle_standard,Other,middle,standard,overnight,2024-11-29,3,1.6,96.0,4,-0.12299966431958594,0.12299966431958594,1.1538461538461537,1.0203045685279188,1.0,1,"('עכשיו 14', '2024-11-29', 2)","('עכשיו 14', '2024-11-29', 2)",2024-11-29 03:23:00
עכשיו 14,Other_first_standard,Other,first,standard,overnight,2024-11-29,4,1.6,96.0,4,-0.01901197948857189,0.01901197948857189,1.0,0.9811676082862524,1.0,1,"('עכשיו 14', '2024-11-29', 5)","('עכשיו 14', '2024-11-29', 5)",2024-11-29 04:18:00
עכשיו 14,Other_first_standard,Other,first,standard,overnight,2024-11-29,5,1.6,96.0,4,0.5553694970539714,-0.5553694970539714,0.5714285714285716,0.995762711864407,1.0,1,"('עכשיו 14', '2024-11-29', 8)","('עכשיו 14', '2024-11-29', 8)",2024-11-29 05:06:00
עכשיו 14,Other_middle_short,Other,middle,short,overnight,2024-11-29,5,1.1833333333333333,71.0,3,-0.045511646082877485,0.045511646082877485,1.0,0.9555084745762707,1.0,1,"('עכשיו 14', '2024-11-29', 9)","('עכשיו 14', '2024-11-29', 9)",2024-11-29 05:22:00
עכשיו 14,PrimeShow2_first_short,PrimeShow2,first,short,morning,2024-11-29,9,0.9,54.0,4,0.15189715774681473,-0.15189715774681473,0.8571428571428573,0.9977490151941475,1.0,1,"('עכשיו 14', '2024-11-29', 20)","('עכשיו 14', '2024-11-29', 20)",2024-11-29 09:56:00
עכשיו 14,PrimeShow2_last_short,PrimeShow2,last,short,morning,2024-11-29,9,0.6833333333333333,41.0,2,0.3099919771324243,-0.3099919771324243,0.7499999999999999,1.0225606316976876,2.0,0,"('עכשיו 14', '2024-11-29', 20)","('עכשיו 14', '2024-11-29', 20)",2024-11-29 09:59:00
עכשיו 14,PrimeShow2_first_standard,PrimeShow2,first,standard,morning,2024-11-29,11,1.5666666666666667,94.0,5,-0.4725236398075385,0.4725236398075385,1.6315789473684212,1.0171703296703296,1.0,1,"('עכשיו 14', '2024-11-29', 26)","('עכשיו 14', '2024-11-29', 26)",2024-11-29 11:55:00
עכשיו 14,Other_middle_standard,Other,middle,standard,early_evening,2024-11-30,17,1.8166666666666667,109.0,3,-0.15768255057203276,0.15768255057203276,1.2280701754385968,1.0489203778677463,1.0,1,"('עכשיו 14', '2024-11-30', 6)","('עכשיו 14', '2024-11-30', 6)",2024-11-30 17:57:00
עכשיו 14,Other_middle_long,Other,middle,long,early_evening,2024-11-30,19,3.5,210.0,10,-0.2235168674810055,0.2235168674810055,1.2376237623762376,0.9897294589178357,1.0,1,"('עכשיו 14', '2024-11-30', 8)","('עכשיו 14', '2024-11-30', 8)",2024-11-30 19:00:00
עכשיו 14,Other_middle_standard,Other,middle,standard,late_evening,2024-11-30,21,2.25,135.0,5,0.06159144537378795,-0.06159144537378795,0.8893129770992367,0.9458090267116978,1.0,1,"('עכשיו 14', '2024-11-30', 14)","('עכשיו 14', '2024-11-30', 14)",2024-11-30 21:57:00
עכשיו 14,News_first_standard,News,first,standard,late_evening,2024-11-30,22,2.6666666666666665,160.0,6,0.00043549556082878027,-0.00043549556082878027,0.8529411764705883,0.8533127094612014,1.0,1,"('עכשיו 14', '2024-11-30', 16)","('עכשיו 14', '2024-11-30', 16)",2024-11-30 22:57:00
עכשיו 14,News_last_standard,News,last,standard,late_evening,2024-11-30,23,1.75,105.0,3,-0.040942624900300935,0.040942624900300935,1.0,0.9598842018196857,2.0,0,"('עכשיו 14', '2024-11-30', 16)","('עכשיו 14', '2024-11-30', 16)",2024-11-30 23:42:00
קשת 12,Other_middle_short,Other,middle,short,overnight,2024-11-01,2,1.1,66.0,3,-0.0751033926340168,0.0751033926340168,1.0344827586206895,0.9596354166666666,1.0,1,"('קשת 12', '2024-11-01', 6)","('קשת 12', '2024-11-01', 6)",2024-11-01 02:15:00
קשת 12,Other_middle_standard,Other,middle,standard,overnight,2024-11-01,3,2.1666666666666665,130.0,3,-0.06340494837307202,0.06340494837307202,1.0,0.9385633270321362,1.0,1,"('קשת 12', '2024-11-01', 8)","('קשת 12', '2024-11-01', 8)",2024-11-01 03:04:00
קשת 12,Other_middle_long,Other,middle,long,overnight,2024-11-01,4,3.533333333333333,212.0,4,-0.2759284526343043,0.2759284526343043,1.3636363636363635,1.0348189415041784,1.0,1,"('קשת 12', '2024-11-01', 10)","('קשת 12', '2024-11-01', 10)",2024-11-01 04:00:00
קשת 12,PrimeShow1_first_long,PrimeShow1,first,long,morning,2024-11-01,7,5.716666666666667,343.0,12,0.07390998977350668,-0.07390998977350668,0.9512195121951221,1.0241874527588812,3.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 07:26:00
קשת 12,PrimeShow1_first_standard,PrimeShow1,first,standard,morning,2024-11-01,7,1.5666666666666667,94.0,4,-0.028110240399278397,0.028110240399278397,1.0320512820512822,1.0034440344403446,4.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 07:34:00
קשת 12,PrimeShow1_first_long,PrimeShow1,first,long,morning,2024-11-01,7,5.233333333333333,314.0,11,-0.027492062002723507,0.027492062002723507,1.0382775119617227,1.0101219231654013,5.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 07:51:00
קשת 12,PrimeShow1_middle_long,PrimeShow1,middle,long,morning,2024-11-01,8,5.533333333333333,332.0,16,0.15992572479825692,-0.15992572479825692,0.84,0.9856759176365263,8.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 08:28:00
קשת 12,PrimeShow1_middle_short,PrimeShow1,middle,short,morning,2024-11-01,8,1.0333333333333334,62.0,4,-0.04021596200083175,0.04021596200083175,1.0634920634920635,1.0215712988192551,9.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 08:35:00
קשת 12,PrimeShow1_middle_long,PrimeShow1,middle,long,morning,2024-11-01,8,6.15,369.0,14,0.06650408911105819,-0.06650408911105819,0.9069767441860465,0.9693453032625357,10.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 08:51:00
קשת 12,PrimeShow1_last_long,PrimeShow1,last,long,morning,2024-11-01,9,5.016666666666667,301.0,12,0.1518967859664898,-0.1518967859664898,0.8402366863905326,0.9780691838118922,15.0,0,"('קשת 12', '2024-11-01', 22)","('קשת 12', '2024-11-01', 22)",2024-11-01 09:46:00
קשת 12,Other_middle_standard,Other,middle,standard,morning,2024-11-01,11,1.55,93.0,4,0.0471865319383392,-0.0471865319383392,0.9615384615384616,1.0079976303317535,1.0,1,"('קשת 12', '2024-11-01', 48)","('קשת 12', '2024-11-01', 48)",2024-11-01 11:53:00
קשת 12,Other_middle_long,Other,middle,long,afternoon,2024-11-01,12,3.75,225.0,2,-0.06485618623695225,0.06485618623695225,1.1186440677966103,1.0483957219251336,1.0,1,"('קשת 12', '2024-11-01', 55)","('קשת 12', '2024-11-01', 55)",2024-11-01 12:50:00
קשת 12,News_middle_short,News,middle,short,afternoon,2024-11-01,13,0.7,42.0,2,0.05574140707962097,-0.05574140707962097,0.9669421487603304,1.0223713646532437,1.0,1,"('קשת 12', '2024-11-01', 61)","('קשת 12', '2024-11-01', 61)",2024-11-01 13:38:00
קשת 12,News_middle_short,News,middle,short,afternoon,2024-11-01,13,1.0666666666666667,64.0,3,-0.14056191473266247,0.14056191473266247,1.1623931623931625,1.0099683929005592,2.0,0,"('קשת 12', '2024-11-01', 61)","('קשת 12', '2024-11-01', 61)",2024-11-01 13:40:00
קשת 12,Other_middle_short,Other,middle,short,afternoon,2024-11-01,15,1.25,75.0,4,0.058022389864722614,-0.058022389864722614,0.9411764705882352,0.9974011509188787,3.0,0,"('קשת 12', '2024-11-01', 66)","('קשת 12', '2024-11-01', 66)",2024-11-01 15:14:00
קשת 12,Other_first_long,Other,first,long,afternoon,2024-11-01,16,6.133333333333334,368.0,12,-0.09669453502591044,0.09669453502591044,1.1356783919597992,1.0310066339775024,1.0,1,"('קשת 12', '2024-11-01', 71)","('קשת 12', '2024-11-01', 71)",2024-11-01 16:40:00
קשת 12,Other_last_long,Other,last,long,early_evening,2024-11-01,17,5.083333333333333,305.0,11,0.06984341015939392,-0.06984341015939392,0.9290123456790125,0.9962173314993122,5.0,0,"('קשת 12', '2024-11-01', 71)","('קשת 12', '2024-11-01', 71)",2024-11-01 17:38:00
