channel,channel_name,program_type,break_position,break_length,daypart,date,hour,len_min,break_seconds,num_spots,shed,log_effect,observed_ratio,expected_ratio,ordinal,first_break,prog_key,cluster,start_min
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-18,12,1.7666666666666666,106.0,3,-0.07407676652422376,0.07407676652422376,1.0740740740740742,0.9973856209150328,2.0,0,"('כאן 11', '2024-11-18', 29)","('כאן 11', '2024-11-18', 29)",2024-11-18 12:44:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-18,13,1.5833333333333333,95.0,3,0.7268784014284548,-0.7268784014284548,0.4615384615384616,0.9547445255474452,1.0,1,"('כאן 11', '2024-11-18', 33)","('כאן 11', '2024-11-18', 33)",2024-11-18 13:24:00
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-18,14,2.0166666666666666,121.0,4,0.11524854717123954,-0.11524854717123954,0.9166666666666669,1.0286396181384247,1.0,1,"('כאן 11', '2024-11-18', 37)","('כאן 11', '2024-11-18', 37)",2024-11-18 14:28:00
כאן 11,PrimeShow2_middle_standard,PrimeShow2,middle,standard,afternoon,2024-11-18,15,1.5666666666666667,94.0,3,-0.2706718856632194,0.2706718856632194,1.3846153846153846,1.0562770562770565,1.0,1,"('כאן 11', '2024-11-18', 46)","('כאן 11', '2024-11-18', 46)",2024-11-18 15:22:00
כאן 11,Other_middle_standard,Other,middle,standard,afternoon,2024-11-18,16,1.95,117.0,4,0.051724793854871415,-0.051724793854871415,0.9333333333333332,0.9828801611278952,1.0,1,"('כאן 11', '2024-11-18', 49)","('כאן 11', '2024-11-18', 49)",2024-11-18 16:16:00
כאן 11,Other_last_standard,Other,last,standard,afternoon,2024-11-18,16,1.8333333333333333,110.0,5,0.038983076704931244,-0.038983076704931244,0.9714285714285715,1.0100456621004568,2.0,0,"('כאן 11', '2024-11-18', 49)","('כאן 11', '2024-11-18', 49)",2024-11-18 16:43:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-18,17,2.1333333333333333,128.0,6,0.303783385976801,-0.303783385976801,0.8043478260869564,1.0898716119828815,1.0,1,"('כאן 11', '2024-11-18', 53)","('כאן 11', '2024-11-18', 53)",2024-11-18 17:25:00
כאן 11,News_last_standard,News,last,standard,early_evening,2024-11-18,17,1.9333333333333333,116.0,6,0.23921962239533506,-0.23921962239533506,0.793103448275862,1.0074455899198167,2.0,0,"('כאן 11', '2024-11-18', 53)","('כאן 11', '2024-11-18', 53)",2024-11-18 17:41:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-18,18,2.033333333333333,122.0,5,0.2483847646945519,-0.2483847646945519,0.7692307692307693,0.9861177596936332,1.0,1,"('כאן 11', '2024-11-18', 56)","('כאן 11', '2024-11-18', 56)",2024-11-18 18:08:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-18,18,1.85,111.0,5,-0.03742251453666314,0.03742251453666314,1.0,0.9632690541781452,2.0,0,"('כאן 11', '2024-11-18', 56)","('כאן 11', '2024-11-18', 56)",2024-11-18 18:30:00
כאן 11,PrimeShow2_last_standard,PrimeShow2,last,standard,late_evening,2024-11-18,22,2.716666666666667,163.0,9,0.09452195139655513,-0.09452195139655513,0.8227848101265822,0.9043501756282086,1.0,1,"('כאן 11', '2024-11-18', 63)","('כאן 11', '2024-11-18', 63)",2024-11-18 22:31:00
כאן 11,Other_first_short,Other,first,short,late_evening,2024-11-18,22,1.3333333333333333,80.0,7,0.32291788898019047,-0.32291788898019047,0.6818181818181818,0.9416945034922563,1.0,1,"('כאן 11', '2024-11-18', 65)","('כאן 11', '2024-11-18', 65)",2024-11-18 22:40:00
כאן 11,News_last_standard,News,last,standard,late_evening,2024-11-18,23,1.7166666666666666,103.0,3,0.11491690237804428,-0.11491690237804428,0.75,0.8413351623228166,1.0,1,"('כאן 11', '2024-11-18', 67)","('כאן 11', '2024-11-18', 67)",2024-11-18 23:19:00
כאן 11,PrimeShow2_first_short,PrimeShow2,first,short,late_evening,2024-11-18,23,0.3,18.0,3,0.6078937882012133,-0.6078937882012133,0.5178571428571429,0.9510752688172042,1.0,1,"('כאן 11', '2024-11-18', 69)","('כאן 11', '2024-11-18', 69)",2024-11-18 23:25:00
כאן 11,Other_last_standard,Other,last,standard,late_evening,2024-11-18,23,1.6333333333333333,98.0,3,0.053941348024467727,-0.053941348024467727,0.9210526315789475,0.9720998531571218,1.0,1,"('כאן 11', '2024-11-18', 70)","('כאן 11', '2024-11-18', 70)",2024-11-18 23:50:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-19,0,1.8666666666666667,112.0,4,0.03744721897350858,-0.03744721897350858,0.9166666666666669,0.9516441005802708,1.0,1,"('כאן 11', '2024-11-19', 0)","('כאן 11', '2024-11-19', 0)",2024-11-19 00:22:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-19,0,1.6,96.0,3,-0.09416844432469713,0.09416844432469713,1.1071428571428574,1.0076433121019108,1.0,1,"('כאן 11', '2024-11-19', 2)","('כאן 11', '2024-11-19', 2)",2024-11-19 00:53:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-19,1,1.7166666666666666,103.0,3,-0.07008120825318365,0.07008120825318365,1.0,0.9323181049069375,1.0,1,"('כאן 11', '2024-11-19', 4)","('כאן 11', '2024-11-19', 4)",2024-11-19 01:27:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-19,1,1.7,102.0,3,-0.04036422385536035,0.04036422385536035,1.0,0.9604395604395604,2.0,0,"('כאן 11', '2024-11-19', 4)","('כאן 11', '2024-11-19', 4)",2024-11-19 01:46:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-19,2,1.8666666666666667,112.0,3,-0.1412710169635971,0.1412710169635971,1.1111111111111112,0.9647266313932982,1.0,1,"('כאן 11', '2024-11-19', 8)","('כאן 11', '2024-11-19', 8)",2024-11-19 02:40:00
כאן 11,Other_first_standard,Other,first,standard,overnight,2024-11-19,3,2.066666666666667,124.0,3,0.1639109949507745,-0.1639109949507745,0.7500000000000001,0.8835820895522386,1.0,1,"('כאן 11', '2024-11-19', 13)","('כאן 11', '2024-11-19', 13)",2024-11-19 03:32:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-19,3,1.2,72.0,2,-0.03104462168196005,0.03104462168196005,1.0,0.9694323144104805,2.0,0,"('כאן 11', '2024-11-19', 13)","('כאן 11', '2024-11-19', 13)",2024-11-19 03:51:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-19,4,1.2,72.0,2,-0.07924937165414049,0.07924937165414049,1.0,0.9238095238095239,1.0,1,"('כאן 11', '2024-11-19', 16)","('כאן 11', '2024-11-19', 16)",2024-11-19 04:30:00
כאן 11,Other_middle_short,Other,middle,short,overnight,2024-11-19,5,1.1833333333333333,71.0,2,-0.12048939725412659,0.12048939725412659,1.0,0.8864864864864863,1.0,1,"('כאן 11', '2024-11-19', 19)","('כאן 11', '2024-11-19', 19)",2024-11-19 05:27:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-19,5,1.2,72.0,2,-0.10088122485378019,0.10088122485378019,1.0,0.9040404040404041,2.0,0,"('כאן 11', '2024-11-19', 19)","('כאן 11', '2024-11-19', 19)",2024-11-19 05:41:00
כאן 11,PrimeShow1_middle_short,PrimeShow1,middle,short,afternoon,2024-11-19,12,1.4666666666666666,88.0,2,0.2670095016470609,-0.2670095016470609,0.7500000000000001,0.9795396419437339,1.0,1,"('כאן 11', '2024-11-19', 28)","('כאן 11', '2024-11-19', 28)",2024-11-19 12:25:00
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-19,12,2.05,123.0,3,-0.17062551703076337,0.17062551703076337,1.2,1.011764705882353,2.0,0,"('כאן 11', '2024-11-19', 28)","('כאן 11', '2024-11-19', 28)",2024-11-19 12:44:00
כאן 11,Other_middle_short,Other,middle,short,afternoon,2024-11-19,13,1.1166666666666667,67.0,2,0.2198215290491695,-0.2198215290491695,0.7916666666666665,0.9863013698630136,1.0,1,"('כאן 11', '2024-11-19', 32)","('כאן 11', '2024-11-19', 32)",2024-11-19 13:27:00
כאן 11,Other_last_short,Other,last,short,afternoon,2024-11-19,13,1.4666666666666666,88.0,2,0.01726407317719303,-0.01726407317719303,1.1,1.1191553544494721,2.0,0,"('כאן 11', '2024-11-19', 32)","('כאן 11', '2024-11-19', 32)",2024-11-19 13:44:00
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-19,14,2.65,159.0,4,-0.4742001479577459,0.4742001479577459,1.6666666666666667,1.0373044524669073,1.0,1,"('כאן 11', '2024-11-19', 36)","('כאן 11', '2024-11-19', 36)",2024-11-19 14:27:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-19,14,2.8333333333333335,170.0,5,0.39030446787748285,-0.39030446787748285,0.6666666666666666,0.9849537037037036,1.0,1,"('כאן 11', '2024-11-19', 39)","('כאן 11', '2024-11-19', 39)",2024-11-19 14:57:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-19,16,2.066666666666667,124.0,6,0.17531910426473654,-0.17531910426473654,0.7297297297297297,0.8695652173913042,1.0,1,"('כאן 11', '2024-11-19', 45)","('כאן 11', '2024-11-19', 45)",2024-11-19 16:08:00
כאן 11,Other_last_standard,Other,last,standard,afternoon,2024-11-19,16,2.1666666666666665,130.0,3,-0.015104685218496297,0.015104685218496297,1.1052631578947367,1.08869395711501,2.0,0,"('כאן 11', '2024-11-19', 45)","('כאן 11', '2024-11-19', 45)",2024-11-19 16:41:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-19,17,2.4166666666666665,145.0,6,-0.2438214248292469,0.2438214248292469,1.3214285714285716,1.0355078447563997,1.0,1,"('כאן 11', '2024-11-19', 48)","('כאן 11', '2024-11-19', 48)",2024-11-19 17:06:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-19,17,2.0833333333333335,125.0,5,-0.15172613861162895,0.15172613861162895,1.2631578947368423,1.0853350189633375,2.0,0,"('כאן 11', '2024-11-19', 48)","('כאן 11', '2024-11-19', 48)",2024-11-19 17:34:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-19,18,2.316666666666667,139.0,5,-0.02704172500301095,0.02704172500301095,1.0,0.9733206288708909,1.0,1,"('כאן 11', '2024-11-19', 52)","('כאן 11', '2024-11-19', 52)",2024-11-19 18:12:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-19,18,2.0833333333333335,125.0,5,0.16836346630111673,-0.16836346630111673,0.8314606741573034,0.9839228295819936,2.0,0,"('כאן 11', '2024-11-19', 52)","('כאן 11', '2024-11-19', 52)",2024-11-19 18:31:00
כאן 11,News_last_short,News,last,short,late_evening,2024-11-19,21,1.3666666666666667,82.0,2,-0.37922916790644234,0.37922916790644234,1.5064102564102564,1.0309702395354463,1.0,1,"('כאן 11', '2024-11-19', 56)","('כאן 11', '2024-11-19', 56)",2024-11-19 21:25:00
כאן 11,Other_last_standard,Other,last,standard,late_evening,2024-11-19,21,1.9166666666666667,115.0,7,-0.12548713599324324,0.12548713599324324,1.1361867704280155,1.0021929824561404,1.0,1,"('כאן 11', '2024-11-19', 59)","('כאן 11', '2024-11-19', 59)",2024-11-19 21:47:00
כאן 11,Other_middle_standard,Other,middle,standard,late_evening,2024-11-19,22,2.2666666666666666,136.0,8,0.08529736491787138,-0.08529736491787138,0.896551724137931,0.9763814616755792,1.0,1,"('כאן 11', '2024-11-19', 61)","('כאן 11', '2024-11-19', 61)",2024-11-19 22:11:00
כאן 11,Other_first_short,Other,first,short,late_evening,2024-11-19,22,0.9833333333333333,59.0,4,0.10916646008391907,-0.10916646008391907,0.8571428571428572,0.9560125678377606,1.0,1,"('כאן 11', '2024-11-19', 64)","('כאן 11', '2024-11-19', 64)",2024-11-19 22:33:00
כאן 11,News_last_standard,News,last,standard,late_evening,2024-11-19,23,1.7,102.0,3,0.1427018934570869,-0.1427018934570869,0.8412698412698413,0.9703087885985747,1.0,1,"('כאן 11', '2024-11-19', 65)","('כאן 11', '2024-11-19', 65)",2024-11-19 23:02:00
כאן 11,PrimeShow2_last_short,PrimeShow2,last,short,late_evening,2024-11-19,23,0.9666666666666667,58.0,6,0.04949874693078744,-0.04949874693078744,0.8709677419354838,0.9151643690349944,1.0,1,"('כאן 11', '2024-11-19', 67)","('כאן 11', '2024-11-19', 67)",2024-11-19 23:26:00
כאן 11,Other_last_standard,Other,last,standard,late_evening,2024-11-19,23,1.8833333333333333,113.0,3,0.14980392341649693,-0.14980392341649693,0.7999999999999999,0.9292851652574939,1.0,1,"('כאן 11', '2024-11-19', 70)","('כאן 11', '2024-11-19', 70)",2024-11-19 23:57:00
כאן 11,Other_first_standard,Other,first,standard,overnight,2024-11-20,0,2.5166666666666666,151.0,5,0.2354346878984911,-0.2354346878984911,0.75,0.9490940465918896,1.0,1,"('כאן 11', '2024-11-20', 0)","('כאן 11', '2024-11-20', 0)",2024-11-20 00:05:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-20,1,2.466666666666667,148.0,4,0.1370654455075786,-0.1370654455075786,0.8181818181818181,0.938375350140056,1.0,1,"('כאן 11', '2024-11-20', 3)","('כאן 11', '2024-11-20', 3)",2024-11-20 01:08:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-20,1,1.7166666666666666,103.0,3,0.505303798581683,-0.505303798581683,0.5714285714285715,0.9471365638766522,1.0,1,"('כאן 11', '2024-11-20', 5)","('כאן 11', '2024-11-20', 5)",2024-11-20 01:45:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-20,2,1.6,96.0,3,0.023135640692490328,-0.023135640692490328,0.8278688524590164,0.8472454090150252,1.0,1,"('כאן 11', '2024-11-20', 7)","('כאן 11', '2024-11-20', 7)",2024-11-20 02:15:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-20,2,1.0,60.0,2,1.0228050807614275,-1.0228050807614275,0.3333333333333334,0.926994906621392,1.0,1,"('כאן 11', '2024-11-20', 9)","('כאן 11', '2024-11-20', 9)",2024-11-20 02:38:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-20,4,1.7,102.0,3,0.012739025777429712,-0.012739025777429712,1.0,1.0128205128205128,1.0,1,"('כאן 11', '2024-11-20', 16)","('כאן 11', '2024-11-20', 16)",2024-11-20 04:11:00
כאן 11,PrimeShow1_middle_standard,PrimeShow1,middle,standard,afternoon,2024-11-20,12,2.0166666666666666,121.0,4,-0.08056856344484079,0.08056856344484079,1.0714285714285716,0.9884910485933504,1.0,1,"('כאן 11', '2024-11-20', 30)","('כאן 11', '2024-11-20', 30)",2024-11-20 12:25:00
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-20,12,2.1666666666666665,130.0,4,-0.16265734738158671,0.16265734738158671,1.1904761904761907,1.011764705882353,2.0,0,"('כאן 11', '2024-11-20', 30)","('כאן 11', '2024-11-20', 30)",2024-11-20 12:44:00
כאן 11,Other_middle_standard,Other,middle,standard,afternoon,2024-11-20,13,2.0,120.0,4,0.3077910253744944,-0.3077910253744944,0.7058823529411766,0.960294117647059,1.0,1,"('כאן 11', '2024-11-20', 36)","('כאן 11', '2024-11-20', 36)",2024-11-20 13:25:00
כאן 11,Other_last_standard,Other,last,standard,afternoon,2024-11-20,13,2.183333333333333,131.0,4,0.06725222700916747,-0.06725222700916747,1.0,1.0695652173913044,2.0,0,"('כאן 11', '2024-11-20', 36)","('כאן 11', '2024-11-20', 36)",2024-11-20 13:46:00
כאן 11,PrimeShow1_last_standard,PrimeShow1,last,standard,afternoon,2024-11-20,14,2.35,141.0,5,-0.21353148272682815,0.21353148272682815,1.2631578947368425,1.0202863961813844,1.0,1,"('כאן 11', '2024-11-20', 40)","('כאן 11', '2024-11-20', 40)",2024-11-20 14:28:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-20,14,2.216666666666667,133.0,3,0.24317957807463023,-0.24317957807463023,0.7777777777777778,0.9918981481481481,1.0,1,"('כאן 11', '2024-11-20', 44)","('כאן 11', '2024-11-20', 44)",2024-11-20 14:57:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-20,16,2.183333333333333,131.0,6,-0.20875481386211048,0.20875481386211048,1.0714285714285716,0.8695652173913042,1.0,1,"('כאן 11', '2024-11-20', 49)","('כאן 11', '2024-11-20', 49)",2024-11-20 16:08:00
כאן 11,Other_middle_standard,Other,middle,standard,afternoon,2024-11-20,16,2.3333333333333335,140.0,5,-0.17933806004260483,0.17933806004260483,1.1363636363636362,0.9497991967871485,2.0,0,"('כאן 11', '2024-11-20', 49)","('כאן 11', '2024-11-20', 49)",2024-11-20 16:29:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-20,17,2.2666666666666666,136.0,7,-0.05129329438755048,0.05129329438755048,1.0526315789473684,1.0,1.0,1,"('כאן 11', '2024-11-20', 52)","('כאן 11', '2024-11-20', 52)",2024-11-20 17:02:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-20,17,2.433333333333333,146.0,7,0.12883805875059107,-0.12883805875059107,0.9705882352941178,1.1040498442367601,2.0,0,"('כאן 11', '2024-11-20', 52)","('כאן 11', '2024-11-20', 52)",2024-11-20 17:36:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-20,18,2.1666666666666665,130.0,7,-0.005120661139767533,0.005120661139767533,0.9705882352941175,0.9656308851224106,1.0,1,"('כאן 11', '2024-11-20', 56)","('כאן 11', '2024-11-20', 56)",2024-11-20 18:09:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-20,18,2.45,147.0,6,0.14315826375495483,-0.14315826375495483,0.8958333333333336,1.033713200379867,2.0,0,"('כאן 11', '2024-11-20', 56)","('כאן 11', '2024-11-20', 56)",2024-11-20 18:24:00
כאן 11,News_last_short,News,last,short,late_evening,2024-11-20,21,0.75,45.0,2,0.13751762729235772,-0.13751762729235772,1.0,1.1474219317356573,1.0,1,"('כאן 11', '2024-11-20', 60)","('כאן 11', '2024-11-20', 60)",2024-11-20 21:30:00
כאן 11,PrimeShow2_first_long,PrimeShow2,first,long,late_evening,2024-11-20,21,3.1333333333333333,188.0,10,0.3319305077918916,-0.3319305077918916,0.6857142857142857,0.9556498264558428,1.0,1,"('כאן 11', '2024-11-20', 62)","('כאן 11', '2024-11-20', 62)",2024-11-20 21:44:00
כאן 11,PrimeShow2_last_long,PrimeShow2,last,long,late_evening,2024-11-20,22,3.3,198.0,10,-0.0016601450510409371,0.0016601450510409371,0.9090909090909091,0.9075829383886256,2.0,0,"('כאן 11', '2024-11-20', 62)","('כאן 11', '2024-11-20', 62)",2024-11-20 22:22:00
כאן 11,Other_last_standard,Other,last,standard,late_evening,2024-11-20,22,2.0,120.0,5,0.15927228817797678,-0.15927228817797678,0.7671232876712328,0.8995726495726497,1.0,1,"('כאן 11', '2024-11-20', 65)","('כאן 11', '2024-11-20', 65)",2024-11-20 22:56:00
כאן 11,Other_first_short,Other,first,short,late_evening,2024-11-20,23,1.1833333333333333,71.0,4,-0.25545688591885,0.25545688591885,1.0862068965517242,0.8413351623228166,1.0,1,"('כאן 11', '2024-11-20', 68)","('כאן 11', '2024-11-20', 68)",2024-11-20 23:19:00
כאן 11,News_middle_standard,News,middle,standard,late_evening,2024-11-20,23,1.9,114.0,3,-0.0019907968317147973,0.0019907968317147973,0.88,0.8782498414711476,1.0,1,"('כאן 11', '2024-11-20', 69)","('כאן 11', '2024-11-20', 69)",2024-11-20 23:39:00
כאן 11,Other_first_standard,Other,first,standard,overnight,2024-11-21,0,2.1666666666666665,130.0,5,-0.13165112373396282,0.13165112373396282,1.1153846153846154,0.9777983348751155,1.0,1,"('כאן 11', '2024-11-21', 0)","('כאן 11', '2024-11-21', 0)",2024-11-21 00:14:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-21,0,2.6,156.0,4,-0.18384140276372457,0.18384140276372457,1.1428571428571432,0.9509345794392525,1.0,1,"('כאן 11', '2024-11-21', 1)","('כאן 11', '2024-11-21', 1)",2024-11-21 00:44:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-21,1,2.216666666666667,133.0,4,-0.06765864847381493,0.06765864847381493,1.0,0.9345794392523363,1.0,1,"('כאן 11', '2024-11-21', 3)","('כאן 11', '2024-11-21', 3)",2024-11-21 01:18:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-21,1,2.566666666666667,154.0,4,0.16507975035944827,-0.16507975035944827,0.7500000000000001,0.8846153846153845,2.0,0,"('כאן 11', '2024-11-21', 3)","('כאן 11', '2024-11-21', 3)",2024-11-21 01:38:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-21,2,2.3666666666666667,142.0,4,0.1538727090124037,-0.1538727090124037,1.0,1.1663424124513617,1.0,1,"('כאן 11', '2024-11-21', 7)","('כאן 11', '2024-11-21', 7)",2024-11-21 02:04:00
כאן 11,Other_first_standard,Other,first,standard,overnight,2024-11-21,2,1.6166666666666667,97.0,3,-0.6001509238860172,0.6001509238860172,1.1428571428571426,0.6271186440677967,1.0,1,"('כאן 11', '2024-11-21', 9)","('כאן 11', '2024-11-21', 9)",2024-11-21 02:26:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-21,3,1.7666666666666666,106.0,3,-0.1731924994585708,0.1731924994585708,1.103448275862069,0.9279731993299832,2.0,0,"('כאן 11', '2024-11-21', 9)","('כאן 11', '2024-11-21', 9)",2024-11-21 03:02:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-21,3,1.3166666666666667,79.0,2,0.27103483901862413,-0.27103483901862413,0.6666666666666669,0.8742138364779872,1.0,1,"('כאן 11', '2024-11-21', 13)","('כאן 11', '2024-11-21', 13)",2024-11-21 03:34:00
כאן 11,Other_middle_short,Other,middle,short,overnight,2024-11-21,5,1.0,60.0,2,-0.06488762220587471,0.06488762220587471,1.0,0.9371727748691101,1.0,1,"('כאן 11', '2024-11-21', 21)","('כאן 11', '2024-11-21', 21)",2024-11-21 05:24:00
כאן 11,Other_last_short,Other,last,short,overnight,2024-11-21,5,1.3,78.0,2,-0.02259983191724092,0.02259983191724092,1.0,0.9776536312849162,2.0,0,"('כאן 11', '2024-11-21', 21)","('כאן 11', '2024-11-21', 21)",2024-11-21 05:39:00
כאן 11,Other_middle_standard,Other,middle,standard,afternoon,2024-11-21,12,2.0833333333333335,125.0,4,0.43705947352638125,-0.43705947352638125,0.6315789473684212,0.9777777777777777,1.0,1,"('כאן 11', '2024-11-21', 34)","('כאן 11', '2024-11-21', 34)",2024-11-21 12:52:00
כאן 11,Other_last_standard,Other,last,standard,afternoon,2024-11-21,13,1.8,108.0,4,1.2520519837515889,-1.2520519837515889,0.27272727272727276,0.953867028493894,2.0,0,"('כאן 11', '2024-11-21', 34)","('כאן 11', '2024-11-21', 34)",2024-11-21 13:12:00
כאן 11,PrimeShow1_middle_long,PrimeShow1,middle,long,afternoon,2024-11-21,14,3.55,213.0,6,0.1644014968362027,-0.1644014968362027,0.9,1.0608187134502924,1.0,1,"('כאן 11', '2024-11-21', 40)","('כאן 11', '2024-11-21', 40)",2024-11-21 14:35:00
כאן 11,PrimeShow1_middle_short,PrimeShow1,middle,short,afternoon,2024-11-21,15,1.1833333333333333,71.0,2,0.08248048657120081,-0.08248048657120081,1.0,1.085977482088025,1.0,1,"('כאן 11', '2024-11-21', 44)","('כאן 11', '2024-11-21', 44)",2024-11-21 15:30:00
כאן 11,Other_first_standard,Other,first,standard,afternoon,2024-11-21,16,2.8333333333333335,170.0,5,-0.2993602960598763,0.2993602960598763,1.1666666666666667,0.8648409893992932,1.0,1,"('כאן 11', '2024-11-21', 47)","('כאן 11', '2024-11-21', 47)",2024-11-21 16:09:00
כאן 11,Other_last_standard,Other,last,standard,afternoon,2024-11-21,16,2.3333333333333335,140.0,7,0.21323157588984654,-0.21323157588984654,0.8205128205128205,1.0155251141552513,2.0,0,"('כאן 11', '2024-11-21', 47)","('כאן 11', '2024-11-21', 47)",2024-11-21 16:43:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-21,17,2.35,141.0,6,-0.054982134417353334,0.054982134417353334,1.173913043478261,1.111111111111111,1.0,1,"('כאן 11', '2024-11-21', 50)","('כאן 11', '2024-11-21', 50)",2024-11-21 17:20:00
כאן 11,News_last_standard,News,last,standard,early_evening,2024-11-21,17,2.683333333333333,161.0,6,0.3514596799654218,-0.3514596799654218,0.71875,1.0214446952595935,2.0,0,"('כאן 11', '2024-11-21', 50)","('כאן 11', '2024-11-21', 50)",2024-11-21 17:42:00
כאן 11,News_first_standard,News,first,standard,early_evening,2024-11-21,18,2.75,165.0,8,-0.24049365954642227,0.24049365954642227,1.2222222222222223,0.9609595484477894,1.0,1,"('כאן 11', '2024-11-21', 54)","('כאן 11', '2024-11-21', 54)",2024-11-21 18:11:00
כאן 11,News_middle_standard,News,middle,standard,early_evening,2024-11-21,18,2.6333333333333333,158.0,5,0.025802696579228096,-0.025802696579228096,1.0980392156862744,1.126740278444551,2.0,0,"('כאן 11', '2024-11-21', 54)","('כאן 11', '2024-11-21', 54)",2024-11-21 18:35:00
כאן 11,News_last_short,News,last,short,late_evening,2024-11-21,21,0.8666666666666667,52.0,2,0.030016546042120475,-0.030016546042120475,1.0,1.0304715840386942,1.0,1,"('כאן 11', '2024-11-21', 58)","('כאן 11', '2024-11-21', 58)",2024-11-21 21:26:00
כאן 11,PrimeShow2_last_long,PrimeShow2,last,long,late_evening,2024-11-21,21,3.1166666666666667,187.0,9,-0.1896070854618973,0.1896070854618973,1.061855670103093,0.8784563357867514,1.0,1,"('כאן 11', '2024-11-21', 60)","('כאן 11', '2024-11-21', 60)",2024-11-21 21:53:00
כאן 11,Other_middle_long,Other,middle,long,late_evening,2024-11-21,22,3.4833333333333334,209.0,9,0.03957974825694721,-0.03957974825694721,0.8393782383419692,0.8732668450498662,1.0,1,"('כאן 11', '2024-11-21', 62)","('כאן 11', '2024-11-21', 62)",2024-11-21 22:25:00
כאן 11,News_last_standard,News,last,standard,late_evening,2024-11-21,23,2.15,129.0,3,-0.1389638180545511,0.1389638180545511,0.9855072463768114,0.8576470588235294,1.0,1,"('כאן 11', '2024-11-21', 65)","('כאן 11', '2024-11-21', 65)",2024-11-21 23:12:00
כאן 11,PrimeShow2_middle_standard,PrimeShow2,middle,standard,late_evening,2024-11-21,23,2.3666666666666667,142.0,6,0.21342720624747277,-0.21342720624747277,0.7045454545454546,0.8721662468513854,1.0,1,"('כאן 11', '2024-11-21', 67)","('כאן 11', '2024-11-21', 67)",2024-11-21 23:38:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-22,0,2.183333333333333,131.0,5,-0.1084124817244797,0.1084124817244797,1.0357142857142858,0.9293023255813955,1.0,1,"('כאן 11', '2024-11-22', 0)","('כאן 11', '2024-11-22', 0)",2024-11-22 00:19:00
כאן 11,Other_middle_standard,Other,middle,standard,overnight,2024-11-22,0,2.6333333333333333,158.0,4,0.17608217183323932,-0.17608217183323932,0.7499999999999999,0.8944020356234096,1.0,1,"('כאן 11', '2024-11-22', 2)","('כאן 11', '2024-11-22', 2)",2024-11-22 00:57:00
כאן 11,Other_last_standard,Other,last,standard,overnight,2024-11-22,1,2.0,120.0,4,0.43597594937170236,-0.43597594937170236,0.5833333333333333,0.9021084337349395,2.0,0,"('כאן 11', '2024-11-22', 2)","('כאן 11', '2024-11-22', 2)",2024-11-22 01:16:00
