prog_key,n_breaks,total_seconds,channel,program_type,hour,day,daypart,total_minutes_rounded,n_meas,total_shed,mean_len,n_keyed,fully_measured
"('כאן 11', '2024-11-20', 44)",1,133.0,כאן 11,Other,14,2024-11-20,afternoon,2,1.0,0.24317957807463023,2.216666666666667,1,True
"('כאן 11', '2024-11-20', 49)",2,271.0,כאן 11,Other,16,2024-11-20,afternoon,5,2.0,-0.3880928739047153,2.2583333333333333,2,True
"('כאן 11', '2024-11-20', 52)",2,282.0,כאן 11,News,17,2024-11-20,early_evening,5,2.0,0.07754476436304059,2.3499999999999996,2,True
"('כאן 11', '2024-11-20', 56)",2,277.0,כאן 11,News,18,2024-11-20,early_evening,5,2.0,0.1380376026151873,2.3083333333333336,2,True
"('כאן 11', '2024-11-20', 60)",1,45.0,כאן 11,News,21,2024-11-20,late_evening,1,1.0,0.13751762729235772,0.75,1,True
"('כאן 11', '2024-11-20', 62)",2,386.0,כאן 11,PrimeShow2,21,2024-11-20,late_evening,6,2.0,0.33027036274085064,3.216666666666667,2,True
"('כאן 11', '2024-11-20', 65)",1,120.0,כאן 11,Other,22,2024-11-20,late_evening,2,1.0,0.15927228817797678,2.0,1,True
"('כאן 11', '2024-11-20', 68)",1,71.0,כאן 11,Other,23,2024-11-20,late_evening,1,1.0,-0.25545688591885,1.1833333333333333,1,True
"('כאן 11', '2024-11-20', 69)",1,114.0,כאן 11,News,23,2024-11-20,late_evening,2,1.0,-0.0019907968317147973,1.9,1,True
"('כאן 11', '2024-11-21', 0)",1,130.0,כאן 11,Other,0,2024-11-21,overnight,2,1.0,-0.13165112373396282,2.1666666666666665,1,True
"('כאן 11', '2024-11-21', 1)",1,156.0,כאן 11,Other,0,2024-11-21,overnight,3,1.0,-0.18384140276372457,2.6,1,True
"('כאן 11', '2024-11-21', 3)",2,287.0,כאן 11,Other,1,2024-11-21,overnight,5,2.0,0.09742110188563334,2.3916666666666666,2,True
"('כאן 11', '2024-11-21', 7)",1,142.0,כאן 11,Other,2,2024-11-21,overnight,2,1.0,0.1538727090124037,2.3666666666666667,1,True
"('כאן 11', '2024-11-21', 9)",2,203.0,כאן 11,Other,2,2024-11-21,overnight,3,2.0,-0.7733434233445879,1.6916666666666667,2,True
"('כאן 11', '2024-11-21', 13)",1,79.0,כאן 11,Other,3,2024-11-21,overnight,1,1.0,0.27103483901862413,1.3166666666666667,1,True
"('כאן 11', '2024-11-21', 21)",2,138.0,כאן 11,Other,5,2024-11-21,overnight,2,2.0,-0.08748745412311563,1.15,2,True
"('כאן 11', '2024-11-21', 34)",2,233.0,כאן 11,Other,12,2024-11-21,afternoon,4,2.0,1.6891114572779702,1.9416666666666669,2,True
"('כאן 11', '2024-11-21', 40)",1,213.0,כאן 11,PrimeShow1,14,2024-11-21,afternoon,4,1.0,0.1644014968362027,3.55,1,True
"('כאן 11', '2024-11-21', 44)",1,71.0,כאן 11,PrimeShow1,15,2024-11-21,afternoon,1,1.0,0.08248048657120081,1.1833333333333333,1,True
"('כאן 11', '2024-11-21', 47)",2,310.0,כאן 11,Other,16,2024-11-21,afternoon,5,2.0,-0.08612872017002976,2.5833333333333335,2,True
"('כאן 11', '2024-11-21', 50)",2,302.0,כאן 11,News,17,2024-11-21,early_evening,5,2.0,0.2964775455480685,2.5166666666666666,2,True
"('כאן 11', '2024-11-21', 54)",2,323.0,כאן 11,News,18,2024-11-21,early_evening,5,2.0,-0.21469096296719417,2.6916666666666664,2,True
"('כאן 11', '2024-11-21', 58)",1,52.0,כאן 11,News,21,2024-11-21,late_evening,1,1.0,0.030016546042120475,0.8666666666666667,1,True
"('כאן 11', '2024-11-21', 60)",1,187.0,כאן 11,PrimeShow2,21,2024-11-21,late_evening,3,1.0,-0.1896070854618973,3.1166666666666667,1,True
"('כאן 11', '2024-11-21', 62)",1,209.0,כאן 11,Other,22,2024-11-21,late_evening,3,1.0,0.03957974825694721,3.4833333333333334,1,True
"('כאן 11', '2024-11-21', 65)",1,129.0,כאן 11,News,23,2024-11-21,late_evening,2,1.0,-0.1389638180545511,2.15,1,True
"('כאן 11', '2024-11-21', 67)",1,142.0,כאן 11,PrimeShow2,23,2024-11-21,late_evening,2,1.0,0.21342720624747277,2.3666666666666667,1,True
"('כאן 11', '2024-11-22', 0)",1,131.0,כאן 11,Other,0,2024-11-22,overnight,2,1.0,-0.1084124817244797,2.183333333333333,1,True
"('כאן 11', '2024-11-22', 2)",2,278.0,כאן 11,Other,0,2024-11-22,overnight,5,2.0,0.6120581212049416,2.3166666666666664,2,True
"('כאן 11', '2024-11-22', 5)",1,141.0,כאן 11,Other,1,2024-11-22,overnight,2,1.0,0.5249456488403023,2.35,1,True
"('כאן 11', '2024-11-22', 8)",1,149.0,כאן 11,Other,2,2024-11-22,overnight,2,1.0,0.050458221270129056,2.4833333333333334,1,True
"('כאן 11', '2024-11-22', 12)",1,197.0,כאן 11,Other,2,2024-11-22,overnight,3,1.0,-0.056776515802082005,3.283333333333333,1,True
"('כאן 11', '2024-11-22', 31)",2,367.0,כאן 11,PrimeShow2,12,2024-11-22,afternoon,6,2.0,0.2541415048994007,3.0583333333333336,2,True
"('כאן 11', '2024-11-22', 34)",1,170.0,כאן 11,Other,13,2024-11-22,afternoon,3,1.0,-0.3968743967710362,2.8333333333333335,1,True
"('כאן 11', '2024-11-22', 38)",1,183.0,כאן 11,Other,14,2024-11-22,afternoon,3,1.0,-0.1514032813099895,3.05,1,True
"('כאן 11', '2024-11-22', 40)",1,120.0,כאן 11,Other,14,2024-11-22,afternoon,2,1.0,0.13115479389101278,2.0,1,True
"('כאן 11', '2024-11-22', 42)",1,176.0,כאן 11,Other,15,2024-11-22,afternoon,3,1.0,-0.08012568489633662,2.933333333333333,1,True
"('כאן 11', '2024-11-22', 48)",2,316.0,כאן 11,PrimeShow2,16,2024-11-22,afternoon,5,2.0,-0.3257308256362547,2.6333333333333333,2,True
"('כאן 11', '2024-11-22', 51)",5,798.0,כאן 11,Other,17,2024-11-22,early_evening,13,5.0,1.382264020426321,2.66,5,True
"('כאן 11', '2024-11-22', 57)",1,85.0,כאן 11,News,21,2024-11-22,late_evening,1,1.0,-0.06133297406104629,1.4166666666666667,1,True
"('כאן 11', '2024-11-22', 59)",2,364.0,כאן 11,PrimeShow2,22,2024-11-22,late_evening,6,2.0,-0.16674101019784673,3.033333333333333,2,True
"('כאן 11', '2024-11-22', 62)",1,186.0,כאן 11,Other,23,2024-11-22,late_evening,3,1.0,0.07110367585908367,3.1,1,True
"('כאן 11', '2024-11-22', 65)",1,173.0,כאן 11,PrimeShow1,23,2024-11-22,late_evening,3,1.0,-0.03965387782169351,2.8833333333333333,1,True
"('כאן 11', '2024-11-23', 0)",1,101.0,כאן 11,Other,0,2024-11-23,overnight,2,1.0,-0.12009030133288688,1.6833333333333333,1,True
"('כאן 11', '2024-11-23', 1)",1,136.0,כאן 11,Other,0,2024-11-23,overnight,2,1.0,0.2552225915356647,2.2666666666666666,1,True
"('כאן 11', '2024-11-23', 2)",2,300.0,כאן 11,Other,1,2024-11-23,overnight,5,2.0,0.09742110188563335,2.5,2,True
"('כאן 11', '2024-11-23', 6)",1,106.0,כאן 11,Other,2,2024-11-23,overnight,2,1.0,-0.11778303565638351,1.7666666666666666,1,True
"('כאן 11', '2024-11-23', 8)",2,315.0,כאן 11,Other,2,2024-11-23,overnight,5,2.0,-0.08233492207948762,2.625,2,True
"('כאן 11', '2024-11-23', 14)",2,260.0,כאן 11,Other,4,2024-11-23,overnight,4,2.0,0.027012139445368843,2.166666666666667,2,True
"('כאן 11', '2024-11-23', 20)",1,111.0,כאן 11,Other,5,2024-11-23,overnight,2,1.0,0.06001800972625274,1.85,1,True
"('כאן 11', '2024-11-23', 23)",2,341.0,כאן 11,Other,7,2024-11-23,morning,6,2.0,0.4689248661918715,2.841666666666667,2,True
"('כאן 11', '2024-11-23', 26)",1,174.0,כאן 11,Other,8,2024-11-23,morning,3,1.0,0.20016691711396473,2.9,1,True
"('כאן 11', '2024-11-23', 28)",2,302.0,כאן 11,Other,8,2024-11-23,morning,5,2.0,0.597592658285065,2.5166666666666666,2,True
"('כאן 11', '2024-11-23', 33)",1,115.0,כאן 11,Other,9,2024-11-23,morning,2,1.0,-0.018037624316547797,1.9166666666666667,1,True
"('כאן 11', '2024-11-23', 37)",1,175.0,כאן 11,PrimeShow2,12,2024-11-23,afternoon,3,1.0,0.5082078212239117,2.9166666666666665,1,True
"('כאן 11', '2024-11-23', 41)",2,326.0,כאן 11,Other,13,2024-11-23,afternoon,5,2.0,-0.9301736634161624,2.716666666666667,2,True
"('כאן 11', '2024-11-23', 44)",2,332.0,כאן 11,Other,14,2024-11-23,afternoon,6,2.0,0.3744504253366423,2.7666666666666666,2,True
"('כאן 11', '2024-11-23', 47)",1,172.0,כאן 11,Other,15,2024-11-23,afternoon,3,1.0,0.20671645619157206,2.8666666666666667,1,True
"('כאן 11', '2024-11-23', 49)",1,118.0,כאן 11,Other,15,2024-11-23,afternoon,2,1.0,0.10130270710038541,1.9666666666666666,1,True
"('כאן 11', '2024-11-23', 51)",4,630.0,כאן 11,Other,16,2024-11-23,afternoon,10,4.0,0.22647210647268137,2.625,4,True
"('כאן 11', '2024-11-23', 56)",1,152.0,כאן 11,News,18,2024-11-23,early_evening,3,1.0,0.1423126840042205,2.533333333333333,1,True
"('כאן 11', '2024-11-23', 59)",1,49.0,כאן 11,News,21,2024-11-23,late_evening,1,1.0,-0.10373353585315495,0.8166666666666667,1,True
"('כאן 11', '2024-11-23', 61)",1,215.0,כאן 11,PrimeShow2,21,2024-11-23,late_evening,4,1.0,0.05060603537840669,3.5833333333333335,1,True
"('כאן 11', '2024-11-23', 63)",2,310.0,כאן 11,Other,22,2024-11-23,late_evening,5,2.0,0.3149149108106426,2.5833333333333335,2,True
"('כאן 11', '2024-11-23', 67)",1,156.0,כאן 11,PrimeShow1,23,2024-11-23,late_evening,3,1.0,-0.279055131816258,2.6,1,True
"('כאן 11', '2024-11-24', 0)",1,111.0,כאן 11,Other,0,2024-11-24,overnight,2,1.0,-0.46428458404800993,1.85,1,True
"('כאן 11', '2024-11-24', 1)",1,170.0,כאן 11,Other,0,2024-11-24,overnight,3,1.0,-0.9362404991374937,2.8333333333333335,1,True
"('כאן 11', '2024-11-24', 3)",1,109.0,כאן 11,Other,1,2024-11-24,overnight,2,1.0,0.3378064596343495,1.8166666666666667,1,True
"('כאן 11', '2024-11-24', 5)",1,144.0,כאן 11,Other,1,2024-11-24,overnight,2,1.0,-0.04036422385536035,2.4,1,True
"('כאן 11', '2024-11-24', 7)",1,128.0,כאן 11,Other,2,2024-11-24,overnight,2,1.0,-0.089298137647697,2.1333333333333333,1,True
"('כאן 11', '2024-11-24', 9)",1,159.0,כאן 11,Other,3,2024-11-24,overnight,3,1.0,-0.09654869154149598,2.65,1,True
"('כאן 11', '2024-11-24', 12)",2,235.0,כאן 11,Other,3,2024-11-24,overnight,4,2.0,0.052039822217371676,1.9583333333333335,2,True
"('כאן 11', '2024-11-24', 18)",1,124.0,כאן 11,Other,5,2024-11-24,overnight,2,1.0,0.02127739844728488,2.066666666666667,1,True
"('כאן 11', '2024-11-24', 20)",1,111.0,כאן 11,Other,5,2024-11-24,overnight,2,1.0,0.06755815101129109,1.85,1,True
"('כאן 11', '2024-11-24', 26)",2,283.0,כאן 11,PrimeShow1,12,2024-11-24,afternoon,5,2.0,0.4296282166417811,2.3583333333333334,2,True
"('כאן 11', '2024-11-24', 31)",2,224.0,כאן 11,Other,15,2024-11-24,afternoon,4,2.0,0.24063890225874654,1.8666666666666667,2,True
"('כאן 11', '2024-11-24', 34)",2,321.0,כאן 11,News,16,2024-11-24,afternoon,5,2.0,0.3384344711145796,2.675,2,True
"('כאן 11', '2024-11-24', 37)",2,308.0,כאן 11,Other,17,2024-11-24,early_evening,5,2.0,-0.47588449007814854,2.5666666666666664,2,True
"('כאן 11', '2024-11-24', 41)",2,226.0,כאן 11,News,18,2024-11-24,early_evening,4,2.0,-0.023155644331211356,1.8833333333333333,2,True
"('כאן 11', '2024-11-24', 47)",1,230.0,כאן 11,PrimeShow2,22,2024-11-24,late_evening,4,1.0,-0.0030345813567309796,3.8333333333333335,1,True
"('כאן 11', '2024-11-24', 49)",1,161.0,כאן 11,Other,22,2024-11-24,late_evening,3,1.0,0.6433175418279434,2.683333333333333,1,True
"('כאן 11', '2024-11-24', 51)",1,133.0,כאן 11,Other,22,2024-11-24,late_evening,2,1.0,-0.25731279911081223,2.216666666666667,1,True
"('כאן 11', '2024-11-24', 52)",1,131.0,כאן 11,News,23,2024-11-24,late_evening,2,1.0,0.1012367984739643,2.183333333333333,1,True
"('כאן 11', '2024-11-24', 54)",1,12.0,כאן 11,PrimeShow2,23,2024-11-24,late_evening,0,1.0,0.18388557225243835,0.2,1,True
"('כאן 11', '2024-11-24', 55)",1,154.0,כאן 11,Other,23,2024-11-24,late_evening,3,1.0,-0.1533274312420289,2.566666666666667,1,True
"('כאן 11', '2024-11-25', 0)",1,69.0,כאן 11,Other,0,2024-11-25,overnight,1,1.0,-0.13474109567262268,1.15,1,True
"('כאן 11', '2024-11-25', 3)",1,147.0,כאן 11,PrimeShow2,0,2024-11-25,overnight,2,1.0,-0.22244630540718346,2.45,1,True
"('כאן 11', '2024-11-25', 5)",1,90.0,כאן 11,Other,0,2024-11-25,overnight,2,1.0,-0.3146513702030433,1.5,1,True
"('כאן 11', '2024-11-25', 7)",1,170.0,כאן 11,Other,1,2024-11-25,overnight,3,1.0,-0.03836086787244637,2.8333333333333335,1,True
"('כאן 11', '2024-11-25', 10)",1,123.0,כאן 11,Other,2,2024-11-25,overnight,2,1.0,0.656625074764754,2.05,1,True
"('כאן 11', '2024-11-25', 12)",2,228.0,כאן 11,Other,2,2024-11-25,overnight,4,2.0,-1.5035704268395005,1.9,2,True
"('כאן 11', '2024-11-25', 30)",2,288.0,כאן 11,PrimeShow1,12,2024-11-25,afternoon,5,2.0,0.3380694875736802,2.4000000000000004,2,True
"('כאן 11', '2024-11-25', 35)",2,243.0,כאן 11,Other,13,2024-11-25,afternoon,4,2.0,0.1819043585422284,2.025,2,True
"('כאן 11', '2024-11-25', 39)",1,162.0,כאן 11,PrimeShow1,14,2024-11-25,afternoon,3,1.0,0.4205612467746606,2.7,1,True
"('כאן 11', '2024-11-25', 42)",1,89.0,כאן 11,Other,14,2024-11-25,afternoon,1,1.0,-0.2876820724517808,1.4833333333333334,1,True
"('כאן 11', '2024-11-25', 47)",1,40.0,כאן 11,Other,15,2024-11-25,afternoon,1,1.0,-0.1982320197448776,0.6666666666666666,1,True
"('כאן 11', '2024-11-25', 50)",2,314.0,כאן 11,Other,16,2024-11-25,afternoon,5,2.0,-0.2438001899040225,2.6166666666666667,2,True
"('כאן 11', '2024-11-25', 53)",2,324.0,כאן 11,News,17,2024-11-25,early_evening,5,2.0,0.17681116124495205,2.7,2,True
"('כאן 11', '2024-11-25', 57)",2,316.0,כאן 11,News,18,2024-11-25,early_evening,5,2.0,-0.1666670555126693,2.6333333333333337,2,True
"('כאן 11', '2024-11-25', 63)",1,215.0,כאן 11,PrimeShow2,22,2024-11-25,late_evening,4,1.0,-0.019622888973093992,3.5833333333333335,1,True
"('כאן 11', '2024-11-25', 65)",1,160.0,כאן 11,Other,22,2024-11-25,late_evening,3,1.0,0.09367689894934013,2.6666666666666665,1,True
"('כאן 11', '2024-11-25', 67)",1,170.0,כאן 11,Other,22,2024-11-25,late_evening,3,1.0,-0.08404679723642264,2.8333333333333335,1,True
"('כאן 11', '2024-11-25', 68)",1,143.0,כאן 11,News,23,2024-11-25,late_evening,2,1.0,0.1949782203875021,2.3833333333333333,1,True
"('כאן 11', '2024-11-25', 71)",1,18.0,כאן 11,Other,23,2024-11-25,late_evening,0,1.0,0.2657307363482459,0.3,1,True
"('כאן 11', '2024-11-26', 0)",1,190.0,כאן 11,Other,0,2024-11-26,overnight,3,1.0,0.14826484764999717,3.1666666666666665,1,True
"('כאן 11', '2024-11-26', 1)",2,232.0,כאן 11,Other,0,2024-11-26,overnight,4,2.0,-0.03914639981127614,1.9333333333333333,2,True
"('כאן 11', '2024-11-26', 4)",2,197.0,כאן 11,Other,1,2024-11-26,overnight,3,2.0,0.640404172735999,1.6416666666666666,2,True
"('כאן 11', '2024-11-26', 7)",2,263.0,כאן 11,Other,2,2024-11-26,overnight,4,2.0,-0.23243821016662278,2.1916666666666664,2,True
"('כאן 11', '2024-11-26', 10)",1,131.0,כאן 11,Other,3,2024-11-26,overnight,2,1.0,-0.35786118369823866,2.183333333333333,1,True
"('כאן 11', '2024-11-26', 14)",2,217.0,כאן 11,Other,4,2024-11-26,overnight,4,2.0,0.07049845223808213,1.8083333333333333,2,True
"('כאן 11', '2024-11-26', 18)",2,161.0,כאן 11,Other,5,2024-11-26,overnight,3,2.0,0.37985496941377644,1.3416666666666668,2,True
"('כאן 11', '2024-11-26', 27)",2,303.0,כאן 11,PrimeShow1,12,2024-11-26,afternoon,5,2.0,-1.2195061122659547,2.525,2,True
"('כאן 11', '2024-11-26', 33)",2,321.0,כאן 11,Other,13,2024-11-26,afternoon,5,2.0,-0.49028957321830213,2.675,2,True
"('כאן 11', '2024-11-26', 37)",1,129.0,כאן 11,PrimeShow1,14,2024-11-26,afternoon,2,1.0,-0.03751196012691382,2.15,1,True
"('כאן 11', '2024-11-26', 44)",1,12.0,כאן 11,Other,15,2024-11-26,afternoon,0,1.0,-0.8200372121783114,0.2,1,True
"('כאן 11', '2024-11-26', 45)",1,40.0,כאן 11,Other,15,2024-11-26,afternoon,1,1.0,0.202623512589782,0.6666666666666666,1,True
"('כאן 11', '2024-11-26', 47)",2,325.0,כאן 11,Other,16,2024-11-26,afternoon,5,2.0,0.7533740589490827,2.7083333333333335,2,True
"('כאן 11', '2024-11-26', 50)",2,319.0,כאן 11,News,17,2024-11-26,early_evening,5,2.0,0.47578708979513407,2.658333333333333,2,True
"('כאן 11', '2024-11-26', 53)",2,303.0,כאן 11,News,18,2024-11-26,early_evening,5,2.0,0.10957864817690544,2.525,2,True
"('כאן 11', '2024-11-26', 61)",1,246.0,כאן 11,Other,22,2024-11-26,late_evening,4,1.0,0.02454970323789435,4.1,1,True
"('כאן 11', '2024-11-26', 63)",1,145.0,כאן 11,News,22,2024-11-26,late_evening,2,1.0,0.3091083898274429,2.4166666666666665,1,True
"('כאן 11', '2024-11-26', 66)",1,18.0,כאן 11,Other,23,2024-11-26,late_evening,0,1.0,0.0028828490565609294,0.3,1,True
"('כאן 11', '2024-11-26', 67)",1,102.0,כאן 11,Other,23,2024-11-26,late_evening,2,1.0,-0.2166507169744014,1.7,1,True
"('כאן 11', '2024-11-27', 0)",1,157.0,כאן 11,Other,0,2024-11-27,overnight,3,1.0,-0.041672696400568074,2.6166666666666667,1,True
"('כאן 11', '2024-11-27', 1)",1,118.0,כאן 11,Other,0,2024-11-27,overnight,2,1.0,-0.0553922207440174,1.9666666666666666,1,True
"('כאן 11', '2024-11-27', 2)",2,237.0,כאן 11,Other,1,2024-11-27,overnight,4,2.0,-0.27413402691400746,1.9749999999999999,2,True
"('כאן 11', '2024-11-27', 8)",1,83.0,כאן 11,Other,2,2024-11-27,overnight,1,1.0,0.06201640586933013,1.3833333333333333,1,True
"('כאן 11', '2024-11-27', 10)",1,120.0,כאן 11,Other,2,2024-11-27,overnight,2,1.0,0.23443755793296875,2.0,1,True
"('כאן 11', '2024-11-27', 15)",1,121.0,כאן 11,Other,4,2024-11-27,overnight,2,1.0,-0.012903404835907729,2.0166666666666666,1,True
"('כאן 11', '2024-11-27', 20)",2,214.0,כאן 11,Other,5,2024-11-27,overnight,4,2.0,0.3260894317698095,1.7833333333333332,2,True
"('כאן 11', '2024-11-27', 34)",2,242.0,כאן 11,Other,13,2024-11-27,afternoon,4,2.0,-0.3504389610861974,2.0166666666666666,2,True
"('כאן 11', '2024-11-27', 38)",1,184.0,כאן 11,PrimeShow1,14,2024-11-27,afternoon,3,1.0,0.020083368454677317,3.066666666666667,1,True
"('כאן 11', '2024-11-27', 41)",1,178.0,כאן 11,Other,14,2024-11-27,afternoon,3,1.0,0.32833738641493704,2.966666666666667,1,True
"('כאן 11', '2024-11-27', 45)",1,46.0,כאן 11,Other,15,2024-11-27,afternoon,1,1.0,0.1357631689098678,0.7666666666666667,1,True
"('כאן 11', '2024-11-27', 48)",2,304.0,כאן 11,Other,16,2024-11-27,afternoon,5,2.0,0.2587033885890947,2.533333333333333,2,True
"('כאן 11', '2024-11-27', 51)",2,316.0,כאן 11,News,17,2024-11-27,early_evening,5,2.0,0.26916103083823173,2.6333333333333333,2,True
"('כאן 11', '2024-11-27', 55)",2,306.0,כאן 11,News,18,2024-11-27,early_evening,5,2.0,0.14789620037955176,2.55,2,True
"('כאן 11', '2024-11-27', 61)",2,413.0,כאן 11,PrimeShow2,21,2024-11-27,late_evening,7,2.0,0.07834484630351986,3.4416666666666664,2,True
"('כאן 11', '2024-11-27', 64)",1,206.0,כאן 11,Other,22,2024-11-27,late_evening,3,1.0,0.034024142761011206,3.433333333333333,1,True
"('כאן 11', '2024-11-27', 67)",1,135.0,כאן 11,News,23,2024-11-27,late_evening,2,1.0,-0.07527492223414323,2.25,1,True
"('כאן 11', '2024-11-27', 69)",1,34.0,כאן 11,PrimeShow2,23,2024-11-27,late_evening,1,1.0,-0.032505570404931294,0.5666666666666667,1,True
"('כאן 11', '2024-11-28', 0)",1,112.0,כאן 11,Other,0,2024-11-28,overnight,2,1.0,-0.16821627428577263,1.8666666666666667,1,True
"('כאן 11', '2024-11-28', 1)",1,213.0,כאן 11,Other,0,2024-11-28,overnight,4,1.0,0.1849232826602682,3.55,1,True
"('כאן 11', '2024-11-28', 3)",1,96.0,כאן 11,Other,1,2024-11-28,overnight,2,1.0,0.4826129136716342,1.6,1,True
"('כאן 11', '2024-11-28', 5)",1,116.0,כאן 11,Other,1,2024-11-28,overnight,2,1.0,-0.054311989353739605,1.9333333333333333,1,True
"('כאן 11', '2024-11-28', 7)",2,233.0,כאן 11,Other,2,2024-11-28,overnight,4,2.0,0.9472798424936978,1.9416666666666667,2,True
"('כאן 11', '2024-11-28', 11)",1,156.0,כאן 11,Other,3,2024-11-28,overnight,3,1.0,-0.21245323337704825,2.6,1,True
"('כאן 11', '2024-11-28', 28)",2,271.0,כאן 11,PrimeShow2,12,2024-11-28,afternoon,5,2.0,0.44375466223530874,2.2583333333333333,2,True
"('כאן 11', '2024-11-28', 33)",2,271.0,כאן 11,Other,13,2024-11-28,afternoon,5,2.0,-1.0711622006845385,2.2583333333333333,2,True
"('כאן 11', '2024-11-28', 37)",1,88.0,כאן 11,PrimeShow1,14,2024-11-28,afternoon,1,1.0,0.7213843507415553,1.4666666666666666,1,True
"('כאן 11', '2024-11-28', 45)",1,12.0,כאן 11,Other,15,2024-11-28,afternoon,0,1.0,-0.06345097345017224,0.2,1,True
"('כאן 11', '2024-11-28', 46)",1,160.0,כאן 11,Other,15,2024-11-28,afternoon,3,1.0,0.07534714227155825,2.6666666666666665,1,True
"('כאן 11', '2024-11-28', 49)",2,224.0,כאן 11,Other,16,2024-11-28,afternoon,4,2.0,0.24821955810231286,1.8666666666666667,2,True
"('כאן 11', '2024-11-28', 60)",2,24.0,כאן 11,News,21,2024-11-28,late_evening,0,2.0,-0.37918040458233093,0.2,2,True
"('כאן 11', '2024-11-28', 65)",1,202.0,כאן 11,Other,22,2024-11-28,late_evening,3,1.0,0.03459941131170241,3.3666666666666667,1,True
"('כאן 11', '2024-11-28', 68)",1,59.0,כאן 11,Other,22,2024-11-28,late_evening,1,1.0,0.14172815982870143,0.9833333333333333,1,True
"('כאן 11', '2024-11-28', 69)",1,125.0,כאן 11,News,23,2024-11-28,late_evening,2,1.0,0.3191595981615982,2.0833333333333335,1,True
"('כאן 11', '2024-11-29', 0)",1,103.0,כאן 11,Other,0,2024-11-29,overnight,2,1.0,0.041407620189605886,1.7166666666666666,1,True
"('כאן 11', '2024-11-29', 2)",1,147.0,כאן 11,Other,1,2024-11-29,overnight,2,1.0,-0.0619065558808288,2.45,1,True
"('כאן 11', '2024-11-29', 5)",1,69.0,כאן 11,Other,1,2024-11-29,overnight,1,1.0,0.2031442269335631,1.15,1,True
"('כאן 11', '2024-11-29', 7)",1,129.0,כאן 11,Other,2,2024-11-29,overnight,2,1.0,0.44840155487870825,2.15,1,True
"('כאן 11', '2024-11-29', 9)",1,95.0,כאן 11,Other,2,2024-11-29,overnight,2,1.0,-0.04747235154735539,1.5833333333333333,1,True
"('כאן 11', '2024-11-29', 11)",1,126.0,כאן 11,Other,3,2024-11-29,overnight,2,1.0,-0.010986079343570487,2.1,1,True
"('כאן 11', '2024-11-29', 15)",2,163.0,כאן 11,Other,3,2024-11-29,overnight,3,2.0,-0.4216500986385288,1.3583333333333334,2,True
"('כאן 11', '2024-11-29', 19)",2,219.0,כאן 11,Other,5,2024-11-29,overnight,4,2.0,0.032318553416483896,1.8250000000000002,2,True
"('כאן 11', '2024-11-29', 43)",1,87.0,כאן 11,PrimeShow2,14,2024-11-29,afternoon,1,1.0,0.3504053309251371,1.45,1,True
"('כאן 11', '2024-11-29', 45)",1,75.0,כאן 11,Other,15,2024-11-29,afternoon,1,1.0,-0.21111750443393557,1.25,1,True
"('כאן 11', '2024-11-29', 49)",1,129.0,כאן 11,Other,15,2024-11-29,afternoon,2,1.0,-0.3041624010077789,2.15,1,True
"('כאן 11', '2024-11-29', 51)",2,182.0,כאן 11,Other,16,2024-11-29,afternoon,3,2.0,0.21674997283547706,1.5166666666666666,2,True
"('כאן 11', '2024-11-29', 54)",5,308.0,כאן 11,Other,17,2024-11-29,early_evening,5,5.0,0.3109547985682344,1.0266666666666666,5,True
"('כאן 11', '2024-11-29', 60)",2,24.0,כאן 11,News,21,2024-11-29,late_evening,0,2.0,-0.2127991012052118,0.2,2,True
"('כאן 11', '2024-11-29', 63)",2,200.0,כאן 11,Other,22,2024-11-29,late_evening,3,2.0,-0.16195896589008937,1.6666666666666667,2,True
"('כאן 11', '2024-11-29', 66)",1,185.0,כאן 11,Other,23,2024-11-29,late_evening,3,1.0,-0.040591074915404035,3.0833333333333335,1,True
"('כאן 11', '2024-11-29', 69)",1,12.0,כאן 11,PrimeShow1,23,2024-11-29,late_evening,0,1.0,-0.017992755866390722,0.2,1,True
"('כאן 11', '2024-11-30', 0)",1,141.0,כאן 11,Other,0,2024-11-30,overnight,2,1.0,0.07781518089726656,2.35,1,True
"('כאן 11', '2024-11-30', 1)",1,154.0,כאן 11,Other,0,2024-11-30,overnight,3,1.0,0.002604237341201618,2.566666666666667,1,True
"('כאן 11', '2024-11-30', 4)",2,129.0,כאן 11,Other,1,2024-11-30,overnight,2,2.0,0.11449770588778398,1.075,2,True
"('כאן 11', '2024-11-30', 8)",1,117.0,כאן 11,Other,2,2024-11-30,overnight,2,1.0,0.8315608981968374,1.95,1,True
"('כאן 11', '2024-11-30', 10)",2,293.0,כאן 11,Other,2,2024-11-30,overnight,5,2.0,0.1101703297506488,2.4416666666666664,2,True
"('כאן 11', '2024-11-30', 13)",2,252.0,כאן 11,Other,3,2024-11-30,overnight,4,2.0,-0.14869896964509394,2.1,2,True
"('כאן 11', '2024-11-30', 36)",1,69.0,כאן 11,PrimeShow1,12,2024-11-30,afternoon,1,1.0,0.2811843237942609,1.15,1,True
"('כאן 11', '2024-11-30', 39)",1,73.0,כאן 11,Other,13,2024-11-30,afternoon,1,1.0,-0.239525621865027,1.2166666666666666,1,True
"('כאן 11', '2024-11-30', 47)",1,85.0,כאן 11,Other,15,2024-11-30,afternoon,1,1.0,0.0897024752492895,1.4166666666666667,1,True
