channel,channel_name,start_min,end_min,break_seconds,len_min,num_spots,program_type,break_position,break_length,ordinal,prog_key,gap_prev_min,gap_next_min,measured,title,shed
כאן 11,Other_middle_long,2024-11-23 22:43:00,2024-11-23 22:46:00,193.0,3.216666666666667,9,Other,middle,long,1.0,"('כאן 11', '2024-11-23', 63)",41.0,13.0,1,קו המים,0.0979576691882985
כאן 11,Other_last_standard,2024-11-23 22:59:00,2024-11-23 23:01:00,117.0,1.95,3,Other,last,standard,2.0,"('כאן 11', '2024-11-23', 63)",13.0,44.0,1,קו המים,0.21695724162234412
כאן 11,PrimeShow1_middle_standard,2024-11-23 23:45:00,2024-11-23 23:47:00,156.0,2.6,5,PrimeShow1,middle,standard,1.0,"('כאן 11', '2024-11-23', 67)",44.0,27.0,1,מה שתגידו 4 ש.ח,-0.279055131816258
כאן 11,Other_first_standard,2024-11-24 00:14:00,2024-11-24 00:16:00,111.0,1.85,3,Other,first,standard,1.0,"('כאן 11', '2024-11-24', 0)",27.0,23.0,1,קנדי - 24 שעות גורליות,-0.46428458404800993
כאן 11,Other_middle_standard,2024-11-24 00:39:00,2024-11-24 00:42:00,170.0,2.8333333333333335,5,Other,middle,standard,1.0,"('כאן 11', '2024-11-24', 1)",23.0,36.0,1,קנדי - 24 שעות גורליות,-0.9362404991374937
כאן 11,Other_last_standard,2024-11-24 01:18:00,2024-11-24 01:20:00,109.0,1.8166666666666667,3,Other,last,standard,1.0,"('כאן 11', '2024-11-24', 3)",36.0,26.0,1,זהו זה עונה 7 ש.ח,0.3378064596343495
כאן 11,Other_middle_standard,2024-11-24 01:46:00,2024-11-24 01:48:00,144.0,2.4,3,Other,middle,standard,1.0,"('כאן 11', '2024-11-24', 5)",26.0,46.0,1,סוכן תרבות ש.ח,-0.04036422385536035
כאן 11,Other_last_standard,2024-11-24 02:34:00,2024-11-24 02:36:00,128.0,2.1333333333333333,3,Other,last,standard,1.0,"('כאן 11', '2024-11-24', 7)",46.0,35.0,1,זמן אמת עונה 8 ש.ח,-0.089298137647697
כאן 11,Other_last_standard,2024-11-24 03:11:00,2024-11-24 03:14:00,159.0,2.65,4,Other,last,standard,1.0,"('כאן 11', '2024-11-24', 9)",35.0,41.0,1,פגישה עם רוני קובן עונה 9 ש.ח,-0.09654869154149598
כאן 11,Other_middle_standard,2024-11-24 03:55:00,2024-11-24 03:57:00,124.0,2.066666666666667,3,Other,middle,standard,1.0,"('כאן 11', '2024-11-24', 12)",41.0,13.0,1,קו המים ש.ח,0.004514680354526613
כאן 11,Other_last_standard,2024-11-24 04:10:00,2024-11-24 04:12:00,111.0,1.85,3,Other,last,standard,2.0,"('כאן 11', '2024-11-24', 12)",13.0,67.0,1,קו המים ש.ח,0.04752514186284506
כאן 11,Other_middle_standard,2024-11-24 05:19:00,2024-11-24 05:21:00,124.0,2.066666666666667,3,Other,middle,standard,1.0,"('כאן 11', '2024-11-24', 18)",67.0,22.0,1,סוכן תרבות ש.ח,0.02127739844728488
כאן 11,Other_first_standard,2024-11-24 05:43:00,2024-11-24 05:45:00,111.0,1.85,3,Other,first,standard,1.0,"('כאן 11', '2024-11-24', 20)",22.0,393.0,1,,0.06755815101129109
כאן 11,PrimeShow1_middle_standard,2024-11-24 12:18:00,2024-11-24 12:21:00,145.0,2.4166666666666665,4,PrimeShow1,middle,standard,1.0,"('כאן 11', '2024-11-24', 26)",393.0,21.0,1,סוכן תרבות ש.ח,0.06643859168185492
כאן 11,PrimeShow1_last_standard,2024-11-24 12:42:00,2024-11-24 12:44:00,138.0,2.3,4,PrimeShow1,last,standard,2.0,"('כאן 11', '2024-11-24', 26)",21.0,154.0,1,סוכן תרבות ש.ח,0.3631896249599262
כאן 11,Other_middle_standard,2024-11-24 15:18:00,2024-11-24 15:20:00,112.0,1.8666666666666667,4,Other,middle,standard,1.0,"('כאן 11', '2024-11-24', 31)",154.0,28.0,1,מיוחד-מלחמה בדרום - חרבות ברזל - צהריים ע.כאן,0.23566216550185806
