channel,channel_name,start_min,end_min,break_seconds,len_min,num_spots,program_type,break_position,break_length,ordinal,prog_key,gap_prev_min,gap_next_min,measured,title,shed
קשת 12,News_middle_short,2024-11-22 05:33:00,2024-11-22 05:35:00,85.0,1.4166666666666667,3,News,middle,short,1.0,"('קשת 12', '2024-11-22', 17)",107.0,32.0,1,"דו""ח מצב ש.ח",0.04172542928216873
קשת 12,News_last_short,2024-11-22 06:07:00,2024-11-22 06:08:00,18.0,0.3,3,News,last,short,1.0,"('קשת 12', '2024-11-22', 20)",32.0,0.0,0,,
קשת 12,News_last_short,2024-11-22 06:08:00,2024-11-22 06:08:00,18.0,0.3,3,News,last,short,2.0,"('קשת 12', '2024-11-22', 20)",0.0,58.0,0,,
קשת 12,PrimeShow1_first_short,2024-11-22 07:06:00,2024-11-22 07:07:00,18.0,0.3,3,PrimeShow1,first,short,1.0,"('קשת 12', '2024-11-22', 26)",58.0,0.0,0,,
קשת 12,PrimeShow1_first_short,2024-11-22 07:07:00,2024-11-22 07:07:00,18.0,0.3,3,PrimeShow1,first,short,2.0,"('קשת 12', '2024-11-22', 26)",0.0,15.0,0,,
קשת 12,PrimeShow1_first_long,2024-11-22 07:22:00,2024-11-22 07:27:00,311.0,5.183333333333334,17,PrimeShow1,first,long,3.0,"('קשת 12', '2024-11-22', 26)",15.0,1.0,0,,
קשת 12,PrimeShow1_first_standard,2024-11-22 07:28:00,2024-11-22 07:30:00,120.0,2.0,9,PrimeShow1,first,standard,4.0,"('קשת 12', '2024-11-22', 26)",1.0,21.0,0,,
קשת 12,PrimeShow1_first_long,2024-11-22 07:51:00,2024-11-22 07:57:00,343.0,5.716666666666667,17,PrimeShow1,first,long,5.0,"('קשת 12', '2024-11-22', 26)",21.0,10.0,1,שישי בבוקר עם גלית ויואב - עונה 2,-0.023344957346918785
קשת 12,PrimeShow1_middle_short,2024-11-22 08:07:00,2024-11-22 08:07:00,18.0,0.3,3,PrimeShow1,middle,short,6.0,"('קשת 12', '2024-11-22', 26)",10.0,1.0,0,,
קשת 12,PrimeShow1_middle_short,2024-11-22 08:08:00,2024-11-22 08:08:00,18.0,0.3,3,PrimeShow1,middle,short,7.0,"('קשת 12', '2024-11-22', 26)",1.0,15.0,0,,
קשת 12,PrimeShow1_middle_long,2024-11-22 08:23:00,2024-11-22 08:30:00,403.0,6.716666666666667,25,PrimeShow1,middle,long,8.0,"('קשת 12', '2024-11-22', 26)",15.0,2.0,1,שישי בבוקר עם גלית ויואב - עונה 2,-0.09420088538903233
קשת 12,PrimeShow1_middle_short,2024-11-22 08:32:00,2024-11-22 08:33:00,65.0,1.0833333333333333,4,PrimeShow1,middle,short,9.0,"('קשת 12', '2024-11-22', 26)",2.0,16.0,1,שישי בבוקר עם גלית ויואב - עונה 2,-0.010023216841716347
קשת 12,PrimeShow1_middle_long,2024-11-22 08:49:00,2024-11-22 08:56:00,418.0,6.966666666666667,21,PrimeShow1,middle,long,10.0,"('קשת 12', '2024-11-22', 26)",16.0,9.0,1,שישי בבוקר עם גלית ויואב - עונה 2,-0.015701826230977704
קשת 12,PrimeShow1_last_short,2024-11-22 09:05:00,2024-11-22 09:05:00,12.0,0.2,2,PrimeShow1,last,short,11.0,"('קשת 12', '2024-11-22', 26)",9.0,0.0,0,,
קשת 12,PrimeShow1_last_short,2024-11-22 09:05:00,2024-11-22 09:05:00,12.0,0.2,2,PrimeShow1,last,short,12.0,"('קשת 12', '2024-11-22', 26)",0.0,18.0,0,,
קשת 12,PrimeShow1_last_long,2024-11-22 09:23:00,2024-11-22 09:29:00,398.0,6.633333333333334,23,PrimeShow1,last,long,13.0,"('קשת 12', '2024-11-22', 26)",18.0,21.0,1,שישי בבוקר עם גלית ויואב - עונה 2,0.04047825116694962
קשת 12,PrimeShow1_last_long,2024-11-22 09:50:00,2024-11-22 09:57:00,409.0,6.816666666666666,17,PrimeShow1,last,long,14.0,"('קשת 12', '2024-11-22', 26)",21.0,28.0,1,שישי בבוקר עם גלית ויואב - עונה 2,-0.09370644433408204
קשת 12,PrimeShow1_middle_long,2024-11-22 10:25:00,2024-11-22 10:29:00,242.0,4.033333333333333,18,PrimeShow1,middle,long,1.0,"('קשת 12', '2024-11-22', 46)",28.0,0.0,0,,
קשת 12,PrimeShow1_middle_short,2024-11-22 10:29:00,2024-11-22 10:30:00,52.0,0.8666666666666667,4,PrimeShow1,middle,short,2.0,"('קשת 12', '2024-11-22', 46)",0.0,10.0,0,,
קשת 12,PrimeShow1_middle_long,2024-11-22 10:40:00,2024-11-22 10:45:00,271.0,4.516666666666667,15,PrimeShow1,middle,long,3.0,"('קשת 12', '2024-11-22', 46)",10.0,30.0,1,כמעט שבת שלום,0.04115475307407394
קשת 12,PrimeShow2_first_long,2024-11-22 11:15:00,2024-11-22 11:20:00,308.0,5.133333333333334,20,PrimeShow2,first,long,1.0,"('קשת 12', '2024-11-22', 51)",30.0,1.0,0,,
קשת 12,PrimeShow2_middle_short,2024-11-22 11:21:00,2024-11-22 11:22:00,53.0,0.8833333333333333,5,PrimeShow2,middle,short,2.0,"('קשת 12', '2024-11-22', 51)",1.0,20.0,0,,
קשת 12,Other_first_long,2024-11-22 11:42:00,2024-11-22 11:48:00,337.0,5.616666666666666,18,Other,first,long,1.0,"('קשת 12', '2024-11-22', 53)",20.0,23.0,1,מרגישות יופי,0.023204509364630397
קשת 12,PrimeShow1_first_long,2024-11-22 12:11:00,2024-11-22 12:16:00,321.0,5.35,19,PrimeShow1,first,long,1.0,"('קשת 12', '2024-11-22', 56)",23.0,1.0,0,,
קשת 12,PrimeShow1_middle_standard,2024-11-22 12:17:00,2024-11-22 12:18:00,105.0,1.75,5,PrimeShow1,middle,standard,2.0,"('קשת 12', '2024-11-22', 56)",1.0,29.0,0,,
קשת 12,Other_middle_long,2024-11-22 12:47:00,2024-11-22 12:52:00,320.0,5.333333333333333,14,Other,middle,long,1.0,"('קשת 12', '2024-11-22', 59)",29.0,36.0,1,רפי רשף אינטימי ש.ח,0.0803890411676838
קשת 12,News_first_long,2024-11-22 13:28:00,2024-11-22 13:32:00,239.0,3.9833333333333334,16,News,first,long,1.0,"('קשת 12', '2024-11-22', 64)",36.0,0.0,0,,
קשת 12,News_middle_standard,2024-11-22 13:32:00,2024-11-22 13:34:00,105.0,1.75,8,News,middle,standard,2.0,"('קשת 12', '2024-11-22', 64)",0.0,7.0,0,,
קשת 12,News_middle_short,2024-11-22 13:41:00,2024-11-22 13:42:00,32.0,0.5333333333333333,2,News,middle,short,3.0,"('קשת 12', '2024-11-22', 64)",7.0,1.0,0,,
קשת 12,News_last_standard,2024-11-22 13:43:00,2024-11-22 13:45:00,97.0,1.6166666666666667,4,News,last,standard,4.0,"('קשת 12', '2024-11-22', 64)",1.0,18.0,0,,
קשת 12,PrimeShow2_first_long,2024-11-22 14:03:00,2024-11-22 14:10:00,389.0,6.483333333333333,23,PrimeShow2,first,long,1.0,"('קשת 12', '2024-11-22', 69)",18.0,0.0,0,,
קשת 12,PrimeShow2_last_standard,2024-11-22 14:10:00,2024-11-22 14:12:00,100.0,1.6666666666666667,5,PrimeShow2,last,standard,2.0,"('קשת 12', '2024-11-22', 69)",0.0,29.0,0,,
קשת 12,Other_first_short,2024-11-22 14:41:00,2024-11-22 14:42:00,50.0,0.8333333333333334,2,Other,first,short,1.0,"('קשת 12', '2024-11-22', 70)",29.0,1.0,0,,
קשת 12,Other_first_short,2024-11-22 14:43:00,2024-11-22 14:44:00,89.0,1.4833333333333334,4,Other,first,short,2.0,"('קשת 12', '2024-11-22', 70)",1.0,46.0,0,,
קשת 12,Other_last_short,2024-11-22 15:30:00,2024-11-22 15:31:00,73.0,1.2166666666666666,5,Other,last,short,3.0,"('קשת 12', '2024-11-22', 70)",46.0,2.0,1,גלית ואילנית - עונה 2,-0.16600034378589465
קשת 12,Other_last_standard,2024-11-22 15:33:00,2024-11-22 15:35:00,165.0,2.75,10,Other,last,standard,4.0,"('קשת 12', '2024-11-22', 70)",2.0,1.0,0,,
קשת 12,Other_last_standard,2024-11-22 15:36:00,2024-11-22 15:38:00,122.0,2.033333333333333,8,Other,last,standard,5.0,"('קשת 12', '2024-11-22', 70)",1.0,7.0,0,,
קשת 12,Other_last_short,2024-11-22 15:45:00,2024-11-22 15:46:00,66.0,1.1,4,Other,last,short,6.0,"('קשת 12', '2024-11-22', 70)",7.0,15.0,1,גלית ואילנית - עונה 2,-0.06699529190647191
קשת 12,Other_first_short,2024-11-22 16:01:00,2024-11-22 16:03:00,79.0,1.3166666666666667,6,Other,first,short,1.0,"('קשת 12', '2024-11-22', 74)",15.0,1.0,0,,
קשת 12,Other_middle_long,2024-11-22 16:04:00,2024-11-22 16:08:00,250.0,4.166666666666667,13,Other,middle,long,2.0,"('קשת 12', '2024-11-22', 74)",1.0,0.0,0,,
קשת 12,Other_last_short,2024-11-22 16:08:00,2024-11-22 16:10:00,70.0,1.1666666666666667,4,Other,last,short,3.0,"('קשת 12', '2024-11-22', 74)",0.0,21.0,0,,
קשת 12,Other_first_long,2024-11-22 16:31:00,2024-11-22 16:37:00,338.0,5.633333333333334,17,Other,first,long,1.0,"('קשת 12', '2024-11-22', 75)",21.0,48.0,1,חיים ומעיין,-0.13022231473009502
קשת 12,Other_last_short,2024-11-22 17:25:00,2024-11-22 17:26:00,72.0,1.2,5,Other,last,short,2.0,"('קשת 12', '2024-11-22', 75)",48.0,1.0,0,,
קשת 12,Other_last_long,2024-11-22 17:27:00,2024-11-22 17:32:00,307.0,5.116666666666666,21,Other,last,long,3.0,"('קשת 12', '2024-11-22', 75)",1.0,0.0,0,,
קשת 12,Other_last_standard,2024-11-22 17:32:00,2024-11-22 17:34:00,103.0,1.7166666666666666,7,Other,last,standard,4.0,"('קשת 12', '2024-11-22', 75)",0.0,11.0,0,,
קשת 12,Other_last_short,2024-11-22 17:45:00,2024-11-22 17:46:00,81.0,1.35,2,Other,last,short,5.0,"('קשת 12', '2024-11-22', 75)",11.0,15.0,1,חיים ומעיין,-0.049532910694502136
קשת 12,Other_first_short,2024-11-22 18:01:00,2024-11-22 18:02:00,79.0,1.3166666666666667,6,Other,first,short,1.0,"('קשת 12', '2024-11-22', 79)",15.0,1.0,0,,
קשת 12,Other_middle_long,2024-11-22 18:03:00,2024-11-22 18:09:00,306.0,5.1,18,Other,middle,long,2.0,"('קשת 12', '2024-11-22', 79)",1.0,0.0,0,,
קשת 12,Other_last_standard,2024-11-22 18:09:00,2024-11-22 18:11:00,99.0,1.65,9,Other,last,standard,3.0,"('קשת 12', '2024-11-22', 79)",0.0,36.0,0,,
קשת 12,Other_middle_standard,2024-11-22 18:47:00,2024-11-22 18:49:00,103.0,1.7166666666666666,3,Other,middle,standard,1.0,"('קשת 12', '2024-11-22', 80)",36.0,26.0,1,אופירה ולוינסון,0.07163828702604152
קשת 12,Other_middle_long,2024-11-22 19:15:00,2024-11-22 19:21:00,377.0,6.283333333333333,28,Other,middle,long,2.0,"('קשת 12', '2024-11-22', 80)",26.0,12.0,1,אופירה ולוינסון,0.1714982111973098
קשת 12,Other_last_short,2024-11-22 19:33:00,2024-11-22 19:33:00,48.0,0.8,2,Other,last,short,3.0,"('קשת 12', '2024-11-22', 80)",12.0,19.0,1,אופירה ולוינסון,-0.01886972715316422
קשת 12,Other_first_short,2024-11-22 19:52:00,2024-11-22 19:52:00,36.0,0.6,3,Other,first,short,1.0,"('קשת 12', '2024-11-22', 85)",19.0,1.0,0,,
קשת 12,Other_first_standard,2024-11-22 19:53:00,2024-11-22 19:55:00,125.0,2.0833333333333335,4,Other,first,standard,2.0,"('קשת 12', '2024-11-22', 85)",1.0,60.0,0,,
קשת 12,News_middle_long,2024-11-22 20:55:00,2024-11-22 21:01:00,361.0,6.016666666666667,18,News,middle,long,1.0,"('קשת 12', '2024-11-22', 86)",60.0,12.0,1,אולפן שישי 12,0.09268998262568069
קשת 12,News_middle_long,2024-11-22 21:13:00,2024-11-22 21:19:00,354.0,5.9,16,News,middle,long,2.0,"('קשת 12', '2024-11-22', 86)",12.0,14.0,1,אולפן שישי 12,0.099821668202106
קשת 12,News_last_long,2024-11-22 21:33:00,2024-11-22 21:39:00,372.0,6.2,17,News,last,long,3.0,"('קשת 12', '2024-11-22', 86)",14.0,12.0,1,אולפן שישי 12,0.032251872395857376
קשת 12,News_last_short,2024-11-22 21:51:00,2024-11-22 21:52:00,71.0,1.1833333333333333,4,News,last,short,4.0,"('קשת 12', '2024-11-22', 86)",12.0,1.0,0,,
קשת 12,News_last_short,2024-11-22 21:53:00,2024-11-22 21:53:00,18.0,0.3,3,News,last,short,5.0,"('קשת 12', '2024-11-22', 86)",1.0,41.0,0,,
קשת 12,Other_last_long,2024-11-22 22:34:00,2024-11-22 22:44:00,613.0,10.216666666666667,34,Other,last,long,1.0,"('קשת 12', '2024-11-22', 94)",41.0,8.0,1,הכרישים 5 - שישי,-0.052992464562489565
קשת 12,Other_first_long,2024-11-22 22:52:00,2024-11-22 23:00:00,471.0,7.85,21,Other,first,long,1.0,"('קשת 12', '2024-11-22', 97)",8.0,10.0,1,,0.4572436899033453
קשת 12,Other_middle_long,2024-11-22 23:10:00,2024-11-22 23:14:00,213.0,3.55,9,Other,middle,long,1.0,"('קשת 12', '2024-11-22', 98)",10.0,38.0,1,החיים הם תקופה קשה ש.ח,-0.12889639012037388
קשת 12,Other_middle_long,2024-11-22 23:52:00,2024-11-22 23:56:00,261.0,4.35,13,Other,middle,long,1.0,"('קשת 12', '2024-11-22', 101)",38.0,16.0,1,ארץ נהדרת עונה 22 ש.ח,0.09522752639364376
קשת 12,Other_first_long,2024-11-23 00:12:00,2024-11-23 00:16:00,274.0,4.566666666666666,21,Other,first,long,1.0,"('קשת 12', '2024-11-23', 0)",16.0,1.0,0,,
קשת 12,Other_last_short,2024-11-23 00:17:00,2024-11-23 00:18:00,82.0,1.3666666666666667,8,Other,last,short,2.0,"('קשת 12', '2024-11-23', 0)",1.0,12.0,0,,
קשת 12,Other_first_standard,2024-11-23 00:30:00,2024-11-23 00:33:00,150.0,2.5,7,Other,first,standard,1.0,"('קשת 12', '2024-11-23', 1)",12.0,37.0,1,,-0.2590379973357921
קשת 12,Other_middle_standard,2024-11-23 01:10:00,2024-11-23 01:13:00,178.0,2.966666666666667,6,Other,middle,standard,1.0,"('קשת 12', '2024-11-23', 2)",37.0,44.0,1,"סודות הנדל""ן",0.04939528188636055
קשת 12,Other_last_short,2024-11-23 01:57:00,2024-11-23 01:58:00,67.0,1.1166666666666667,2,Other,last,short,1.0,"('קשת 12', '2024-11-23', 4)",44.0,17.0,1,כמעט שבת שלום ש.ח,0.1076021664508092
קשת 12,Other_middle_short,2024-11-23 02:15:00,2024-11-23 02:16:00,75.0,1.25,2,Other,middle,short,1.0,"('קשת 12', '2024-11-23', 7)",17.0,11.0,1,חיים ומעיין ש.ח,-0.00037984643808066515
קשת 12,Other_last_short,2024-11-23 02:27:00,2024-11-23 02:28:00,76.0,1.2666666666666666,2,Other,last,short,2.0,"('קשת 12', '2024-11-23', 7)",11.0,46.0,1,חיים ומעיין ש.ח,-0.2651959982524524
קשת 12,Other_middle_short,2024-11-23 03:14:00,2024-11-23 03:15:00,74.0,1.2333333333333334,2,Other,middle,short,1.0,"('קשת 12', '2024-11-23', 10)",46.0,62.0,1,מאסטר שף נבחרת החלומות ש.ח,-0.030837105834550817
קשת 12,Other_first_standard,2024-11-23 04:17:00,2024-11-23 04:19:00,105.0,1.75,3,Other,first,standard,1.0,"('קשת 12', '2024-11-23', 14)",62.0,34.0,1,גלית ואילנית - עונה 2 ש.ח,0.21716219169693385
קשת 12,PrimeShow1_first_short,2024-11-23 04:53:00,2024-11-23 04:54:00,87.0,1.45,3,PrimeShow1,first,short,1.0,"('קשת 12', '2024-11-23', 17)",34.0,16.0,1,גלית ואילנית - עונה 2 ש.ח,0.003924138456134144
קשת 12,PrimeShow1_middle_short,2024-11-23 05:10:00,2024-11-23 05:12:00,73.0,1.2166666666666666,2,PrimeShow1,middle,short,2.0,"('קשת 12', '2024-11-23', 17)",16.0,15.0,1,גלית ואילנית - עונה 2 ש.ח,0.2604324300044052
קשת 12,PrimeShow1_middle_standard,2024-11-23 05:27:00,2024-11-23 05:28:00,90.0,1.5,3,PrimeShow1,middle,standard,3.0,"('קשת 12', '2024-11-23', 17)",15.0,62.0,1,גלית ואילנית - עונה 2 ש.ח,-0.210355429243317
קשת 12,News_middle_short,2024-11-23 06:30:00,2024-11-23 06:30:00,18.0,0.3,3,News,middle,short,1.0,"('קשת 12', '2024-11-23', 22)",62.0,1.0,0,,
קשת 12,News_middle_short,2024-11-23 06:31:00,2024-11-23 06:31:00,18.0,0.3,3,News,middle,short,2.0,"('קשת 12', '2024-11-23', 22)",1.0,42.0,0,,
קשת 12,PrimeShow2_middle_short,2024-11-23 07:13:00,2024-11-23 07:13:00,18.0,0.3,3,PrimeShow2,middle,short,1.0,"('קשת 12', '2024-11-23', 24)",42.0,1.0,0,,
קשת 12,PrimeShow2_middle_short,2024-11-23 07:14:00,2024-11-23 07:14:00,18.0,0.3,3,PrimeShow2,middle,short,2.0,"('קשת 12', '2024-11-23', 24)",1.0,61.0,0,,
קשת 12,News_middle_standard,2024-11-23 08:15:00,2024-11-23 08:17:00,114.0,1.9,8,News,middle,standard,1.0,"('קשת 12', '2024-11-23', 30)",61.0,1.0,0,,
קשת 12,News_middle_short,2024-11-23 08:18:00,2024-11-23 08:18:00,34.0,0.5666666666666667,5,News,middle,short,2.0,"('קשת 12', '2024-11-23', 30)",1.0,14.0,0,,
קשת 12,PrimeShow2_first_short,2024-11-23 08:32:00,2024-11-23 08:33:00,60.0,1.0,3,PrimeShow2,first,short,1.0,"('קשת 12', '2024-11-23', 32)",14.0,52.0,1,אופירה ולוינסון ש.ח,0.156043016430995
קשת 12,PrimeShow1_middle_long,2024-11-23 09:25:00,2024-11-23 09:29:00,260.0,4.333333333333333,14,PrimeShow1,middle,long,1.0,"('קשת 12', '2024-11-23', 35)",52.0,1.0,0,,
קשת 12,PrimeShow1_middle_short,2024-11-23 09:30:00,2024-11-23 09:31:00,52.0,0.8666666666666667,4,PrimeShow1,middle,short,2.0,"('קשת 12', '2024-11-23', 35)",1.0,16.0,0,,
קשת 12,PrimeShow1_last_long,2024-11-23 09:47:00,2024-11-23 09:51:00,265.0,4.416666666666667,11,PrimeShow1,last,long,3.0,"('קשת 12', '2024-11-23', 35)",16.0,28.0,1,אופירה ולוינסון ש.ח,-0.08777061580669837
קשת 12,PrimeShow2_middle_long,2024-11-23 10:19:00,2024-11-23 10:24:00,335.0,5.583333333333333,23,PrimeShow2,middle,long,1.0,"('קשת 12', '2024-11-23', 40)",28.0,0.0,0,,
קשת 12,PrimeShow2_last_short,2024-11-23 10:24:00,2024-11-23 10:25:00,59.0,0.9833333333333333,5,PrimeShow2,last,short,2.0,"('קשת 12', '2024-11-23', 40)",0.0,6.0,0,,
קשת 12,Other_middle_long,2024-11-23 10:31:00,2024-11-23 10:35:00,232.0,3.8666666666666667,13,Other,middle,long,1.0,"('קשת 12', '2024-11-23', 42)",6.0,48.0,1,קובץ פרומו/פרסומות,0.014769270167878365
קשת 12,PrimeShow1_first_long,2024-11-23 11:23:00,2024-11-23 11:29:00,336.0,5.6,21,PrimeShow1,first,long,1.0,"('קשת 12', '2024-11-23', 45)",48.0,0.0,0,,
קשת 12,PrimeShow1_middle_short,2024-11-23 11:29:00,2024-11-23 11:31:00,85.0,1.4166666666666667,5,PrimeShow1,middle,short,2.0,"('קשת 12', '2024-11-23', 45)",0.0,15.0,0,,
קשת 12,PrimeShow1_last_long,2024-11-23 11:46:00,2024-11-23 11:51:00,326.0,5.433333333333334,14,PrimeShow1,last,long,3.0,"('קשת 12', '2024-11-23', 45)",15.0,22.0,1,גלית ואילנית - עונה 2 ש.ח,-0.024513592795138813
קשת 12,PrimeShow1_first_long,2024-11-23 12:13:00,2024-11-23 12:19:00,355.0,5.916666666666667,22,PrimeShow1,first,long,1.0,"('קשת 12', '2024-11-23', 49)",22.0,0.0,0,,
קשת 12,PrimeShow1_middle_standard,2024-11-23 12:19:00,2024-11-23 12:21:00,96.0,1.6,6,PrimeShow1,middle,standard,2.0,"('קשת 12', '2024-11-23', 49)",0.0,26.0,0,,
קשת 12,Other_middle_long,2024-11-23 12:47:00,2024-11-23 12:50:00,221.0,3.683333333333333,10,Other,middle,long,1.0,"('קשת 12', '2024-11-23', 51)",26.0,14.0,1,הכוכב הבא לאירוויזיון 2025 (עונה 11) ש.ח,6.338034963282099e-05
קשת 12,PrimeShow2_first_long,2024-11-23 13:04:00,2024-11-23 13:08:00,294.0,4.9,22,PrimeShow2,first,long,1.0,"('קשת 12', '2024-11-23', 55)",14.0,1.0,0,,
קשת 12,PrimeShow2_last_standard,2024-11-23 13:09:00,2024-11-23 13:10:00,95.0,1.5833333333333333,7,PrimeShow2,last,standard,2.0,"('קשת 12', '2024-11-23', 55)",1.0,22.0,0,,
קשת 12,Other_middle_short,2024-11-23 13:32:00,2024-11-23 13:32:00,50.0,0.8333333333333334,2,Other,middle,short,1.0,"('קשת 12', '2024-11-23', 56)",22.0,2.0,1,הכוכב הבא לאירוויזיון 2025 (עונה 11) ש.ח,0.045267667318427095
קשת 12,Other_middle_standard,2024-11-23 13:34:00,2024-11-23 13:35:00,93.0,1.55,5,Other,middle,standard,2.0,"('קשת 12', '2024-11-23', 56)",2.0,41.0,1,הכוכב הבא לאירוויזיון 2025 (עונה 11) ש.ח,-0.061666228299127775
קשת 12,PrimeShow1_first_long,2024-11-23 14:16:00,2024-11-23 14:22:00,348.0,5.8,23,PrimeShow1,first,long,1.0,"('קשת 12', '2024-11-23', 60)",41.0,0.0,0,,
קשת 12,PrimeShow1_middle_short,2024-11-23 14:22:00,2024-11-23 14:23:00,54.0,0.9,4,PrimeShow1,middle,short,2.0,"('קשת 12', '2024-11-23', 60)",0.0,22.0,0,,
קשת 12,PrimeShow1_last_long,2024-11-23 14:45:00,2024-11-23 14:49:00,232.0,3.8666666666666667,13,PrimeShow1,last,long,3.0,"('קשת 12', '2024-11-23', 60)",22.0,1.0,0,,
קשת 12,PrimeShow1_last_short,2024-11-23 14:50:00,2024-11-23 14:50:00,44.0,0.7333333333333333,3,PrimeShow1,last,short,4.0,"('קשת 12', '2024-11-23', 60)",1.0,11.0,0,,
קשת 12,Other_first_short,2024-11-23 15:01:00,2024-11-23 15:02:00,78.0,1.3,6,Other,first,short,1.0,"('קשת 12', '2024-11-23', 63)",11.0,1.0,0,,
קשת 12,Other_middle_standard,2024-11-23 15:03:00,2024-11-23 15:05:00,116.0,1.9333333333333333,8,Other,middle,standard,2.0,"('קשת 12', '2024-11-23', 63)",1.0,0.0,0,,
קשת 12,Other_last_standard,2024-11-23 15:05:00,2024-11-23 15:07:00,111.0,1.85,10,Other,last,standard,3.0,"('קשת 12', '2024-11-23', 63)",0.0,11.0,0,,
קשת 12,Other_first_short,2024-11-23 15:18:00,2024-11-23 15:19:00,63.0,1.05,4,Other,first,short,1.0,"('קשת 12', '2024-11-23', 64)",11.0,43.0,1,מיוחד-מלחמה בדרום - חרבות ברזל - צהריים מאוחרת ע.12,-0.18952468627042074
קשת 12,Other_first_short,2024-11-23 16:02:00,2024-11-23 16:03:00,67.0,1.1166666666666667,4,Other,first,short,1.0,"('קשת 12', '2024-11-23', 66)",43.0,1.0,0,,
קשת 12,Other_first_long,2024-11-23 16:04:00,2024-11-23 16:10:00,322.0,5.366666666666666,22,Other,first,long,2.0,"('קשת 12', '2024-11-23', 66)",1.0,0.0,0,,
קשת 12,Other_last_standard,2024-11-23 16:10:00,2024-11-23 16:12:00,121.0,2.0166666666666666,8,Other,last,standard,3.0,"('קשת 12', '2024-11-23', 66)",0.0,10.0,0,,
קשת 12,Other_first_long,2024-11-23 16:22:00,2024-11-23 16:26:00,214.0,3.566666666666667,9,Other,first,long,1.0,"('קשת 12', '2024-11-23', 67)",10.0,34.0,1,"מיוחד-מלחמה בדרום - חרבות ברזל - אחה""צ ע.12",-0.17153269494911189
קשת 12,Other_first_standard,2024-11-23 17:00:00,2024-11-23 17:01:00,91.0,1.5166666666666666,8,Other,first,standard,1.0,"('קשת 12', '2024-11-23', 69)",34.0,1.0,0,,
קשת 12,Other_first_long,2024-11-23 17:02:00,2024-11-23 17:07:00,306.0,5.1,22,Other,first,long,2.0,"('קשת 12', '2024-11-23', 69)",1.0,1.0,0,,
קשת 12,Other_last_standard,2024-11-23 17:08:00,2024-11-23 17:10:00,107.0,1.7833333333333334,7,Other,last,standard,3.0,"('קשת 12', '2024-11-23', 69)",1.0,38.0,0,,
קשת 12,News_last_standard,2024-11-23 17:48:00,2024-11-23 17:51:00,160.0,2.6666666666666665,5,News,last,standard,1.0,"('קשת 12', '2024-11-23', 70)",38.0,9.0,1,שבת בחמש עם גדעון אוקו,0.06929286089324513
קשת 12,PrimeShow2_first_standard,2024-11-23 18:00:00,2024-11-23 18:01:00,95.0,1.5833333333333333,11,PrimeShow2,first,standard,1.0,"('קשת 12', '2024-11-23', 72)",9.0,1.0,0,,
קשת 12,PrimeShow2_first_long,2024-11-23 18:02:00,2024-11-23 18:07:00,270.0,4.5,20,PrimeShow2,first,long,2.0,"('קשת 12', '2024-11-23', 72)",1.0,0.0,0,,
קשת 12,PrimeShow2_last_standard,2024-11-23 18:07:00,2024-11-23 18:09:00,127.0,2.1166666666666667,12,PrimeShow2,last,standard,3.0,"('קשת 12', '2024-11-23', 72)",0.0,19.0,0,,
קשת 12,News_middle_long,2024-11-23 18:28:00,2024-11-23 18:31:00,198.0,3.3,8,News,middle,long,1.0,"('קשת 12', '2024-11-23', 73)",19.0,29.0,1,פגוש את העיתונות 12 - מהדורה מוקדמת,0.10453497595854622
קשת 12,PrimeShow2_first_long,2024-11-23 19:00:00,2024-11-23 19:08:00,502.0,8.366666666666667,39,PrimeShow2,first,long,1.0,"('קשת 12', '2024-11-23', 75)",29.0,42.0,1,,0.08681550716395672
קשת 12,Other_first_short,2024-11-23 19:50:00,2024-11-23 19:51:00,18.0,0.3,3,Other,first,short,1.0,"('קשת 12', '2024-11-23', 79)",42.0,0.0,0,,
קשת 12,Other_first_long,2024-11-23 19:51:00,2024-11-23 19:55:00,234.0,3.9,7,Other,first,long,2.0,"('קשת 12', '2024-11-23', 79)",0.0,26.0,0,,
קשת 12,News_first_long,2024-11-23 20:21:00,2024-11-23 20:28:00,411.0,6.85,22,News,first,long,1.0,"('קשת 12', '2024-11-23', 80)",26.0,13.0,1,חדשות שבת 12,-0.09062082216575951
קשת 12,News_middle_long,2024-11-23 20:41:00,2024-11-23 20:48:00,426.0,7.1,20,News,middle,long,2.0,"('קשת 12', '2024-11-23', 80)",13.0,12.0,1,חדשות שבת 12,0.05212799871112425
קשת 12,News_last_long,2024-11-23 21:00:00,2024-11-23 21:06:00,332.0,5.533333333333333,20,News,last,long,3.0,"('קשת 12', '2024-11-23', 80)",12.0,18.0,1,חדשות שבת 12,0.1042169453121862
קשת 12,News_last_short,2024-11-23 21:24:00,2024-11-23 21:24:00,18.0,0.3,3,News,last,short,4.0,"('קשת 12', '2024-11-23', 80)",18.0,2.0,1,חדשות שבת 12,-0.026370701772898936
קשת 12,News_last_short,2024-11-23 21:26:00,2024-11-23 21:26:00,18.0,0.3,3,News,last,short,5.0,"('קשת 12', '2024-11-23', 80)",2.0,39.0,1,חדשות שבת 12,-0.10431508279700535
קשת 12,Other_middle_long,2024-11-23 22:05:00,2024-11-23 22:14:00,539.0,8.983333333333333,41,Other,middle,long,1.0,"('קשת 12', '2024-11-23', 89)",39.0,35.0,1,הכוכב הבא לאירוויזיון 2025 (עונה 11) - אודישנים,0.07834114801490569
